"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"Central",-1,"2025-03-08","2025-03-01","wk inc covid hosp","quantile",0.025,32.3333333333333
"Central",-1,"2025-03-08","2025-03-01","wk inc covid hosp","quantile",0.1,41.3333333333333
"Central",-1,"2025-03-08","2025-03-01","wk inc covid hosp","quantile",0.25,49
"Central",-1,"2025-03-08","2025-03-01","wk inc covid hosp","quantile",0.5,81.3333333333333
"Central",-1,"2025-03-08","2025-03-01","wk inc covid hosp","quantile",0.75,165.666666666667
"Central",-1,"2025-03-08","2025-03-01","wk inc covid hosp","quantile",0.9,209.666666666667
"Central",-1,"2025-03-08","2025-03-01","wk inc covid hosp","quantile",0.975,236.666666666667
"Central",-1,"2025-03-08","2025-03-01","wk inc flu hosp","quantile",0.025,49.6666666666667
"Central",-1,"2025-03-08","2025-03-01","wk inc flu hosp","quantile",0.1,56.6666666666667
"Central",-1,"2025-03-08","2025-03-01","wk inc flu hosp","quantile",0.25,72.6666666666667
"Central",-1,"2025-03-08","2025-03-01","wk inc flu hosp","quantile",0.5,97.6666666666667
"Central",-1,"2025-03-08","2025-03-01","wk inc flu hosp","quantile",0.75,130
"Central",-1,"2025-03-08","2025-03-01","wk inc flu hosp","quantile",0.9,150.666666666667
"Central",-1,"2025-03-08","2025-03-01","wk inc flu hosp","quantile",0.975,175.333333333333
"Central",-1,"2025-03-08","2025-03-01","wk inc rsv hosp","quantile",0.025,5.33333333333333
"Central",-1,"2025-03-08","2025-03-01","wk inc rsv hosp","quantile",0.1,6
"Central",-1,"2025-03-08","2025-03-01","wk inc rsv hosp","quantile",0.25,7.66666666666667
"Central",-1,"2025-03-08","2025-03-01","wk inc rsv hosp","quantile",0.5,14.3333333333333
"Central",-1,"2025-03-08","2025-03-01","wk inc rsv hosp","quantile",0.75,22
"Central",-1,"2025-03-08","2025-03-01","wk inc rsv hosp","quantile",0.9,26.3333333333333
"Central",-1,"2025-03-08","2025-03-01","wk inc rsv hosp","quantile",0.975,30.6666666666667
"Central",0,"2025-03-08","2025-03-08","wk inc covid hosp","quantile",0.025,36
"Central",0,"2025-03-08","2025-03-08","wk inc covid hosp","quantile",0.1,41.75
"Central",0,"2025-03-08","2025-03-08","wk inc covid hosp","quantile",0.25,52.75
"Central",0,"2025-03-08","2025-03-08","wk inc covid hosp","quantile",0.5,70.75
"Central",0,"2025-03-08","2025-03-08","wk inc covid hosp","quantile",0.75,140.25
"Central",0,"2025-03-08","2025-03-08","wk inc covid hosp","quantile",0.9,176.75
"Central",0,"2025-03-08","2025-03-08","wk inc covid hosp","quantile",0.975,212.5
"Central",0,"2025-03-08","2025-03-08","wk inc flu hosp","quantile",0.025,40
"Central",0,"2025-03-08","2025-03-08","wk inc flu hosp","quantile",0.1,50
"Central",0,"2025-03-08","2025-03-08","wk inc flu hosp","quantile",0.25,62.5
"Central",0,"2025-03-08","2025-03-08","wk inc flu hosp","quantile",0.5,92.75
"Central",0,"2025-03-08","2025-03-08","wk inc flu hosp","quantile",0.75,110.5
"Central",0,"2025-03-08","2025-03-08","wk inc flu hosp","quantile",0.9,143.5
"Central",0,"2025-03-08","2025-03-08","wk inc flu hosp","quantile",0.975,191.25
"Central",0,"2025-03-08","2025-03-08","wk inc rsv hosp","quantile",0.025,6.5
"Central",0,"2025-03-08","2025-03-08","wk inc rsv hosp","quantile",0.1,7
"Central",0,"2025-03-08","2025-03-08","wk inc rsv hosp","quantile",0.25,9.5
"Central",0,"2025-03-08","2025-03-08","wk inc rsv hosp","quantile",0.5,12.75
"Central",0,"2025-03-08","2025-03-08","wk inc rsv hosp","quantile",0.75,18.75
"Central",0,"2025-03-08","2025-03-08","wk inc rsv hosp","quantile",0.9,21.75
"Central",0,"2025-03-08","2025-03-08","wk inc rsv hosp","quantile",0.975,29.75
"Central",1,"2025-03-08","2025-03-15","wk inc covid hosp","quantile",0.025,30.25
"Central",1,"2025-03-08","2025-03-15","wk inc covid hosp","quantile",0.1,59.75
"Central",1,"2025-03-08","2025-03-15","wk inc covid hosp","quantile",0.25,47.5
"Central",1,"2025-03-08","2025-03-15","wk inc covid hosp","quantile",0.5,71
"Central",1,"2025-03-08","2025-03-15","wk inc covid hosp","quantile",0.75,133.5
"Central",1,"2025-03-08","2025-03-15","wk inc covid hosp","quantile",0.9,176.75
"Central",1,"2025-03-08","2025-03-15","wk inc covid hosp","quantile",0.975,221.75
"Central",1,"2025-03-08","2025-03-15","wk inc flu hosp","quantile",0.025,37.25
"Central",1,"2025-03-08","2025-03-15","wk inc flu hosp","quantile",0.1,43.75
