"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2026-02-28","2026-03-07","wk inc covid hosp",-1,"quantile",0.025,27.5
"Central","2026-02-28","2026-03-07","wk inc covid hosp",-1,"quantile",0.1,31.25
"Central","2026-02-28","2026-03-07","wk inc covid hosp",-1,"quantile",0.25,34.25
"Central","2026-02-28","2026-03-07","wk inc covid hosp",-1,"quantile",0.5,50.75
"Central","2026-02-28","2026-03-07","wk inc covid hosp",-1,"quantile",0.75,606.25
"Central","2026-02-28","2026-03-07","wk inc covid hosp",-1,"quantile",0.9,884
"Central","2026-02-28","2026-03-07","wk inc covid hosp",-1,"quantile",0.975,1003.5
"Central","2026-02-28","2026-03-07","wk inc flu hosp",-1,"quantile",0.025,3
"Central","2026-02-28","2026-03-07","wk inc flu hosp",-1,"quantile",0.1,3.25
"Central","2026-02-28","2026-03-07","wk inc flu hosp",-1,"quantile",0.25,3.25
"Central","2026-02-28","2026-03-07","wk inc flu hosp",-1,"quantile",0.5,13.75
"Central","2026-02-28","2026-03-07","wk inc flu hosp",-1,"quantile",0.75,33.5
"Central","2026-02-28","2026-03-07","wk inc flu hosp",-1,"quantile",0.9,51.5
"Central","2026-02-28","2026-03-07","wk inc flu hosp",-1,"quantile",0.975,69.5
"Central","2026-02-28","2026-03-07","wk inc rsv hosp",-1,"quantile",0.025,23.5
"Central","2026-02-28","2026-03-07","wk inc rsv hosp",-1,"quantile",0.1,24.75
"Central","2026-02-28","2026-03-07","wk inc rsv hosp",-1,"quantile",0.25,26
"Central","2026-02-28","2026-03-07","wk inc rsv hosp",-1,"quantile",0.5,36.75
"Central","2026-02-28","2026-03-07","wk inc rsv hosp",-1,"quantile",0.75,49
"Central","2026-02-28","2026-03-07","wk inc rsv hosp",-1,"quantile",0.9,55.25
"Central","2026-02-28","2026-03-07","wk inc rsv hosp",-1,"quantile",0.975,59.25
"Central","2026-03-07","2026-03-07","wk inc covid hosp",0,"quantile",0.025,28.75
"Central","2026-03-07","2026-03-07","wk inc covid hosp",0,"quantile",0.1,35.375
"Central","2026-03-07","2026-03-07","wk inc covid hosp",0,"quantile",0.25,41.25
"Central","2026-03-07","2026-03-07","wk inc covid hosp",0,"quantile",0.5,45.5
"Central","2026-03-07","2026-03-07","wk inc covid hosp",0,"quantile",0.75,296.5
"Central","2026-03-07","2026-03-07","wk inc covid hosp",0,"quantile",0.9,448
"Central","2026-03-07","2026-03-07","wk inc covid hosp",0,"quantile",0.975,519.375
