"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2026-01-10","2026-01-17","wk inc covid hosp",-1,"quantile",0.025,30
"Central","2026-01-10","2026-01-17","wk inc covid hosp",-1,"quantile",0.1,34.6
"Central","2026-01-10","2026-01-17","wk inc covid hosp",-1,"quantile",0.25,38.4
"Central","2026-01-10","2026-01-17","wk inc covid hosp",-1,"quantile",0.5,53.6
"Central","2026-01-10","2026-01-17","wk inc covid hosp",-1,"quantile",0.75,70
"Central","2026-01-10","2026-01-17","wk inc covid hosp",-1,"quantile",0.9,79.4
"Central","2026-01-10","2026-01-17","wk inc covid hosp",-1,"quantile",0.975,97.2
"Central","2026-01-10","2026-01-17","wk inc flu hosp",-1,"quantile",0.025,87.4
"Central","2026-01-10","2026-01-17","wk inc flu hosp",-1,"quantile",0.1,117.4
"Central","2026-01-10","2026-01-17","wk inc flu hosp",-1,"quantile",0.25,149.8
"Central","2026-01-10","2026-01-17","wk inc flu hosp",-1,"quantile",0.5,186.2
"Central","2026-01-10","2026-01-17","wk inc flu hosp",-1,"quantile",0.75,223.2
"Central","2026-01-10","2026-01-17","wk inc flu hosp",-1,"quantile",0.9,251.8
"Central","2026-01-10","2026-01-17","wk inc flu hosp",-1,"quantile",0.975,278
"Central","2026-01-10","2026-01-17","wk inc rsv hosp",-1,"quantile",0.025,19.4
"Central","2026-01-10","2026-01-17","wk inc rsv hosp",-1,"quantile",0.1,23.2
"Central","2026-01-10","2026-01-17","wk inc rsv hosp",-1,"quantile",0.25,25.6
"Central","2026-01-10","2026-01-17","wk inc rsv hosp",-1,"quantile",0.5,30
"Central","2026-01-10","2026-01-17","wk inc rsv hosp",-1,"quantile",0.75,33.8
"Central","2026-01-10","2026-01-17","wk inc rsv hosp",-1,"quantile",0.9,36.6
"Central","2026-01-10","2026-01-17","wk inc rsv hosp",-1,"quantile",0.975,39
"Central","2026-01-17","2026-01-17","wk inc covid hosp",0,"quantile",0.025,32.1111111111111
"Central","2026-01-17","2026-01-17","wk inc covid hosp",0,"quantile",0.1,38
"Central","2026-01-17","2026-01-17","wk inc covid hosp",0,"quantile",0.25,45.1111111111111
"Central","2026-01-17","2026-01-17","wk inc covid hosp",0,"quantile",0.5,55
"Central","2026-01-17","2026-01-17","wk inc covid hosp",0,"quantile",0.75,64.8888888888889
"Central","2026-01-17","2026-01-17","wk inc covid hosp",0,"quantile",0.9,73.4444444444444
"Central","2026-01-17","2026-01-17","wk inc covid hosp",0,"quantile",0.975,92.1111111111111
"Central","2026-01-17","2026-01-17","wk inc flu hosp",0,"quantile",0.025,124
"Central","2026-01-17","2026-01-17","wk inc flu hosp",0,"quantile",0.1,134.888888888889
"Central","2026-01-17","2026-01-17","wk inc flu hosp",0,"quantile",0.25,147.777777777778
"Central","2026-01-17","2026-01-17","wk inc flu hosp",0,"quantile",0.5,160.888888888889
"Central","2026-01-17","2026-01-17","wk inc flu hosp",0,"quantile",0.75,198.222222222222
"Central","2026-01-17","2026-01-17","wk inc flu hosp",0,"quantile",0.9,227.222222222222
"Central","2026-01-17","2026-01-17","wk inc flu hosp",0,"quantile",0.975,282.111111111111
"Central","2026-01-17","2026-01-17","wk inc rsv hosp",0,"quantile",0.025,23.4444444444444
"Central","2026-01-17","2026-01-17","wk inc rsv hosp",0,"quantile",0.1,26
"Central","2026-01-17","2026-01-17","wk inc rsv hosp",0,"quantile",0.25,28.2222222222222
"Central","2026-01-17","2026-01-17","wk inc rsv hosp",0,"quantile",0.5,30.8888888888889
"Central","2026-01-17","2026-01-17","wk inc rsv hosp",0,"quantile",0.75,33.6666666666667
"Central","2026-01-17","2026-01-17","wk inc rsv hosp",0,"quantile",0.9,36
"Central","2026-01-17","2026-01-17","wk inc rsv hosp",0,"quantile",0.975,43.3333333333333
"Central","2026-01-24","2026-01-17","wk inc covid hosp",1,"quantile",0.025,13.3333333333333
"Central","2026-01-24","2026-01-17","wk inc covid hosp",1,"quantile",0.1,28
"Central","2026-01-24","2026-01-17","wk inc covid hosp",1,"quantile",0.25,40.8888888888889
"Central","2026-01-24","2026-01-17","wk inc covid hosp",1,"quantile",0.5,55.2222222222222
"Central","2026-01-24","2026-01-17","wk inc covid hosp",1,"quantile",0.75,69.6666666666667
"Central","2026-01-24","2026-01-17","wk inc covid hosp",1,"quantile",0.9,86.1111111111111
"Central","2026-01-24","2026-01-17","wk inc covid hosp",1,"quantile",0.975,119.333333333333
"Central","2026-01-24","2026-01-17","wk inc flu hosp",1,"quantile",0.025,78
"Central","2026-01-24","2026-01-17","wk inc flu hosp",1,"quantile",0.1,116.888888888889
"Central","2026-01-24","2026-01-17","wk inc flu hosp",1,"quantile",0.25,130.888888888889
"Central","2026-01-24","2026-01-17","wk inc flu hosp",1,"quantile",0.5,150.555555555556
"Central","2026-01-24","2026-01-17","wk inc flu hosp",1,"quantile",0.75,167.222222222222
"Central","2026-01-24","2026-01-17","wk inc flu hosp",1,"quantile",0.9,215.666666666667
"Central","2026-01-24","2026-01-17","wk inc flu hosp",1,"quantile",0.975,286.555555555556
"Central","2026-01-24","2026-01-17","wk inc rsv hosp",1,"quantile",0.025,18.7777777777778
"Central","2026-01-24","2026-01-17","wk inc rsv hosp",1,"quantile",0.1,24.7777777777778
"Central","2026-01-24","2026-01-17","wk inc rsv hosp",1,"quantile",0.25,28.8888888888889
"Central","2026-01-24","2026-01-17","wk inc rsv hosp",1,"quantile",0.5,32.4444444444444
"Central","2026-01-24","2026-01-17","wk inc rsv hosp",1,"quantile",0.75,35.8888888888889
"Central","2026-01-24","2026-01-17","wk inc rsv hosp",1,"quantile",0.9,39.8888888888889
"Central","2026-01-24","2026-01-17","wk inc rsv hosp",1,"quantile",0.975,50.3333333333333
"Central","2026-01-31","2026-01-17","wk inc covid hosp",2,"quantile",0.025,13.5555555555556
"Central","2026-01-31","2026-01-17","wk inc covid hosp",2,"quantile",0.1,21.1111111111111
"Central","2026-01-31","2026-01-17","wk inc covid hosp",2,"quantile",0.25,38.7777777777778
"Central","2026-01-31","2026-01-17","wk inc covid hosp",2,"quantile",0.5,55.6666666666667
"Central","2026-01-31","2026-01-17","wk inc covid hosp",2,"quantile",0.75,74.7777777777778
"Central","2026-01-31","2026-01-17","wk inc covid hosp",2,"quantile",0.9,97
"Central","2026-01-31","2026-01-17","wk inc covid hosp",2,"quantile",0.975,156.111111111111
"Central","2026-01-31","2026-01-17","wk inc flu hosp",2,"quantile",0.025,53.7777777777778
