"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"Central",-1,"2025-04-19","2025-04-12","wk inc covid hosp","quantile",0.025,23
"Central",-1,"2025-04-19","2025-04-12","wk inc covid hosp","quantile",0.1,37
"Central",-1,"2025-04-19","2025-04-12","wk inc covid hosp","quantile",0.25,40
"Central",-1,"2025-04-19","2025-04-12","wk inc covid hosp","quantile",0.5,50
"Central",-1,"2025-04-19","2025-04-12","wk inc covid hosp","quantile",0.75,63
"Central",-1,"2025-04-19","2025-04-12","wk inc covid hosp","quantile",0.9,72
"Central",-1,"2025-04-19","2025-04-12","wk inc covid hosp","quantile",0.975,106
"Central",-1,"2025-04-19","2025-04-12","wk inc flu hosp","quantile",0.025,45
"Central",-1,"2025-04-19","2025-04-12","wk inc flu hosp","quantile",0.1,54
"Central",-1,"2025-04-19","2025-04-12","wk inc flu hosp","quantile",0.25,60
"Central",-1,"2025-04-19","2025-04-12","wk inc flu hosp","quantile",0.5,68
"Central",-1,"2025-04-19","2025-04-12","wk inc flu hosp","quantile",0.75,89
"Central",-1,"2025-04-19","2025-04-12","wk inc flu hosp","quantile",0.9,119
"Central",-1,"2025-04-19","2025-04-12","wk inc flu hosp","quantile",0.975,155
"Central",-1,"2025-04-19","2025-04-12","wk inc rsv hosp","quantile",0.025,6
"Central",-1,"2025-04-19","2025-04-12","wk inc rsv hosp","quantile",0.1,6
"Central",-1,"2025-04-19","2025-04-12","wk inc rsv hosp","quantile",0.25,7
"Central",-1,"2025-04-19","2025-04-12","wk inc rsv hosp","quantile",0.5,9
"Central",-1,"2025-04-19","2025-04-12","wk inc rsv hosp","quantile",0.75,12
"Central",-1,"2025-04-19","2025-04-12","wk inc rsv hosp","quantile",0.9,16
"Central",-1,"2025-04-19","2025-04-12","wk inc rsv hosp","quantile",0.975,31
"Central",0,"2025-04-19","2025-04-19","wk inc covid hosp","quantile",0.025,13
"Central",0,"2025-04-19","2025-04-19","wk inc covid hosp","quantile",0.1,32
"Central",0,"2025-04-19","2025-04-19","wk inc covid hosp","quantile",0.25,37
"Central",0,"2025-04-19","2025-04-19","wk inc covid hosp","quantile",0.5,52
"Central",0,"2025-04-19","2025-04-19","wk inc covid hosp","quantile",0.75,68
"Central",0,"2025-04-19","2025-04-19","wk inc covid hosp","quantile",0.9,84
"Central",0,"2025-04-19","2025-04-19","wk inc covid hosp","quantile",0.975,130
"Central",0,"2025-04-19","2025-04-19","wk inc flu hosp","quantile",0.025,38
"Central",0,"2025-04-19","2025-04-19","wk inc flu hosp","quantile",0.1,41
"Central",0,"2025-04-19","2025-04-19","wk inc flu hosp","quantile",0.25,53
"Central",0,"2025-04-19","2025-04-19","wk inc flu hosp","quantile",0.5,65
"Central",0,"2025-04-19","2025-04-19","wk inc flu hosp","quantile",0.75,88
"Central",0,"2025-04-19","2025-04-19","wk inc flu hosp","quantile",0.9,119
"Central",0,"2025-04-19","2025-04-19","wk inc flu hosp","quantile",0.975,288
"Central",0,"2025-04-19","2025-04-19","wk inc rsv hosp","quantile",0.025,5
"Central",0,"2025-04-19","2025-04-19","wk inc rsv hosp","quantile",0.1,6
"Central",0,"2025-04-19","2025-04-19","wk inc rsv hosp","quantile",0.25,6
"Central",0,"2025-04-19","2025-04-19","wk inc rsv hosp","quantile",0.5,9
"Central",0,"2025-04-19","2025-04-19","wk inc rsv hosp","quantile",0.75,14
"Central",0,"2025-04-19","2025-04-19","wk inc rsv hosp","quantile",0.9,17
