"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2026-04-04","2026-04-04","wk inc covid hosp",0,"quantile",0.025,28.75
"Central","2026-04-04","2026-04-04","wk inc covid hosp",0,"quantile",0.1,33.5
"Central","2026-04-04","2026-04-04","wk inc covid hosp",0,"quantile",0.25,40
"Central","2026-04-04","2026-04-04","wk inc covid hosp",0,"quantile",0.5,43
"Central","2026-04-04","2026-04-04","wk inc covid hosp",0,"quantile",0.75,46.25
"Central","2026-04-04","2026-04-04","wk inc covid hosp",0,"quantile",0.9,53
"Central","2026-04-04","2026-04-04","wk inc covid hosp",0,"quantile",0.975,66.75
"Central","2026-04-04","2026-04-04","wk inc flu hosp",0,"quantile",0.025,5
"Central","2026-04-04","2026-04-04","wk inc flu hosp",0,"quantile",0.1,6.25
"Central","2026-04-04","2026-04-04","wk inc flu hosp",0,"quantile",0.25,8.25
"Central","2026-04-04","2026-04-04","wk inc flu hosp",0,"quantile",0.5,9
"Central","2026-04-04","2026-04-04","wk inc flu hosp",0,"quantile",0.75,10
"Central","2026-04-04","2026-04-04","wk inc flu hosp",0,"quantile",0.9,12.25
"Central","2026-04-04","2026-04-04","wk inc flu hosp",0,"quantile",0.975,19.5
"Central","2026-04-04","2026-04-04","wk inc rsv hosp",0,"quantile",0.025,18.5
"Central","2026-04-04","2026-04-04","wk inc rsv hosp",0,"quantile",0.1,21.25
"Central","2026-04-04","2026-04-04","wk inc rsv hosp",0,"quantile",0.25,22
"Central","2026-04-04","2026-04-04","wk inc rsv hosp",0,"quantile",0.5,23
"Central","2026-04-04","2026-04-04","wk inc rsv hosp",0,"quantile",0.75,23.75
"Central","2026-04-04","2026-04-04","wk inc rsv hosp",0,"quantile",0.9,24.5
"Central","2026-04-04","2026-04-04","wk inc rsv hosp",0,"quantile",0.975,27.25
"Central","2026-04-11","2026-04-04","wk inc covid hosp",1,"quantile",0.025,0
"Central","2026-04-11","2026-04-04","wk inc covid hosp",1,"quantile",0.1,11.5
"Central","2026-04-11","2026-04-04","wk inc covid hosp",1,"quantile",0.25,30.75
"Central","2026-04-11","2026-04-04","wk inc covid hosp",1,"quantile",0.5,42
"Central","2026-04-11","2026-04-04","wk inc covid hosp",1,"quantile",0.75,54
"Central","2026-04-11","2026-04-04","wk inc covid hosp",1,"quantile",0.9,75.5
"Central","2026-04-11","2026-04-04","wk inc covid hosp",1,"quantile",0.975,126.5
"Central","2026-04-11","2026-04-04","wk inc flu hosp",1,"quantile",0.025,0
"Central","2026-04-11","2026-04-04","wk inc flu hosp",1,"quantile",0.1,2
"Central","2026-04-11","2026-04-04","wk inc flu hosp",1,"quantile",0.25,6.25
"Central","2026-04-11","2026-04-04","wk inc flu hosp",1,"quantile",0.5,9.75
"Central","2026-04-11","2026-04-04","wk inc flu hosp",1,"quantile",0.75,13.5
"Central","2026-04-11","2026-04-04","wk inc flu hosp",1,"quantile",0.9,21.5
"Central","2026-04-11","2026-04-04","wk inc flu hosp",1,"quantile",0.975,50
"Central","2026-04-11","2026-04-04","wk inc rsv hosp",1,"quantile",0.025,6.5
"Central","2026-04-11","2026-04-04","wk inc rsv hosp",1,"quantile",0.1,16
"Central","2026-04-11","2026-04-04","wk inc rsv hosp",1,"quantile",0.25,20
"Central","2026-04-11","2026-04-04","wk inc rsv hosp",1,"quantile",0.5,22
"Central","2026-04-11","2026-04-04","wk inc rsv hosp",1,"quantile",0.75,24.25
"Central","2026-04-11","2026-04-04","wk inc rsv hosp",1,"quantile",0.9,27.75
"Central","2026-04-11","2026-04-04","wk inc rsv hosp",1,"quantile",0.975,37.75
"Central","2026-04-18","2026-04-04","wk inc covid hosp",2,"quantile",0.025,0
"Central","2026-04-18","2026-04-04","wk inc covid hosp",2,"quantile",0.1,4.75
"Central","2026-04-18","2026-04-04","wk inc covid hosp",2,"quantile",0.25,25
"Central","2026-04-18","2026-04-04","wk inc covid hosp",2,"quantile",0.5,43.5
"Central","2026-04-18","2026-04-04","wk inc covid hosp",2,"quantile",0.75,62.5
"Central","2026-04-18","2026-04-04","wk inc covid hosp",2,"quantile",0.9,98.25
"Central","2026-04-18","2026-04-04","wk inc covid hosp",2,"quantile",0.975,195.5
"Central","2026-04-18","2026-04-04","wk inc flu hosp",2,"quantile",0.025,0
"Central","2026-04-18","2026-04-04","wk inc flu hosp",2,"quantile",0.1,1
"Central","2026-04-18","2026-04-04","wk inc flu hosp",2,"quantile",0.25,5
"Central","2026-04-18","2026-04-04","wk inc flu hosp",2,"quantile",0.5,11.25
"Central","2026-04-18","2026-04-04","wk inc flu hosp",2,"quantile",0.75,18
"Central","2026-04-18","2026-04-04","wk inc flu hosp",2,"quantile",0.9,29.75
"Central","2026-04-18","2026-04-04","wk inc flu hosp",2,"quantile",0.975,84.75
"Central","2026-04-18","2026-04-04","wk inc rsv hosp",2,"quantile",0.025,1.25
"Central","2026-04-18","2026-04-04","wk inc rsv hosp",2,"quantile",0.1,12.75
"Central","2026-04-18","2026-04-04","wk inc rsv hosp",2,"quantile",0.25,18
"Central","2026-04-18","2026-04-04","wk inc rsv hosp",2,"quantile",0.5,21.5
"Central","2026-04-18","2026-04-04","wk inc rsv hosp",2,"quantile",0.75,25
"Central","2026-04-18","2026-04-04","wk inc rsv hosp",2,"quantile",0.9,30
"Central","2026-04-18","2026-04-04","wk inc rsv hosp",2,"quantile",0.975,46
"Central","2026-04-25","2026-04-04","wk inc covid hosp",3,"quantile",0.025,0
"Central","2026-04-25","2026-04-04","wk inc covid hosp",3,"quantile",0.1,4
"Central","2026-04-25","2026-04-04","wk inc covid hosp",3,"quantile",0.25,22.5
"Central","2026-04-25","2026-04-04","wk inc covid hosp",3,"quantile",0.5,48.25
"Central","2026-04-25","2026-04-04","wk inc covid hosp",3,"quantile",0.75,74
"Central","2026-04-25","2026-04-04","wk inc covid hosp",3,"quantile",0.9,121.25
"Central","2026-04-25","2026-04-04","wk inc covid hosp",3,"quantile",0.975,258
"Central","2026-04-25","2026-04-04","wk inc flu hosp",3,"quantile",0.025,0
"Central","2026-04-25","2026-04-04","wk inc flu hosp",3,"quantile",0.1,0.75
"Central","2026-04-25","2026-04-04","wk inc flu hosp",3,"quantile",0.25,4
"Central","2026-04-25","2026-04-04","wk inc flu hosp",3,"quantile",0.5,12.5
"Central","2026-04-25","2026-04-04","wk inc flu hosp",3,"quantile",0.75,22.5
"Central","2026-04-25","2026-04-04","wk inc flu hosp",3,"quantile",0.9,37.25
"Central","2026-04-25","2026-04-04","wk inc flu hosp",3,"quantile",0.975,109.25
