"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.025,38.5
"Central","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.1,42.25
"Central","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.25,46
"Central","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.5,66
"Central","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.75,1694
"Central","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.9,2507.25
"Central","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.975,2851.75
"Central","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.025,2.75
"Central","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.1,3
"Central","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.25,3.75
"Central","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.5,12.75
"Central","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.75,32.5
"Central","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.9,50
"Central","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.975,69
"Central","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.025,22.5
"Central","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.1,24.75
"Central","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.25,26.25
"Central","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.5,37
"Central","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.75,47.5
"Central","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.9,53.25
"Central","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.975,56.75
"Central","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.025,38.5
"Central","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.1,47.375
"Central","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.25,53.25
"Central","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.5,57.75
"Central","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.75,774.375
"Central","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.9,1177.375
"Central","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.975,1355.375
"Central","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.025,3.875
"Central","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.1,5.125
"Central","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.25,7.125
"Central","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.5,11.375
"Central","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.75,23
"Central","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.9,35.375
"Central","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.975,55
"Central","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.025,27
"Central","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.1,29.625
"Central","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.25,31.125
"Central","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.5,35.375
"Central","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.75,41.5
"Central","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.9,45.5
"Central","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.975,49.625
"Central","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.025,16.125
"Central","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.1,35.125
"Central","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.25,48.375
"Central","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.5,57.625
"Central","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.75,686.375
"Central","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.9,1085.5
"Central","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.975,1279.875
"Central","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.025,0
"Central","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.1,2.375
"Central","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.25,6.125
"Central","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.5,11.375
"Central","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.75,22.5
"Central","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.9,38.5
"Central","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.975,69.125
"Central","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.025,20.875
"Central","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.1,27
"Central","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.25,30
"Central","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.5,33.625
"Central","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.75,40.625
"Central","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.9,46
"Central","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.975,53.875
"Central","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.025,15.125
"Central","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.1,27.625
"Central","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.25,48.375
"Central","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.5,61.25
"Central","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.75,703.25
"Central","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.9,1138.75
"Central","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.975,1370.25
"Central","2026-03-14","2026-02-28","wk inc flu hosp",2,"quantile",0.025,0
"Central","2026-03-14","2026-02-28","wk inc flu hosp",2,"quantile",0.1,1
"Central","2026-03-14","2026-02-28","wk inc flu hosp",2,"quantile",0.25,4.5
"Central","2026-03-14","2026-02-28","wk inc flu hosp",2,"quantile",0.5,11.375
"Central","2026-03-14","2026-02-28","wk inc flu hosp",2,"quantile",0.75,24.875
"Central","2026-03-14","2026-02-28","wk inc flu hosp",2,"quantile",0.9,44.625
"Central","2026-03-14","2026-02-28","wk inc flu hosp",2,"quantile",0.975,96.75
"Central","2026-03-14","2026-02-28","wk inc rsv hosp",2,"quantile",0.025,15.125
"Central","2026-03-14","2026-02-28","wk inc rsv hosp",2,"quantile",0.1,24.875
"Central","2026-03-14","2026-02-28","wk inc rsv hosp",2,"quantile",0.25,28.125
"Central","2026-03-14","2026-02-28","wk inc rsv hosp",2,"quantile",0.5,31.625
"Central","2026-03-14","2026-02-28","wk inc rsv hosp",2,"quantile",0.75,39.375
"Central","2026-03-14","2026-02-28","wk inc rsv hosp",2,"quantile",0.9,45.5
"Central","2026-03-14","2026-02-28","wk inc rsv hosp",2,"quantile",0.975,56.75
"Central","2026-03-21","2026-02-28","wk inc covid hosp",3,"quantile",0.025,14.375
"Central","2026-03-21","2026-02-28","wk inc covid hosp",3,"quantile",0.1,26.375
"Central","2026-03-21","2026-02-28","wk inc covid hosp",3,"quantile",0.25,48.875
"Central","2026-03-21","2026-02-28","wk inc covid hosp",3,"quantile",0.5,65.75
"Central","2026-03-21","2026-02-28","wk inc covid hosp",3,"quantile",0.75,704
"Central","2026-03-21","2026-02-28","wk inc covid hosp",3,"quantile",0.9,1141.25
"Central","2026-03-21","2026-02-28","wk inc covid hosp",3,"quantile",0.975,1393.25
"Central","2026-03-21","2026-02-28","wk inc flu hosp",3,"quantile",0.025,0
"Central","2026-03-21","2026-02-28","wk inc flu hosp",3,"quantile",0.1,0.625
"Central","2026-03-21","2026-02-28","wk inc flu hosp",3,"quantile",0.25,3.75
"Central","2026-03-21","2026-02-28","wk inc flu hosp",3,"quantile",0.5,11.75
"Central","2026-03-21","2026-02-28","wk inc flu hosp",3,"quantile",0.75,27
"Central","2026-03-21","2026-02-28","wk inc flu hosp",3,"quantile",0.9,49.375
"Central","2026-03-21","2026-02-28","wk inc flu hosp",3,"quantile",0.975,124.625
"Central","2026-03-21","2026-02-28","wk inc rsv hosp",3,"quantile",0.025,12.125
"Central","2026-03-21","2026-02-28","wk inc rsv hosp",3,"quantile",0.1,23.125
"Central","2026-03-21","2026-02-28","wk inc rsv hosp",3,"quantile",0.25,27.75
"Central","2026-03-21","2026-02-28","wk inc rsv hosp",3,"quantile",0.5,31.375
"Central","2026-03-21","2026-02-28","wk inc rsv hosp",3,"quantile",0.75,40
"Central","2026-03-21","2026-02-28","wk inc rsv hosp",3,"quantile",0.9,47.125
"Central","2026-03-21","2026-02-28","wk inc rsv hosp",3,"quantile",0.975,61
"East","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.025,49.25
"East","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.1,53.75
"East","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.25,58
"East","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.5,83.25
"East","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.75,186
"East","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.9,239
"East","2026-02-21","2026-02-28","wk inc covid hosp",-1,"quantile",0.975,263.25
"East","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.025,3.75
"East","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.1,3.75
"East","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.25,5.5
"East","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.5,17.25
"East","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.75,31.75
"East","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.9,44.5
"East","2026-02-21","2026-02-28","wk inc flu hosp",-1,"quantile",0.975,56.75
"East","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.025,26.5
"East","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.1,28.25
"East","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.25,32.25
"East","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.5,42.75
"East","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.75,53.5
"East","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.9,59.5
"East","2026-02-21","2026-02-28","wk inc rsv hosp",-1,"quantile",0.975,63.5
"East","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.025,50.25
"East","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.1,60.375
"East","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.25,65.625
"East","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.5,75.75
"East","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.75,131.375
"East","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.9,161.875
"East","2026-02-28","2026-02-28","wk inc covid hosp",0,"quantile",0.975,182.375
"East","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.025,6
"East","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.1,8.25
"East","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.25,10.5
"East","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.5,15.125
"East","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.75,25.375
"East","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.9,36.375
"East","2026-02-28","2026-02-28","wk inc flu hosp",0,"quantile",0.975,53
"East","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.025,31.875
"East","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.1,34.75
"East","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.25,36.125
"East","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.5,41.625
"East","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.75,47.5
"East","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.9,51.125
"East","2026-02-28","2026-02-28","wk inc rsv hosp",0,"quantile",0.975,54.75
"East","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.025,23.375
"East","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.1,48.5
"East","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.25,62.625
"East","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.5,72.5
"East","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.75,132.25
"East","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.9,174
"East","2026-03-07","2026-02-28","wk inc covid hosp",1,"quantile",0.975,216.5
"East","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.025,0.125
"East","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.1,4.375
"East","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.25,9
"East","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.5,14.5
"East","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.75,27.5
"East","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.9,43.25
"East","2026-03-07","2026-02-28","wk inc flu hosp",1,"quantile",0.975,75.875
"East","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.025,25.75
"East","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.1,32.25
"East","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.25,35.375
"East","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.5,40.5
"East","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.75,47.5
"East","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.9,52.625
"East","2026-03-07","2026-02-28","wk inc rsv hosp",1,"quantile",0.975,60.5
"East","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.025,15.875
"East","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.1,41.5
"East","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.25,62.375
"East","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.5,75.625
"East","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.75,136.625
"East","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.9,186.5
"East","2026-03-14","2026-02-28","wk inc covid hosp",2,"quantile",0.975,252.625
"East","2026-03-14","2026-02-28","wk inc flu hosp",2,"quantile",0.025,0
