"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2026-01-17","2026-01-24","wk inc covid hosp",-1,"quantile",0.025,30
"Central","2026-01-17","2026-01-24","wk inc covid hosp",-1,"quantile",0.1,33.6
"Central","2026-01-17","2026-01-24","wk inc covid hosp",-1,"quantile",0.25,38.4
"Central","2026-01-17","2026-01-24","wk inc covid hosp",-1,"quantile",0.5,51
"Central","2026-01-17","2026-01-24","wk inc covid hosp",-1,"quantile",0.75,61.8
"Central","2026-01-17","2026-01-24","wk inc covid hosp",-1,"quantile",0.9,68.6
"Central","2026-01-17","2026-01-24","wk inc covid hosp",-1,"quantile",0.975,86
"Central","2026-01-17","2026-01-24","wk inc flu hosp",-1,"quantile",0.025,53.2
"Central","2026-01-17","2026-01-24","wk inc flu hosp",-1,"quantile",0.1,58
"Central","2026-01-17","2026-01-24","wk inc flu hosp",-1,"quantile",0.25,75.2
"Central","2026-01-17","2026-01-24","wk inc flu hosp",-1,"quantile",0.5,98.8
"Central","2026-01-17","2026-01-24","wk inc flu hosp",-1,"quantile",0.75,122
"Central","2026-01-17","2026-01-24","wk inc flu hosp",-1,"quantile",0.9,145
"Central","2026-01-17","2026-01-24","wk inc flu hosp",-1,"quantile",0.975,162.8
"Central","2026-01-17","2026-01-24","wk inc rsv hosp",-1,"quantile",0.025,21.2
"Central","2026-01-17","2026-01-24","wk inc rsv hosp",-1,"quantile",0.1,23.2
"Central","2026-01-17","2026-01-24","wk inc rsv hosp",-1,"quantile",0.25,25.6
"Central","2026-01-17","2026-01-24","wk inc rsv hosp",-1,"quantile",0.5,29.8
"Central","2026-01-17","2026-01-24","wk inc rsv hosp",-1,"quantile",0.75,33.4
"Central","2026-01-17","2026-01-24","wk inc rsv hosp",-1,"quantile",0.9,36.4
"Central","2026-01-17","2026-01-24","wk inc rsv hosp",-1,"quantile",0.975,38
"Central","2026-01-24","2026-01-24","wk inc covid hosp",0,"quantile",0.025,31
"Central","2026-01-24","2026-01-24","wk inc covid hosp",0,"quantile",0.1,36
"Central","2026-01-24","2026-01-24","wk inc covid hosp",0,"quantile",0.25,42.3333333333333
"Central","2026-01-24","2026-01-24","wk inc covid hosp",0,"quantile",0.5,52.4444444444444
"Central","2026-01-24","2026-01-24","wk inc covid hosp",0,"quantile",0.75,60.2222222222222
"Central","2026-01-24","2026-01-24","wk inc covid hosp",0,"quantile",0.9,67
"Central","2026-01-24","2026-01-24","wk inc covid hosp",0,"quantile",0.975,84.6666666666667
"Central","2026-01-24","2026-01-24","wk inc flu hosp",0,"quantile",0.025,41.1111111111111
"Central","2026-01-24","2026-01-24","wk inc flu hosp",0,"quantile",0.1,56.1111111111111
"Central","2026-01-24","2026-01-24","wk inc flu hosp",0,"quantile",0.25,61.6666666666667
"Central","2026-01-24","2026-01-24","wk inc flu hosp",0,"quantile",0.5,68.5555555555556
"Central","2026-01-24","2026-01-24","wk inc flu hosp",0,"quantile",0.75,80.2222222222222
"Central","2026-01-24","2026-01-24","wk inc flu hosp",0,"quantile",0.9,102.666666666667
"Central","2026-01-24","2026-01-24","wk inc flu hosp",0,"quantile",0.975,136.555555555556
"Central","2026-01-24","2026-01-24","wk inc rsv hosp",0,"quantile",0.025,20.2222222222222
"Central","2026-01-24","2026-01-24","wk inc rsv hosp",0,"quantile",0.1,25
"Central","2026-01-24","2026-01-24","wk inc rsv hosp",0,"quantile",0.25,27.6666666666667
"Central","2026-01-24","2026-01-24","wk inc rsv hosp",0,"quantile",0.5,31.1111111111111
"Central","2026-01-24","2026-01-24","wk inc rsv hosp",0,"quantile",0.75,34
"Central","2026-01-24","2026-01-24","wk inc rsv hosp",0,"quantile",0.9,36.6666666666667
"Central","2026-01-24","2026-01-24","wk inc rsv hosp",0,"quantile",0.975,40.1111111111111
"Central","2026-01-31","2026-01-24","wk inc covid hosp",1,"quantile",0.025,14.8888888888889
"Central","2026-01-31","2026-01-24","wk inc covid hosp",1,"quantile",0.1,24.3333333333333
"Central","2026-01-31","2026-01-24","wk inc covid hosp",1,"quantile",0.25,37.1111111111111
"Central","2026-01-31","2026-01-24","wk inc covid hosp",1,"quantile",0.5,47.8888888888889
"Central","2026-01-31","2026-01-24","wk inc covid hosp",1,"quantile",0.75,59.4444444444444
"Central","2026-01-31","2026-01-24","wk inc covid hosp",1,"quantile",0.9,74.3333333333333
"Central","2026-01-31","2026-01-24","wk inc covid hosp",1,"quantile",0.975,108.444444444444
"Central","2026-01-31","2026-01-24","wk inc flu hosp",1,"quantile",0.025,21.2222222222222
"Central","2026-01-31","2026-01-24","wk inc flu hosp",1,"quantile",0.1,45.1111111111111
"Central","2026-01-31","2026-01-24","wk inc flu hosp",1,"quantile",0.25,53.2222222222222
"Central","2026-01-31","2026-01-24","wk inc flu hosp",1,"quantile",0.5,61.6666666666667
"Central","2026-01-31","2026-01-24","wk inc flu hosp",1,"quantile",0.75,68.3333333333333
"Central","2026-01-31","2026-01-24","wk inc flu hosp",1,"quantile",0.9,101.444444444444
"Central","2026-01-31","2026-01-24","wk inc flu hosp",1,"quantile",0.975,157.777777777778
"Central","2026-01-31","2026-01-24","wk inc rsv hosp",1,"quantile",0.025,12.8888888888889
"Central","2026-01-31","2026-01-24","wk inc rsv hosp",1,"quantile",0.1,22.1111111111111
