"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2026-03-21","2026-03-28","wk inc covid hosp",-1,"quantile",0.025,36.3333333333333
"Central","2026-03-21","2026-03-28","wk inc covid hosp",-1,"quantile",0.1,41.3333333333333
"Central","2026-03-21","2026-03-28","wk inc covid hosp",-1,"quantile",0.25,45.3333333333333
"Central","2026-03-21","2026-03-28","wk inc covid hosp",-1,"quantile",0.5,50
"Central","2026-03-21","2026-03-28","wk inc covid hosp",-1,"quantile",0.75,55.3333333333333
"Central","2026-03-21","2026-03-28","wk inc covid hosp",-1,"quantile",0.9,58.6666666666667
"Central","2026-03-21","2026-03-28","wk inc covid hosp",-1,"quantile",0.975,63.6666666666667
"Central","2026-03-21","2026-03-28","wk inc flu hosp",-1,"quantile",0.025,1.66666666666667
"Central","2026-03-21","2026-03-28","wk inc flu hosp",-1,"quantile",0.1,2
"Central","2026-03-21","2026-03-28","wk inc flu hosp",-1,"quantile",0.25,2
"Central","2026-03-21","2026-03-28","wk inc flu hosp",-1,"quantile",0.5,6.66666666666667
"Central","2026-03-21","2026-03-28","wk inc flu hosp",-1,"quantile",0.75,29.3333333333333
"Central","2026-03-21","2026-03-28","wk inc flu hosp",-1,"quantile",0.9,50.3333333333333
"Central","2026-03-21","2026-03-28","wk inc flu hosp",-1,"quantile",0.975,72.3333333333333
"Central","2026-03-21","2026-03-28","wk inc rsv hosp",-1,"quantile",0.025,22
"Central","2026-03-21","2026-03-28","wk inc rsv hosp",-1,"quantile",0.1,25.6666666666667
"Central","2026-03-21","2026-03-28","wk inc rsv hosp",-1,"quantile",0.25,28
"Central","2026-03-21","2026-03-28","wk inc rsv hosp",-1,"quantile",0.5,31
"Central","2026-03-21","2026-03-28","wk inc rsv hosp",-1,"quantile",0.75,34
"Central","2026-03-21","2026-03-28","wk inc rsv hosp",-1,"quantile",0.9,36.3333333333333
"Central","2026-03-21","2026-03-28","wk inc rsv hosp",-1,"quantile",0.975,39.3333333333333
"Central","2026-03-28","2026-03-28","wk inc covid hosp",0,"quantile",0.025,33
"Central","2026-03-28","2026-03-28","wk inc covid hosp",0,"quantile",0.1,38.7142857142857
"Central","2026-03-28","2026-03-28","wk inc covid hosp",0,"quantile",0.25,44.4285714285714
"Central","2026-03-28","2026-03-28","wk inc covid hosp",0,"quantile",0.5,48.7142857142857
"Central","2026-03-28","2026-03-28","wk inc covid hosp",0,"quantile",0.75,53.1428571428571
