"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"Central",-1,"2025-05-03","2025-04-26","wk inc covid hosp","quantile",0.025,10.5
"Central",-1,"2025-05-03","2025-04-26","wk inc covid hosp","quantile",0.1,12
"Central",-1,"2025-05-03","2025-04-26","wk inc covid hosp","quantile",0.25,13.5
"Central",-1,"2025-05-03","2025-04-26","wk inc covid hosp","quantile",0.5,29.5
"Central",-1,"2025-05-03","2025-04-26","wk inc covid hosp","quantile",0.75,47
"Central",-1,"2025-05-03","2025-04-26","wk inc covid hosp","quantile",0.9,57
"Central",-1,"2025-05-03","2025-04-26","wk inc covid hosp","quantile",0.975,63.5
"Central",-1,"2025-05-03","2025-04-26","wk inc flu hosp","quantile",0.025,17.5
"Central",-1,"2025-05-03","2025-04-26","wk inc flu hosp","quantile",0.1,19.5
"Central",-1,"2025-05-03","2025-04-26","wk inc flu hosp","quantile",0.25,25.5
"Central",-1,"2025-05-03","2025-04-26","wk inc flu hosp","quantile",0.5,42
"Central",-1,"2025-05-03","2025-04-26","wk inc flu hosp","quantile",0.75,62
"Central",-1,"2025-05-03","2025-04-26","wk inc flu hosp","quantile",0.9,70.5
"Central",-1,"2025-05-03","2025-04-26","wk inc flu hosp","quantile",0.975,80
"Central",-1,"2025-05-03","2025-04-26","wk inc rsv hosp","quantile",0.025,1.5
"Central",-1,"2025-05-03","2025-04-26","wk inc rsv hosp","quantile",0.1,2
"Central",-1,"2025-05-03","2025-04-26","wk inc rsv hosp","quantile",0.25,2
"Central",-1,"2025-05-03","2025-04-26","wk inc rsv hosp","quantile",0.5,4
"Central",-1,"2025-05-03","2025-04-26","wk inc rsv hosp","quantile",0.75,8
"Central",-1,"2025-05-03","2025-04-26","wk inc rsv hosp","quantile",0.9,10
"Central",-1,"2025-05-03","2025-04-26","wk inc rsv hosp","quantile",0.975,11
"Central",0,"2025-05-03","2025-05-03","wk inc covid hosp","quantile",0.025,9
"Central",0,"2025-05-03","2025-05-03","wk inc covid hosp","quantile",0.1,10.5
"Central",0,"2025-05-03","2025-05-03","wk inc covid hosp","quantile",0.25,12.5
"Central",0,"2025-05-03","2025-05-03","wk inc covid hosp","quantile",0.5,28.5
"Central",0,"2025-05-03","2025-05-03","wk inc covid hosp","quantile",0.75,46
"Central",0,"2025-05-03","2025-05-03","wk inc covid hosp","quantile",0.9,58
