"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2026-01-31","2026-02-07","wk inc covid hosp",-1,"quantile",0.025,27.5
"Central","2026-01-31","2026-02-07","wk inc covid hosp",-1,"quantile",0.1,31.5
"Central","2026-01-31","2026-02-07","wk inc covid hosp",-1,"quantile",0.25,35
"Central","2026-01-31","2026-02-07","wk inc covid hosp",-1,"quantile",0.5,52
"Central","2026-01-31","2026-02-07","wk inc covid hosp",-1,"quantile",0.75,76.25
"Central","2026-01-31","2026-02-07","wk inc covid hosp",-1,"quantile",0.9,90
"Central","2026-01-31","2026-02-07","wk inc covid hosp",-1,"quantile",0.975,97.75
"Central","2026-01-31","2026-02-07","wk inc flu hosp",-1,"quantile",0.025,5.75
"Central","2026-01-31","2026-02-07","wk inc flu hosp",-1,"quantile",0.1,5.75
"Central","2026-01-31","2026-02-07","wk inc flu hosp",-1,"quantile",0.25,8
"Central","2026-01-31","2026-02-07","wk inc flu hosp",-1,"quantile",0.5,23.75
"Central","2026-01-31","2026-02-07","wk inc flu hosp",-1,"quantile",0.75,47.25
"Central","2026-01-31","2026-02-07","wk inc flu hosp",-1,"quantile",0.9,65
"Central","2026-01-31","2026-02-07","wk inc flu hosp",-1,"quantile",0.975,90.25
"Central","2026-01-31","2026-02-07","wk inc rsv hosp",-1,"quantile",0.025,22.75
"Central","2026-01-31","2026-02-07","wk inc rsv hosp",-1,"quantile",0.1,24.75
"Central","2026-01-31","2026-02-07","wk inc rsv hosp",-1,"quantile",0.25,28.75
"Central","2026-01-31","2026-02-07","wk inc rsv hosp",-1,"quantile",0.5,35.75
"Central","2026-01-31","2026-02-07","wk inc rsv hosp",-1,"quantile",0.75,42.5
"Central","2026-01-31","2026-02-07","wk inc rsv hosp",-1,"quantile",0.9,47
"Central","2026-01-31","2026-02-07","wk inc rsv hosp",-1,"quantile",0.975,49.25
"Central","2026-02-07","2026-02-07","wk inc covid hosp",0,"quantile",0.025,29.25
"Central","2026-02-07","2026-02-07","wk inc covid hosp",0,"quantile",0.1,34.75
"Central","2026-02-07","2026-02-07","wk inc covid hosp",0,"quantile",0.25,39.625
"Central","2026-02-07","2026-02-07","wk inc covid hosp",0,"quantile",0.5,48
"Central","2026-02-07","2026-02-07","wk inc covid hosp",0,"quantile",0.75,62.375
"Central","2026-02-07","2026-02-07","wk inc covid hosp",0,"quantile",0.9,72.375
"Central","2026-02-07","2026-02-07","wk inc covid hosp",0,"quantile",0.975,84
"Central","2026-02-07","2026-02-07","wk inc flu hosp",0,"quantile",0.025,9.625
"Central","2026-02-07","2026-02-07","wk inc flu hosp",0,"quantile",0.1,12.75
"Central","2026-02-07","2026-02-07","wk inc flu hosp",0,"quantile",0.25,15.25
"Central","2026-02-07","2026-02-07","wk inc flu hosp",0,"quantile",0.5,21.125
"Central","2026-02-07","2026-02-07","wk inc flu hosp",0,"quantile",0.75,30.25
"Central","2026-02-07","2026-02-07","wk inc flu hosp",0,"quantile",0.9,39.75
"Central","2026-02-07","2026-02-07","wk inc flu hosp",0,"quantile",0.975,54.25
"Central","2026-02-07","2026-02-07","wk inc rsv hosp",0,"quantile",0.025,25.625
"Central","2026-02-07","2026-02-07","wk inc rsv hosp",0,"quantile",0.1,28.375
"Central","2026-02-07","2026-02-07","wk inc rsv hosp",0,"quantile",0.25,30.75
"Central","2026-02-07","2026-02-07","wk inc rsv hosp",0,"quantile",0.5,35
"Central","2026-02-07","2026-02-07","wk inc rsv hosp",0,"quantile",0.75,39.375
"Central","2026-02-07","2026-02-07","wk inc rsv hosp",0,"quantile",0.9,42.5
"Central","2026-02-07","2026-02-07","wk inc rsv hosp",0,"quantile",0.975,45.5
"Central","2026-02-14","2026-02-07","wk inc covid hosp",1,"quantile",0.025,10.125
"Central","2026-02-14","2026-02-07","wk inc covid hosp",1,"quantile",0.1,21.125
"Central","2026-02-14","2026-02-07","wk inc covid hosp",1,"quantile",0.25,33.125
"Central","2026-02-14","2026-02-07","wk inc covid hosp",1,"quantile",0.5,44.25
"Central","2026-02-14","2026-02-07","wk inc covid hosp",1,"quantile",0.75,62.5
"Central","2026-02-14","2026-02-07","wk inc covid hosp",1,"quantile",0.9,80.125
"Central","2026-02-14","2026-02-07","wk inc covid hosp",1,"quantile",0.975,110.75
"Central","2026-02-14","2026-02-07","wk inc flu hosp",1,"quantile",0.025,1
"Central","2026-02-14","2026-02-07","wk inc flu hosp",1,"quantile",0.1,7.25
"Central","2026-02-14","2026-02-07","wk inc flu hosp",1,"quantile",0.25,12.375
"Central","2026-02-14","2026-02-07","wk inc flu hosp",1,"quantile",0.5,18.625
"Central","2026-02-14","2026-02-07","wk inc flu hosp",1,"quantile",0.75,27.75
"Central","2026-02-14","2026-02-07","wk inc flu hosp",1,"quantile",0.9,39
"Central","2026-02-14","2026-02-07","wk inc flu hosp",1,"quantile",0.975,63.75
"Central","2026-02-14","2026-02-07","wk inc rsv hosp",1,"quantile",0.025,18.625
"Central","2026-02-14","2026-02-07","wk inc rsv hosp",1,"quantile",0.1,25.25
"Central","2026-02-14","2026-02-07","wk inc rsv hosp",1,"quantile",0.25,28.5
"Central","2026-02-14","2026-02-07","wk inc rsv hosp",1,"quantile",0.5,33.25
"Central","2026-02-14","2026-02-07","wk inc rsv hosp",1,"quantile",0.75,38.375
"Central","2026-02-14","2026-02-07","wk inc rsv hosp",1,"quantile",0.9,42.875
"Central","2026-02-14","2026-02-07","wk inc rsv hosp",1,"quantile",0.975,50
"Central","2026-02-21","2026-02-07","wk inc covid hosp",2,"quantile",0.025,8.375
"Central","2026-02-21","2026-02-07","wk inc covid hosp",2,"quantile",0.1,15.25
"Central","2026-02-21","2026-02-07","wk inc covid hosp",2,"quantile",0.25,29.5
"Central","2026-02-21","2026-02-07","wk inc covid hosp",2,"quantile",0.5,42.5
"Central","2026-02-21","2026-02-07","wk inc covid hosp",2,"quantile",0.75,64.125
"Central","2026-02-21","2026-02-07","wk inc covid hosp",2,"quantile",0.9,90
"Central","2026-02-21","2026-02-07","wk inc covid hosp",2,"quantile",0.975,143.625
"Central","2026-02-21","2026-02-07","wk inc flu hosp",2,"quantile",0.025,0.375
"Central","2026-02-21","2026-02-07","wk inc flu hosp",2,"quantile",0.1,3.625
"Central","2026-02-21","2026-02-07","wk inc flu hosp",2,"quantile",0.25,9.875
"Central","2026-02-21","2026-02-07","wk inc flu hosp",2,"quantile",0.5,16.375
"Central","2026-02-21","2026-02-07","wk inc flu hosp",2,"quantile",0.75,25.125
"Central","2026-02-21","2026-02-07","wk inc flu hosp",2,"quantile",0.9,37.125
"Central","2026-02-21","2026-02-07","wk inc flu hosp",2,"quantile",0.975,78.5
"Central","2026-02-21","2026-02-07","wk inc rsv hosp",2,"quantile",0.025,11.5
"Central","2026-02-21","2026-02-07","wk inc rsv hosp",2,"quantile",0.1,22.5
"Central","2026-02-21","2026-02-07","wk inc rsv hosp",2,"quantile",0.25,27
"Central","2026-02-21","2026-02-07","wk inc rsv hosp",2,"quantile",0.5,31.875
"Central","2026-02-21","2026-02-07","wk inc rsv hosp",2,"quantile",0.75,38.25
"Central","2026-02-21","2026-02-07","wk inc rsv hosp",2,"quantile",0.9,43.5
"Central","2026-02-21","2026-02-07","wk inc rsv hosp",2,"quantile",0.975,54.25
"Central","2026-02-28","2026-02-07","wk inc covid hosp",3,"quantile",0.025,6.125
"Central","2026-02-28","2026-02-07","wk inc covid hosp",3,"quantile",0.1,14
"Central","2026-02-28","2026-02-07","wk inc covid hosp",3,"quantile",0.25,26.875
"Central","2026-02-28","2026-02-07","wk inc covid hosp",3,"quantile",0.5,43.375
"Central","2026-02-28","2026-02-07","wk inc covid hosp",3,"quantile",0.75,67.125
"Central","2026-02-28","2026-02-07","wk inc covid hosp",3,"quantile",0.9,98.625
"Central","2026-02-28","2026-02-07","wk inc covid hosp",3,"quantile",0.975,172.25
"Central","2026-02-28","2026-02-07","wk inc flu hosp",3,"quantile",0.025,0.125
"Central","2026-02-28","2026-02-07","wk inc flu hosp",3,"quantile",0.1,1
"Central","2026-02-28","2026-02-07","wk inc flu hosp",3,"quantile",0.25,7.625
"Central","2026-02-28","2026-02-07","wk inc flu hosp",3,"quantile",0.5,15.125
"Central","2026-02-28","2026-02-07","wk inc flu hosp",3,"quantile",0.75,25
"Central","2026-02-28","2026-02-07","wk inc flu hosp",3,"quantile",0.9,37.875
"Central","2026-02-28","2026-02-07","wk inc flu hosp",3,"quantile",0.975,84.25
"Central","2026-02-28","2026-02-07","wk inc rsv hosp",3,"quantile",0.025,8
"Central","2026-02-28","2026-02-07","wk inc rsv hosp",3,"quantile",0.1,20.75
"Central","2026-02-28","2026-02-07","wk inc rsv hosp",3,"quantile",0.25,26.375
"Central","2026-02-28","2026-02-07","wk inc rsv hosp",3,"quantile",0.5,31.625
"Central","2026-02-28","2026-02-07","wk inc rsv hosp",3,"quantile",0.75,38.875
"Central","2026-02-28","2026-02-07","wk inc rsv hosp",3,"quantile",0.9,45.25
"Central","2026-02-28","2026-02-07","wk inc rsv hosp",3,"quantile",0.975,58
