"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"Central",-1,"2025-05-10","2025-05-03","wk inc covid hosp","quantile",0.025,11
"Central",-1,"2025-05-10","2025-05-03","wk inc covid hosp","quantile",0.1,11.5
"Central",-1,"2025-05-10","2025-05-03","wk inc covid hosp","quantile",0.25,18
"Central",-1,"2025-05-10","2025-05-03","wk inc covid hosp","quantile",0.5,26.5
"Central",-1,"2025-05-10","2025-05-03","wk inc covid hosp","quantile",0.75,35.5
"Central",-1,"2025-05-10","2025-05-03","wk inc covid hosp","quantile",0.9,44.5
"Central",-1,"2025-05-10","2025-05-03","wk inc covid hosp","quantile",0.975,56
"Central",-1,"2025-05-10","2025-05-03","wk inc flu hosp","quantile",0.025,16
"Central",-1,"2025-05-10","2025-05-03","wk inc flu hosp","quantile",0.1,21
"Central",-1,"2025-05-10","2025-05-03","wk inc flu hosp","quantile",0.25,27.5
"Central",-1,"2025-05-10","2025-05-03","wk inc flu hosp","quantile",0.5,34
"Central",-1,"2025-05-10","2025-05-03","wk inc flu hosp","quantile",0.75,44.5
"Central",-1,"2025-05-10","2025-05-03","wk inc flu hosp","quantile",0.9,55.5
"Central",-1,"2025-05-10","2025-05-03","wk inc flu hosp","quantile",0.975,62.5
"Central",-1,"2025-05-10","2025-05-03","wk inc rsv hosp","quantile",0.025,1.5
"Central",-1,"2025-05-10","2025-05-03","wk inc rsv hosp","quantile",0.1,1.5
"Central",-1,"2025-05-10","2025-05-03","wk inc rsv hosp","quantile",0.25,2
"Central",-1,"2025-05-10","2025-05-03","wk inc rsv hosp","quantile",0.5,3.5
"Central",-1,"2025-05-10","2025-05-03","wk inc rsv hosp","quantile",0.75,7
"Central",-1,"2025-05-10","2025-05-03","wk inc rsv hosp","quantile",0.9,9.5
"Central",-1,"2025-05-10","2025-05-03","wk inc rsv hosp","quantile",0.975,12.5
"Central",0,"2025-05-10","2025-05-10","wk inc covid hosp","quantile",0.025,8.5
"Central",0,"2025-05-10","2025-05-10","wk inc covid hosp","quantile",0.1,11
"Central",0,"2025-05-10","2025-05-10","wk inc covid hosp","quantile",0.25,15.5
"Central",0,"2025-05-10","2025-05-10","wk inc covid hosp","quantile",0.5,24.5
"Central",0,"2025-05-10","2025-05-10","wk inc covid hosp","quantile",0.75,33.5
"Central",0,"2025-05-10","2025-05-10","wk inc covid hosp","quantile",0.9,44
"Central",0,"2025-05-10","2025-05-10","wk inc covid hosp","quantile",0.975,62.5
"Central",0,"2025-05-10","2025-05-10","wk inc flu hosp","quantile",0.025,13
"Central",0,"2025-05-10","2025-05-10","wk inc flu hosp","quantile",0.1,18
"Central",0,"2025-05-10","2025-05-10","wk inc flu hosp","quantile",0.25,25.5
"Central",0,"2025-05-10","2025-05-10","wk inc flu hosp","quantile",0.5,33.5
"Central",0,"2025-05-10","2025-05-10","wk inc flu hosp","quantile",0.75,45
"Central",0,"2025-05-10","2025-05-10","wk inc flu hosp","quantile",0.9,59
"Central",0,"2025-05-10","2025-05-10","wk inc flu hosp","quantile",0.975,79.5
"Central",0,"2025-05-10","2025-05-10","wk inc rsv hosp","quantile",0.025,1
"Central",0,"2025-05-10","2025-05-10","wk inc rsv hosp","quantile",0.1,1.5
"Central",0,"2025-05-10","2025-05-10","wk inc rsv hosp","quantile",0.25,2
"Central",0,"2025-05-10","2025-05-10","wk inc rsv hosp","quantile",0.5,3.5
"Central",0,"2025-05-10","2025-05-10","wk inc rsv hosp","quantile",0.75,5.5
"Central",0,"2025-05-10","2025-05-10","wk inc rsv hosp","quantile",0.9,8
"Central",0,"2025-05-10","2025-05-10","wk inc rsv hosp","quantile",0.975,12
"Central",1,"2025-05-10","2025-05-17","wk inc covid hosp","quantile",0.025,7.5
"Central",1,"2025-05-10","2025-05-17","wk inc covid hosp","quantile",0.1,10
"Central",1,"2025-05-10","2025-05-17","wk inc covid hosp","quantile",0.25,16.5
"Central",1,"2025-05-10","2025-05-17","wk inc covid hosp","quantile",0.5,25
"Central",1,"2025-05-10","2025-05-17","wk inc covid hosp","quantile",0.75,36
"Central",1,"2025-05-10","2025-05-17","wk inc covid hosp","quantile",0.9,50.5
