"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
2025-12-06,"wk inc covid hosp",-1,2025-11-29,"Central","quantile",0.025,37
2025-12-06,"wk inc covid hosp",0,2025-12-06,"Central","quantile",0.025,30
2025-12-06,"wk inc covid hosp",1,2025-12-13,"Central","quantile",0.025,25
2025-12-06,"wk inc covid hosp",2,2025-12-20,"Central","quantile",0.025,22
2025-12-06,"wk inc covid hosp",3,2025-12-27,"Central","quantile",0.025,20
2025-12-06,"wk inc covid hosp",-1,2025-11-29,"Central","quantile",0.1,40
2025-12-06,"wk inc covid hosp",0,2025-12-06,"Central","quantile",0.1,36
2025-12-06,"wk inc covid hosp",1,2025-12-13,"Central","quantile",0.1,32
2025-12-06,"wk inc covid hosp",2,2025-12-20,"Central","quantile",0.1,29
2025-12-06,"wk inc covid hosp",3,2025-12-27,"Central","quantile",0.1,25
2025-12-06,"wk inc covid hosp",-1,2025-11-29,"Central","quantile",0.25,43
2025-12-06,"wk inc covid hosp",0,2025-12-06,"Central","quantile",0.25,43
2025-12-06,"wk inc covid hosp",1,2025-12-13,"Central","quantile",0.25,43
2025-12-06,"wk inc covid hosp",2,2025-12-20,"Central","quantile",0.25,42
2025-12-06,"wk inc covid hosp",3,2025-12-27,"Central","quantile",0.25,40
2025-12-06,"wk inc covid hosp",-1,2025-11-29,"Central","quantile",0.5,46
2025-12-06,"wk inc covid hosp",0,2025-12-06,"Central","quantile",0.5,49
2025-12-06,"wk inc covid hosp",1,2025-12-13,"Central","quantile",0.5,49
2025-12-06,"wk inc covid hosp",2,2025-12-20,"Central","quantile",0.5,49
2025-12-06,"wk inc covid hosp",3,2025-12-27,"Central","quantile",0.5,48
2025-12-06,"wk inc covid hosp",-1,2025-11-29,"Central","quantile",0.75,50
2025-12-06,"wk inc covid hosp",0,2025-12-06,"Central","quantile",0.75,55
2025-12-06,"wk inc covid hosp",1,2025-12-13,"Central","quantile",0.75,58
2025-12-06,"wk inc covid hosp",2,2025-12-20,"Central","quantile",0.75,62
2025-12-06,"wk inc covid hosp",3,2025-12-27,"Central","quantile",0.75,60
2025-12-06,"wk inc covid hosp",-1,2025-11-29,"Central","quantile",0.9,52
