"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
2025-01-25,"wk inc covid hosp",-1,2025-01-18,"Central","quantile",0.025,171
2025-01-25,"wk inc covid hosp",0,2025-01-25,"Central","quantile",0.025,143
2025-01-25,"wk inc covid hosp",1,2025-02-01,"Central","quantile",0.025,117
2025-01-25,"wk inc covid hosp",2,2025-02-08,"Central","quantile",0.025,106
2025-01-25,"wk inc covid hosp",3,2025-02-15,"Central","quantile",0.025,88
2025-01-25,"wk inc covid hosp",-1,2025-01-18,"Central","quantile",0.1,179
2025-01-25,"wk inc covid hosp",0,2025-01-25,"Central","quantile",0.1,166
2025-01-25,"wk inc covid hosp",1,2025-02-01,"Central","quantile",0.1,153
2025-01-25,"wk inc covid hosp",2,2025-02-08,"Central","quantile",0.1,130
2025-01-25,"wk inc covid hosp",3,2025-02-15,"Central","quantile",0.1,117
2025-01-25,"wk inc covid hosp",-1,2025-01-18,"Central","quantile",0.25,190
2025-01-25,"wk inc covid hosp",0,2025-01-25,"Central","quantile",0.25,174
2025-01-25,"wk inc covid hosp",1,2025-02-01,"Central","quantile",0.25,173
2025-01-25,"wk inc covid hosp",2,2025-02-08,"Central","quantile",0.25,163
2025-01-25,"wk inc covid hosp",3,2025-02-15,"Central","quantile",0.25,135
2025-01-25,"wk inc covid hosp",-1,2025-01-18,"Central","quantile",0.5,201
2025-01-25,"wk inc covid hosp",0,2025-01-25,"Central","quantile",0.5,195
2025-01-25,"wk inc covid hosp",1,2025-02-01,"Central","quantile",0.5,197
2025-01-25,"wk inc covid hosp",2,2025-02-08,"Central","quantile",0.5,187
2025-01-25,"wk inc covid hosp",3,2025-02-15,"Central","quantile",0.5,192
2025-01-25,"wk inc covid hosp",-1,2025-01-18,"Central","quantile",0.75,218
2025-01-25,"wk inc covid hosp",0,2025-01-25,"Central","quantile",0.75,236
2025-01-25,"wk inc covid hosp",1,2025-02-01,"Central","quantile",0.75,261
2025-01-25,"wk inc covid hosp",2,2025-02-08,"Central","quantile",0.75,271
2025-01-25,"wk inc covid hosp",3,2025-02-15,"Central","quantile",0.75,302
2025-01-25,"wk inc covid hosp",-1,2025-01-18,"Central","quantile",0.9,239
2025-01-25,"wk inc covid hosp",0,2025-01-25,"Central","quantile",0.9,264
2025-01-25,"wk inc covid hosp",1,2025-02-01,"Central","quantile",0.9,366
