reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
12-10-2024,wk inc covid hosp,-1,Ontario,05-10-2024,quantile,0.025,611
12-10-2024,wk inc covid hosp,-1,Ontario,05-10-2024,quantile,0.1,621
12-10-2024,wk inc covid hosp,-1,Ontario,05-10-2024,quantile,0.25,667
12-10-2024,wk inc covid hosp,-1,Ontario,05-10-2024,quantile,0.5,670
12-10-2024,wk inc covid hosp,-1,Ontario,05-10-2024,quantile,0.75,729
12-10-2024,wk inc covid hosp,-1,Ontario,05-10-2024,quantile,0.9,780
12-10-2024,wk inc covid hosp,-1,Ontario,05-10-2024,quantile,0.975,916
12-10-2024,wk inc covid hosp,0,Ontario,12-10-2024,quantile,0.025,587
12-10-2024,wk inc covid hosp,0,Ontario,12-10-2024,quantile,0.1,597
12-10-2024,wk inc covid hosp,0,Ontario,12-10-2024,quantile,0.25,643
12-10-2024,wk inc covid hosp,0,Ontario,12-10-2024,quantile,0.5,646
12-10-2024,wk inc covid hosp,0,Ontario,12-10-2024,quantile,0.75,705
12-10-2024,wk inc covid hosp,0,Ontario,12-10-2024,quantile,0.9,756
12-10-2024,wk inc covid hosp,0,Ontario,12-10-2024,quantile,0.975,892
12-10-2024,wk inc covid hosp,1,Ontario,19-10-2024,quantile,0.025,611
12-10-2024,wk inc covid hosp,1,Ontario,19-10-2024,quantile,0.1,621
12-10-2024,wk inc covid hosp,1,Ontario,19-10-2024,quantile,0.25,667
12-10-2024,wk inc covid hosp,1,Ontario,19-10-2024,quantile,0.5,670
12-10-2024,wk inc covid hosp,1,Ontario,19-10-2024,quantile,0.75,729
12-10-2024,wk inc covid hosp,1,Ontario,19-10-2024,quantile,0.9,780
12-10-2024,wk inc covid hosp,1,Ontario,19-10-2024,quantile,0.975,916
12-10-2024,wk inc covid hosp,2,Ontario,26-10-2024,quantile,0.025,710
12-10-2024,wk inc covid hosp,2,Ontario,26-10-2024,quantile,0.1,720
12-10-2024,wk inc covid hosp,2,Ontario,26-10-2024,quantile,0.25,766
12-10-2024,wk inc covid hosp,2,Ontario,26-10-2024,quantile,0.5,769
12-10-2024,wk inc covid hosp,2,Ontario,26-10-2024,quantile,0.75,828
12-10-2024,wk inc covid hosp,2,Ontario,26-10-2024,quantile,0.9,879
12-10-2024,wk inc covid hosp,2,Ontario,26-10-2024,quantile,0.975,1015
12-10-2024,wk inc covid hosp,3,Ontario,02-11-2024,quantile,0.025,556
12-10-2024,wk inc covid hosp,3,Ontario,02-11-2024,quantile,0.1,566
12-10-2024,wk inc covid hosp,3,Ontario,02-11-2024,quantile,0.25,612
12-10-2024,wk inc covid hosp,3,Ontario,02-11-2024,quantile,0.5,615
12-10-2024,wk inc covid hosp,3,Ontario,02-11-2024,quantile,0.75,674
12-10-2024,wk inc covid hosp,3,Ontario,02-11-2024,quantile,0.9,725
12-10-2024,wk inc covid hosp,3,Ontario,02-11-2024,quantile,0.975,861
