reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2024-11-09,wk inc covid hosp,-1,Ontario,2024-11-02,quantile,0.025,835
2024-11-09,wk inc covid hosp,-1,Ontario,2024-11-02,quantile,0.1,845
2024-11-09,wk inc covid hosp,-1,Ontario,2024-11-02,quantile,0.25,891
2024-11-09,wk inc covid hosp,-1,Ontario,2024-11-02,quantile,0.5,894
2024-11-09,wk inc covid hosp,-1,Ontario,2024-11-02,quantile,0.75,953
2024-11-09,wk inc covid hosp,-1,Ontario,2024-11-02,quantile,0.9,1004
2024-11-09,wk inc covid hosp,-1,Ontario,2024-11-02,quantile,0.975,1140
2024-11-09,wk inc covid hosp,0,Ontario,2024-11-09,quantile,0.025,811
2024-11-09,wk inc covid hosp,0,Ontario,2024-11-09,quantile,0.1,821
2024-11-09,wk inc covid hosp,0,Ontario,2024-11-09,quantile,0.25,867
2024-11-09,wk inc covid hosp,0,Ontario,2024-11-09,quantile,0.5,870
2024-11-09,wk inc covid hosp,0,Ontario,2024-11-09,quantile,0.75,929
2024-11-09,wk inc covid hosp,0,Ontario,2024-11-09,quantile,0.9,980
2024-11-09,wk inc covid hosp,0,Ontario,2024-11-09,quantile,0.975,1116
2024-11-09,wk inc covid hosp,1,Ontario,2024-11-16,quantile,0.025,835
2024-11-09,wk inc covid hosp,1,Ontario,2024-11-16,quantile,0.1,845
2024-11-09,wk inc covid hosp,1,Ontario,2024-11-16,quantile,0.25,891
2024-11-09,wk inc covid hosp,1,Ontario,2024-11-16,quantile,0.5,894
2024-11-09,wk inc covid hosp,1,Ontario,2024-11-16,quantile,0.75,953
2024-11-09,wk inc covid hosp,1,Ontario,2024-11-16,quantile,0.9,1004
2024-11-09,wk inc covid hosp,1,Ontario,2024-11-16,quantile,0.975,1140
2024-11-09,wk inc covid hosp,2,Ontario,2024-11-23,quantile,0.025,934
2024-11-09,wk inc covid hosp,2,Ontario,2024-11-23,quantile,0.1,944
2024-11-09,wk inc covid hosp,2,Ontario,2024-11-23,quantile,0.25,990
2024-11-09,wk inc covid hosp,2,Ontario,2024-11-23,quantile,0.5,993
2024-11-09,wk inc covid hosp,2,Ontario,2024-11-23,quantile,0.75,1052
2024-11-09,wk inc covid hosp,2,Ontario,2024-11-23,quantile,0.9,1103
2024-11-09,wk inc covid hosp,2,Ontario,2024-11-23,quantile,0.975,1239
2024-11-09,wk inc covid hosp,3,Ontario,2024-11-30,quantile,0.025,780
2024-11-09,wk inc covid hosp,3,Ontario,2024-11-30,quantile,0.1,790
2024-11-09,wk inc covid hosp,3,Ontario,2024-11-30,quantile,0.25,836
2024-11-09,wk inc covid hosp,3,Ontario,2024-11-30,quantile,0.5,839
2024-11-09,wk inc covid hosp,3,Ontario,2024-11-30,quantile,0.75,898
2024-11-09,wk inc covid hosp,3,Ontario,2024-11-30,quantile,0.9,949
2024-11-09,wk inc covid hosp,3,Ontario,2024-11-30,quantile,0.975,1085
