reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
28-09-2024,wk inc covid hosp,-1,Ontario,21-09-2024,quantile,0.025,654
28-09-2024,wk inc covid hosp,-1,Ontario,21-09-2024,quantile,0.1,664
28-09-2024,wk inc covid hosp,-1,Ontario,21-09-2024,quantile,0.25,710
28-09-2024,wk inc covid hosp,-1,Ontario,21-09-2024,quantile,0.5,713
28-09-2024,wk inc covid hosp,-1,Ontario,21-09-2024,quantile,0.75,772
28-09-2024,wk inc covid hosp,-1,Ontario,21-09-2024,quantile,0.9,823
28-09-2024,wk inc covid hosp,-1,Ontario,21-09-2024,quantile,0.975,959
28-09-2024,wk inc covid hosp,0,Ontario,28-09-2024,quantile,0.025,739
28-09-2024,wk inc covid hosp,0,Ontario,28-09-2024,quantile,0.1,749
28-09-2024,wk inc covid hosp,0,Ontario,28-09-2024,quantile,0.25,795
28-09-2024,wk inc covid hosp,0,Ontario,28-09-2024,quantile,0.5,798
28-09-2024,wk inc covid hosp,0,Ontario,28-09-2024,quantile,0.75,857
28-09-2024,wk inc covid hosp,0,Ontario,28-09-2024,quantile,0.9,908
28-09-2024,wk inc covid hosp,0,Ontario,28-09-2024,quantile,0.975,1044
28-09-2024,wk inc covid hosp,1,Ontario,05-10-2024,quantile,0.025,770
28-09-2024,wk inc covid hosp,1,Ontario,05-10-2024,quantile,0.1,780
28-09-2024,wk inc covid hosp,1,Ontario,05-10-2024,quantile,0.25,826
28-09-2024,wk inc covid hosp,1,Ontario,05-10-2024,quantile,0.5,829
28-09-2024,wk inc covid hosp,1,Ontario,05-10-2024,quantile,0.75,888
28-09-2024,wk inc covid hosp,1,Ontario,05-10-2024,quantile,0.9,939
28-09-2024,wk inc covid hosp,1,Ontario,05-10-2024,quantile,0.975,1075
28-09-2024,wk inc covid hosp,2,Ontario,12-10-2024,quantile,0.025,680
28-09-2024,wk inc covid hosp,2,Ontario,12-10-2024,quantile,0.1,690
28-09-2024,wk inc covid hosp,2,Ontario,12-10-2024,quantile,0.25,736
28-09-2024,wk inc covid hosp,2,Ontario,12-10-2024,quantile,0.5,739
28-09-2024,wk inc covid hosp,2,Ontario,12-10-2024,quantile,0.75,798
28-09-2024,wk inc covid hosp,2,Ontario,12-10-2024,quantile,0.9,849
28-09-2024,wk inc covid hosp,2,Ontario,12-10-2024,quantile,0.975,985
28-09-2024,wk inc covid hosp,3,Ontario,19-10-2024,quantile,0.025,680
28-09-2024,wk inc covid hosp,3,Ontario,19-10-2024,quantile,0.1,690
28-09-2024,wk inc covid hosp,3,Ontario,19-10-2024,quantile,0.25,736
28-09-2024,wk inc covid hosp,3,Ontario,19-10-2024,quantile,0.5,739
28-09-2024,wk inc covid hosp,3,Ontario,19-10-2024,quantile,0.75,798
28-09-2024,wk inc covid hosp,3,Ontario,19-10-2024,quantile,0.9,849
28-09-2024,wk inc covid hosp,3,Ontario,19-10-2024,quantile,0.975,985
