reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
02-11-2024,wk inc covid hosp,-1,Ontario,26-10-2024,quantile,0.025,835
02-11-2024,wk inc covid hosp,-1,Ontario,26-10-2024,quantile,0.1,845
02-11-2024,wk inc covid hosp,-1,Ontario,26-10-2024,quantile,0.25,891
02-11-2024,wk inc covid hosp,-1,Ontario,26-10-2024,quantile,0.5,894
02-11-2024,wk inc covid hosp,-1,Ontario,26-10-2024,quantile,0.75,953
02-11-2024,wk inc covid hosp,-1,Ontario,26-10-2024,quantile,0.9,1004
02-11-2024,wk inc covid hosp,-1,Ontario,26-10-2024,quantile,0.975,1140
02-11-2024,wk inc covid hosp,0,Ontario,02-11-2024,quantile,0.025,811
02-11-2024,wk inc covid hosp,0,Ontario,02-11-2024,quantile,0.1,821
02-11-2024,wk inc covid hosp,0,Ontario,02-11-2024,quantile,0.25,867
02-11-2024,wk inc covid hosp,0,Ontario,02-11-2024,quantile,0.5,870
02-11-2024,wk inc covid hosp,0,Ontario,02-11-2024,quantile,0.75,929
02-11-2024,wk inc covid hosp,0,Ontario,02-11-2024,quantile,0.9,980
02-11-2024,wk inc covid hosp,0,Ontario,02-11-2024,quantile,0.975,1116
02-11-2024,wk inc covid hosp,1,Ontario,09-11-2024,quantile,0.025,835
02-11-2024,wk inc covid hosp,1,Ontario,09-11-2024,quantile,0.1,845
02-11-2024,wk inc covid hosp,1,Ontario,09-11-2024,quantile,0.25,891
02-11-2024,wk inc covid hosp,1,Ontario,09-11-2024,quantile,0.5,894
02-11-2024,wk inc covid hosp,1,Ontario,09-11-2024,quantile,0.75,953
02-11-2024,wk inc covid hosp,1,Ontario,09-11-2024,quantile,0.9,1004
02-11-2024,wk inc covid hosp,1,Ontario,09-11-2024,quantile,0.975,1140
02-11-2024,wk inc covid hosp,2,Ontario,16-11-2024,quantile,0.025,934
02-11-2024,wk inc covid hosp,2,Ontario,16-11-2024,quantile,0.1,944
02-11-2024,wk inc covid hosp,2,Ontario,16-11-2024,quantile,0.25,990
02-11-2024,wk inc covid hosp,2,Ontario,16-11-2024,quantile,0.5,993
02-11-2024,wk inc covid hosp,2,Ontario,16-11-2024,quantile,0.75,1052
02-11-2024,wk inc covid hosp,2,Ontario,16-11-2024,quantile,0.9,1103
02-11-2024,wk inc covid hosp,2,Ontario,16-11-2024,quantile,0.975,1239
02-11-2024,wk inc covid hosp,3,Ontario,23-11-2024,quantile,0.025,780
02-11-2024,wk inc covid hosp,3,Ontario,23-11-2024,quantile,0.1,790
02-11-2024,wk inc covid hosp,3,Ontario,23-11-2024,quantile,0.25,836
02-11-2024,wk inc covid hosp,3,Ontario,23-11-2024,quantile,0.5,839
02-11-2024,wk inc covid hosp,3,Ontario,23-11-2024,quantile,0.75,898
02-11-2024,wk inc covid hosp,3,Ontario,23-11-2024,quantile,0.9,949
02-11-2024,wk inc covid hosp,3,Ontario,23-11-2024,quantile,0.975,1085
