reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
19-10-2024,wk inc covid hosp,-1,Ontario,12-10-2024,quantile,0.025,622
19-10-2024,wk inc covid hosp,-1,Ontario,12-10-2024,quantile,0.1,632
19-10-2024,wk inc covid hosp,-1,Ontario,12-10-2024,quantile,0.25,678
19-10-2024,wk inc covid hosp,-1,Ontario,12-10-2024,quantile,0.5,681
19-10-2024,wk inc covid hosp,-1,Ontario,12-10-2024,quantile,0.75,740
19-10-2024,wk inc covid hosp,-1,Ontario,12-10-2024,quantile,0.9,791
19-10-2024,wk inc covid hosp,-1,Ontario,12-10-2024,quantile,0.975,927
19-10-2024,wk inc covid hosp,0,Ontario,19-10-2024,quantile,0.025,598
19-10-2024,wk inc covid hosp,0,Ontario,19-10-2024,quantile,0.1,608
19-10-2024,wk inc covid hosp,0,Ontario,19-10-2024,quantile,0.25,654
19-10-2024,wk inc covid hosp,0,Ontario,19-10-2024,quantile,0.5,657
19-10-2024,wk inc covid hosp,0,Ontario,19-10-2024,quantile,0.75,716
19-10-2024,wk inc covid hosp,0,Ontario,19-10-2024,quantile,0.9,767
19-10-2024,wk inc covid hosp,0,Ontario,19-10-2024,quantile,0.975,903
19-10-2024,wk inc covid hosp,1,Ontario,26-10-2024,quantile,0.025,622
19-10-2024,wk inc covid hosp,1,Ontario,26-10-2024,quantile,0.1,632
19-10-2024,wk inc covid hosp,1,Ontario,26-10-2024,quantile,0.25,678
19-10-2024,wk inc covid hosp,1,Ontario,26-10-2024,quantile,0.5,681
19-10-2024,wk inc covid hosp,1,Ontario,26-10-2024,quantile,0.75,740
19-10-2024,wk inc covid hosp,1,Ontario,26-10-2024,quantile,0.9,791
19-10-2024,wk inc covid hosp,1,Ontario,26-10-2024,quantile,0.975,927
19-10-2024,wk inc covid hosp,2,Ontario,02-11-2024,quantile,0.025,721
19-10-2024,wk inc covid hosp,2,Ontario,02-11-2024,quantile,0.1,731
19-10-2024,wk inc covid hosp,2,Ontario,02-11-2024,quantile,0.25,777
19-10-2024,wk inc covid hosp,2,Ontario,02-11-2024,quantile,0.5,780
19-10-2024,wk inc covid hosp,2,Ontario,02-11-2024,quantile,0.75,839
19-10-2024,wk inc covid hosp,2,Ontario,02-11-2024,quantile,0.9,890
19-10-2024,wk inc covid hosp,2,Ontario,02-11-2024,quantile,0.975,1026
19-10-2024,wk inc covid hosp,3,Ontario,09-11-2024,quantile,0.025,567
19-10-2024,wk inc covid hosp,3,Ontario,09-11-2024,quantile,0.1,577
19-10-2024,wk inc covid hosp,3,Ontario,09-11-2024,quantile,0.25,623
19-10-2024,wk inc covid hosp,3,Ontario,09-11-2024,quantile,0.5,626
19-10-2024,wk inc covid hosp,3,Ontario,09-11-2024,quantile,0.75,685
19-10-2024,wk inc covid hosp,3,Ontario,09-11-2024,quantile,0.9,736
19-10-2024,wk inc covid hosp,3,Ontario,09-11-2024,quantile,0.975,872
