reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
05-10-2024,wk inc covid hosp,-1,Ontario,28-09-2024,quantile,0.025,731
05-10-2024,wk inc covid hosp,-1,Ontario,28-09-2024,quantile,0.1,741
05-10-2024,wk inc covid hosp,-1,Ontario,28-09-2024,quantile,0.25,787
05-10-2024,wk inc covid hosp,-1,Ontario,28-09-2024,quantile,0.5,790
05-10-2024,wk inc covid hosp,-1,Ontario,28-09-2024,quantile,0.75,849
05-10-2024,wk inc covid hosp,-1,Ontario,28-09-2024,quantile,0.9,900
05-10-2024,wk inc covid hosp,-1,Ontario,28-09-2024,quantile,0.975,1036
05-10-2024,wk inc covid hosp,0,Ontario,05-10-2024,quantile,0.025,707
05-10-2024,wk inc covid hosp,0,Ontario,05-10-2024,quantile,0.1,717
05-10-2024,wk inc covid hosp,0,Ontario,05-10-2024,quantile,0.25,763
05-10-2024,wk inc covid hosp,0,Ontario,05-10-2024,quantile,0.5,766
05-10-2024,wk inc covid hosp,0,Ontario,05-10-2024,quantile,0.75,825
05-10-2024,wk inc covid hosp,0,Ontario,05-10-2024,quantile,0.9,876
05-10-2024,wk inc covid hosp,0,Ontario,05-10-2024,quantile,0.975,1012
05-10-2024,wk inc covid hosp,1,Ontario,12-10-2024,quantile,0.025,731
05-10-2024,wk inc covid hosp,1,Ontario,12-10-2024,quantile,0.1,741
05-10-2024,wk inc covid hosp,1,Ontario,12-10-2024,quantile,0.25,787
05-10-2024,wk inc covid hosp,1,Ontario,12-10-2024,quantile,0.5,790
05-10-2024,wk inc covid hosp,1,Ontario,12-10-2024,quantile,0.75,849
05-10-2024,wk inc covid hosp,1,Ontario,12-10-2024,quantile,0.9,900
05-10-2024,wk inc covid hosp,1,Ontario,12-10-2024,quantile,0.975,1036
05-10-2024,wk inc covid hosp,2,Ontario,19-10-2024,quantile,0.025,830
05-10-2024,wk inc covid hosp,2,Ontario,19-10-2024,quantile,0.1,840
05-10-2024,wk inc covid hosp,2,Ontario,19-10-2024,quantile,0.25,886
05-10-2024,wk inc covid hosp,2,Ontario,19-10-2024,quantile,0.5,889
05-10-2024,wk inc covid hosp,2,Ontario,19-10-2024,quantile,0.75,948
05-10-2024,wk inc covid hosp,2,Ontario,19-10-2024,quantile,0.9,999
05-10-2024,wk inc covid hosp,2,Ontario,19-10-2024,quantile,0.975,1135
05-10-2024,wk inc covid hosp,3,Ontario,26-10-2024,quantile,0.025,676
05-10-2024,wk inc covid hosp,3,Ontario,26-10-2024,quantile,0.1,686
05-10-2024,wk inc covid hosp,3,Ontario,26-10-2024,quantile,0.25,732
05-10-2024,wk inc covid hosp,3,Ontario,26-10-2024,quantile,0.5,735
05-10-2024,wk inc covid hosp,3,Ontario,26-10-2024,quantile,0.75,794
05-10-2024,wk inc covid hosp,3,Ontario,26-10-2024,quantile,0.9,845
05-10-2024,wk inc covid hosp,3,Ontario,26-10-2024,quantile,0.975,981
