"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"Central",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.025",131,"quantile"
"Central",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.1",181,"quantile"
"Central",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.25",205,"quantile"
"Central",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.5",221,"quantile"
"Central",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.75",237,"quantile"
"Central",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.9",261,"quantile"
"Central",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.975",311,"quantile"
"Central",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.025",86,"quantile"
"Central",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.1",154,"quantile"
"Central",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.25",191,"quantile"
"Central",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.5",221,"quantile"
"Central",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.75",251,"quantile"
"Central",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.9",288,"quantile"
"Central",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.975",358,"quantile"
"Central",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.025",44,"quantile"
"Central",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.1",136,"quantile"
"Central",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.25",181,"quantile"
"Central",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.5",221,"quantile"
"Central",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.75",261,"quantile"
"Central",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.9",307,"quantile"
"Central",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.975",397,"quantile"
"Central",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.025",22,"quantile"
"Central",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.1",119,"quantile"
"Central",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.25",173,"quantile"
"Central",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.5",221,"quantile"
"Central",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.75",269,"quantile"
"Central",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.9",323,"quantile"
"Central",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.975",421,"quantile"
"East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.025",191,"quantile"
"East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.1",224,"quantile"
"East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.25",244,"quantile"
"East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.5",256,"quantile"
"East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.75",268,"quantile"
"East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.9",288,"quantile"
"East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.975",321,"quantile"
"East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.025",161,"quantile"
"East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.1",205,"quantile"
"East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.25",234,"quantile"
"East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.5",256,"quantile"
"East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.75",278,"quantile"
"East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.9",307,"quantile"
"East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.975",349,"quantile"
"East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.025",135,"quantile"
"East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.1",193,"quantile"
"East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.25",226,"quantile"
"East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.5",256,"quantile"
"East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.75",286,"quantile"
"East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.9",320,"quantile"
"East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.975",377,"quantile"
"East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.025",113,"quantile"
"East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.1",181,"quantile"
"East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.25",220,"quantile"
"East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.5",256,"quantile"
"East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.75",292,"quantile"
"East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.9",331,"quantile"
"East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.975",398,"quantile"
"North East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.025",14,"quantile"
"North East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.1",28,"quantile"
"North East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.25",36,"quantile"
"North East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.5",41,"quantile"
"North East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.75",46,"quantile"
"North East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.9",54,"quantile"
"North East",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.975",68,"quantile"
"North East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.025",7,"quantile"
"North East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.1",21,"quantile"
"North East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.25",32,"quantile"
"North East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.5",41,"quantile"
"North East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.75",50,"quantile"
"North East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.9",61,"quantile"
"North East",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.975",75,"quantile"
"North East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.025",1,"quantile"
"North East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.1",16,"quantile"
"North East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.25",29,"quantile"
"North East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.5",41,"quantile"
"North East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.75",53,"quantile"
"North East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.9",66,"quantile"
"North East",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.975",82,"quantile"
"North East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.025",0,"quantile"
"North East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.1",12,"quantile"
"North East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.25",27,"quantile"
"North East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.5",41,"quantile"
"North East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.75",55,"quantile"
"North East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.9",70,"quantile"
"North East",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.975",87,"quantile"
"North West",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.025",4,"quantile"
"North West",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.1",14,"quantile"
"North West",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.25",18,"quantile"
"North West",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.5",21,"quantile"
"North West",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.75",24,"quantile"
"North West",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.9",28,"quantile"
"North West",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.975",38,"quantile"
"North West",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.025",0,"quantile"
"North West",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.1",10,"quantile"
"North West",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.25",16,"quantile"
"North West",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.5",21,"quantile"
"North West",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.75",26,"quantile"
"North West",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.9",32,"quantile"
"North West",1,2025-01-11,2025-01-18,"wk inc covid hosp","0.975",43,"quantile"
"North West",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.025",0,"quantile"
"North West",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.1",6,"quantile"
"North West",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.25",14,"quantile"
"North West",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.5",21,"quantile"
"North West",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.75",28,"quantile"
"North West",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.9",36,"quantile"
"North West",2,2025-01-11,2025-01-25,"wk inc covid hosp","0.975",46,"quantile"
"North West",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.025",0,"quantile"
"North West",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.1",4,"quantile"
"North West",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.25",13,"quantile"
"North West",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.5",21,"quantile"
"North West",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.75",29,"quantile"
"North West",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.9",38,"quantile"
"North West",3,2025-01-11,2025-02-01,"wk inc covid hosp","0.975",50,"quantile"
"Ontario",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.025",711,"quantile"
"Ontario",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.1",874,"quantile"
"Ontario",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.25",980,"quantile"
"Ontario",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.5",1049,"quantile"
"Ontario",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.75",1118,"quantile"
"Ontario",0,2025-01-11,2025-01-11,"wk inc covid hosp","0.9",1225,"quantile"
