"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"Central",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.025",0,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.1",0,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.25",10,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.5",25,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.75",40,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.9",64,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.975",111,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.025",0,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.1",0,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.25",0,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.5",25,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.75",53,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.9",88,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.975",154,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.025",0,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.1",0,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.25",0,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.5",25,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.75",62,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.9",105,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.975",195,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.025",0,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.1",0,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.25",0,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.5",25,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.75",70,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.9",122,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.975",219,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.025",0,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.1",0,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.25",7,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.5",19,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.75",31,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.9",50,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.975",82,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.025",0,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.1",0,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.25",1,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.5",19,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.75",40,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.9",68,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.975",110,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.025",0,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.1",0,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.25",0,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.5",19,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.75",48,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.9",80,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.975",135,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.025",0,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.1",0,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.25",0,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.5",19,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.75",54,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.9",92,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.975",156,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.025",0,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.1",0,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.25",1,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.5",6,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.75",11,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.9",19,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.975",32,"quantile"
"North East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.025",0,"quantile"
"North East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.1",0,"quantile"
"North East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.25",0,"quantile"
"North East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.5",6,"quantile"
"North East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.75",14,"quantile"
"North East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.9",24,"quantile"
"North East",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.975",38,"quantile"
"North East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.025",0,"quantile"
"North East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.1",0,"quantile"
"North East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.25",0,"quantile"
"North East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.5",6,"quantile"
"North East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.75",17,"quantile"
"North East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.9",30,"quantile"
"North East",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.975",45,"quantile"
"North East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.025",0,"quantile"
"North East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.1",0,"quantile"
"North East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.25",0,"quantile"
"North East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.5",6,"quantile"
"North East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.75",20,"quantile"
"North East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.9",33,"quantile"
"North East",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.975",51,"quantile"
"North West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.025",0,"quantile"
"North West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.1",0,"quantile"
"North West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.25",0,"quantile"
"North West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.5",0,"quantile"
"North West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.75",3,"quantile"
"North West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.9",7,"quantile"
"North West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.975",16,"quantile"
"North West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.025",0,"quantile"
"North West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.1",0,"quantile"
"North West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.25",0,"quantile"
"North West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.5",0,"quantile"
"North West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.75",5,"quantile"
"North West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.9",11,"quantile"
"North West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.975",21,"quantile"
"North West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.025",0,"quantile"
"North West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.1",0,"quantile"
"North West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.25",0,"quantile"
"North West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.5",0,"quantile"
"North West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.75",6,"quantile"
"North West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.9",13,"quantile"
"North West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.975",23,"quantile"
"North West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.025",0,"quantile"
"North West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.1",0,"quantile"
"North West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.25",0,"quantile"
"North West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.5",0,"quantile"
"North West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.75",7,"quantile"
"North West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.9",16,"quantile"
"North West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.975",27,"quantile"
"Ontario",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.025",0,"quantile"
"Ontario",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.1",0,"quantile"
"Ontario",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.25",49,"quantile"
"Ontario",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.5",112,"quantile"
"Ontario",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.75",175,"quantile"
"Ontario",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.9",273,"quantile"
"Ontario",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.975",438,"quantile"
"Ontario",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.025",0,"quantile"
"Ontario",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.1",0,"quantile"
"Ontario",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.25",18,"quantile"
"Ontario",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.5",112,"quantile"
"Ontario",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.75",221,"quantile"
"Ontario",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.9",365,"quantile"
"Ontario",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.975",618,"quantile"
"Ontario",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.025",0,"quantile"
"Ontario",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.1",0,"quantile"
"Ontario",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.25",0,"quantile"
"Ontario",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.5",112,"quantile"
"Ontario",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.75",258,"quantile"
"Ontario",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.9",431,"quantile"
"Ontario",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.975",780,"quantile"
"Ontario",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.025",0,"quantile"
"Ontario",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.1",0,"quantile"
"Ontario",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.25",0,"quantile"
"Ontario",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.5",112,"quantile"
"Ontario",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.75",288,"quantile"
"Ontario",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.9",491,"quantile"
"Ontario",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.975",903,"quantile"
"Toronto",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.1",0,"quantile"
"Toronto",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.25",14,"quantile"
"Toronto",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.5",33,"quantile"
"Toronto",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.75",52,"quantile"
"Toronto",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.9",86,"quantile"
"Toronto",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.975",150,"quantile"
"Toronto",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.1",0,"quantile"
"Toronto",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.25",3,"quantile"
"Toronto",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.5",33,"quantile"
"Toronto",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.75",68,"quantile"
"Toronto",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.9",117,"quantile"
"Toronto",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.975",207,"quantile"
"Toronto",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.1",0,"quantile"
"Toronto",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.25",0,"quantile"
"Toronto",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.5",33,"quantile"
"Toronto",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.75",80,"quantile"
"Toronto",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.9",140,"quantile"
"Toronto",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.975",263,"quantile"
"Toronto",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.1",0,"quantile"
"Toronto",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.25",0,"quantile"
"Toronto",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.5",33,"quantile"
"Toronto",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.75",91,"quantile"
"Toronto",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.9",161,"quantile"
"Toronto",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.975",309,"quantile"
"West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.025",0,"quantile"
"West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.1",0,"quantile"
"West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.25",8,"quantile"
"West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.5",28,"quantile"
"West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.75",48,"quantile"
"West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.9",82,"quantile"
"West",0,2025-05-17,2025-05-17,"wk inc covid hosp","0.975",127,"quantile"
"West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.025",0,"quantile"
"West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.1",0,"quantile"
"West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.25",0,"quantile"
"West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.5",28,"quantile"
"West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.75",64,"quantile"
"West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.9",110,"quantile"
"West",1,2025-05-17,2025-05-24,"wk inc covid hosp","0.975",192,"quantile"
"West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.025",0,"quantile"
"West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.1",0,"quantile"
"West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.25",0,"quantile"
"West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.5",28,"quantile"
"West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.75",76,"quantile"
"West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.9",130,"quantile"
"West",2,2025-05-17,2025-05-31,"wk inc covid hosp","0.975",229,"quantile"
"West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.025",0,"quantile"
"West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.1",0,"quantile"
"West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.25",0,"quantile"
"West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.5",28,"quantile"
"West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.75",86,"quantile"
"West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.9",150,"quantile"
"West",3,2025-05-17,2025-06-07,"wk inc covid hosp","0.975",256,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.025",0,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.1",0,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.25",1,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.5",3,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.75",5,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.9",9,"quantile"
"Central",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.975",16,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.025",0,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.1",0,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.25",0,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.5",3,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.75",7,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.9",13,"quantile"
"Central",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.975",21,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.025",0,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.1",0,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.25",0,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.5",3,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.75",9,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.9",16,"quantile"
"Central",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.975",25,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.025",0,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.1",0,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.25",0,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.5",3,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.75",10,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.9",18,"quantile"
"Central",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.975",27,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.025",0,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.1",1,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.25",4,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.5",6,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.75",8,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.9",11,"quantile"
"East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.975",18,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.025",0,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.1",0,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.25",3,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.5",6,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.75",10,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.9",15,"quantile"
"East",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.975",25,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.025",0,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.1",0,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.25",1,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.5",6,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.75",11,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.9",17,"quantile"
"East",2,2025-05-17,2025-05-31,"wk inc rsv hosp","0.975",28,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.025",0,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.1",0,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.25",0,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.5",6,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.75",12,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.9",20,"quantile"
"East",3,2025-05-17,2025-06-07,"wk inc rsv hosp","0.975",31,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.025",0,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.1",0,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.25",0,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.5",0,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.75",1,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.9",3,"quantile"
"North East",0,2025-05-17,2025-05-17,"wk inc rsv hosp","0.975",5,"quantile"
"North East",1,2025-05-17,2025-05-24,"wk inc rsv hosp","0.025",0,"quantile"
