"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"Central",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.025",69,"quantile"
"Central",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.1",120,"quantile"
"Central",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.25",144,"quantile"
"Central",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.5",160,"quantile"
"Central",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.75",176,"quantile"
"Central",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.9",200,"quantile"
"Central",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.975",251,"quantile"
"Central",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.025",27,"quantile"
"Central",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.1",94,"quantile"
"Central",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.25",130,"quantile"
"Central",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.5",160,"quantile"
"Central",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.75",190,"quantile"
"Central",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.9",226,"quantile"
"Central",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.975",298,"quantile"
"Central",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.025",0,"quantile"
"Central",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.1",75,"quantile"
"Central",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.25",121,"quantile"
"Central",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.5",160,"quantile"
"Central",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.75",199,"quantile"
"Central",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.9",245,"quantile"
"Central",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.975",336,"quantile"
"Central",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.025",0,"quantile"
"Central",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.1",58,"quantile"
"Central",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.25",112,"quantile"
"Central",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.5",160,"quantile"
"Central",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.75",208,"quantile"
"Central",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.9",263,"quantile"
"Central",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.975",361,"quantile"
"East",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.025",181,"quantile"
"East",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.1",213,"quantile"
"East",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.25",233,"quantile"
"East",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.5",245,"quantile"
"East",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.75",257,"quantile"
"East",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.9",277,"quantile"
"East",0,2025-01-04,2025-01-04,"wk inc covid hosp","0.975",309,"quantile"
"East",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.025",151,"quantile"
"East",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.1",194,"quantile"
"East",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.25",223,"quantile"
"East",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.5",245,"quantile"
"East",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.75",267,"quantile"
"East",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.9",296,"quantile"
"East",1,2025-01-04,2025-01-11,"wk inc covid hosp","0.975",340,"quantile"
"East",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.025",124,"quantile"
"East",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.1",181,"quantile"
"East",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.25",215,"quantile"
"East",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.5",245,"quantile"
"East",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.75",275,"quantile"
"East",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.9",309,"quantile"
"East",2,2025-01-04,2025-01-18,"wk inc covid hosp","0.975",366,"quantile"
"East",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.025",102,"quantile"
"East",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.1",170,"quantile"
"East",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.25",209,"quantile"
"East",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.5",245,"quantile"
"East",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.75",281,"quantile"
"East",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.9",321,"quantile"
"East",3,2025-01-04,2025-01-25,"wk inc covid hosp","0.975",389,"quantile"
