"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"Central",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.025",44,"quantile"
"Central",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.1",93,"quantile"
"Central",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.25",117,"quantile"
"Central",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.5",133,"quantile"
"Central",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.75",149,"quantile"
"Central",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.9",173,"quantile"
"Central",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.975",222,"quantile"
"Central",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.025",8,"quantile"
"Central",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.1",67,"quantile"
"Central",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.25",103,"quantile"
"Central",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.5",133,"quantile"
"Central",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.75",163,"quantile"
"Central",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.9",199,"quantile"
"Central",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.975",268,"quantile"
"Central",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.025",0,"quantile"
"Central",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.1",48,"quantile"
"Central",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.25",93,"quantile"
"Central",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.5",133,"quantile"
"Central",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.75",173,"quantile"
"Central",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.9",218,"quantile"
"Central",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.975",308,"quantile"
"Central",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.025",0,"quantile"
"Central",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.1",32,"quantile"
"Central",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.25",85,"quantile"
"Central",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.5",133,"quantile"
"Central",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.75",182,"quantile"
"Central",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.9",234,"quantile"
"Central",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.975",333,"quantile"
"East",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.025",51,"quantile"
"East",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.1",83,"quantile"
"East",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.25",104,"quantile"
"East",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.5",116,"quantile"
"East",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.75",128,"quantile"
"East",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.9",149,"quantile"
"East",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.975",181,"quantile"
"East",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.025",23,"quantile"
"East",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.1",65,"quantile"
"East",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.25",94,"quantile"
"East",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.5",116,"quantile"
"East",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.75",138,"quantile"
"East",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.9",167,"quantile"
"East",1,2025-02-08,2025-02-15,"wk inc covid hosp","0.975",210,"quantile"
"East",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.025",0,"quantile"
"East",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.1",52,"quantile"
"East",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.25",86,"quantile"
"East",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.5",116,"quantile"
"East",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.75",146,"quantile"
"East",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.9",180,"quantile"
"East",2,2025-02-08,2025-02-22,"wk inc covid hosp","0.975",237,"quantile"
"East",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.025",0,"quantile"
"East",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.1",41,"quantile"
"East",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.25",80,"quantile"
"East",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.5",116,"quantile"
"East",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.75",153,"quantile"
"East",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.9",192,"quantile"
"East",3,2025-02-08,2025-03-01,"wk inc covid hosp","0.975",259,"quantile"
"North East",0,2025-02-08,2025-02-08,"wk inc covid hosp","0.025",0,"quantile"
