"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"Central",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.025",0,"quantile"
"Central",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.1",1,"quantile"
"Central",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.25",25,"quantile"
"Central",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.5",40,"quantile"
"Central",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.75",55,"quantile"
"Central",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.9",79,"quantile"
"Central",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.975",126,"quantile"
"Central",1,2025-04-12,2025-04-19,"wk inc covid hosp","0.025",0,"quantile"
"Central",1,2025-04-12,2025-04-19,"wk inc covid hosp","0.1",0,"quantile"
"Central",1,2025-04-12,2025-04-19,"wk inc covid hosp","0.25",13,"quantile"
"Central",1,2025-04-12,2025-04-19,"wk inc covid hosp","0.5",40,"quantile"
"Central",1,2025-04-12,2025-04-19,"wk inc covid hosp","0.75",70,"quantile"
"Central",1,2025-04-12,2025-04-19,"wk inc covid hosp","0.9",105,"quantile"
"Central",1,2025-04-12,2025-04-19,"wk inc covid hosp","0.975",173,"quantile"
"Central",2,2025-04-12,2025-04-26,"wk inc covid hosp","0.025",0,"quantile"
"Central",2,2025-04-12,2025-04-26,"wk inc covid hosp","0.1",0,"quantile"
"Central",2,2025-04-12,2025-04-26,"wk inc covid hosp","0.25",4,"quantile"
"Central",2,2025-04-12,2025-04-26,"wk inc covid hosp","0.5",40,"quantile"
"Central",2,2025-04-12,2025-04-26,"wk inc covid hosp","0.75",79,"quantile"
"Central",2,2025-04-12,2025-04-26,"wk inc covid hosp","0.9",123,"quantile"
"Central",2,2025-04-12,2025-04-26,"wk inc covid hosp","0.975",212,"quantile"
"Central",3,2025-04-12,2025-05-03,"wk inc covid hosp","0.025",0,"quantile"
"Central",3,2025-04-12,2025-05-03,"wk inc covid hosp","0.1",0,"quantile"
"Central",3,2025-04-12,2025-05-03,"wk inc covid hosp","0.25",0,"quantile"
"Central",3,2025-04-12,2025-05-03,"wk inc covid hosp","0.5",40,"quantile"
"Central",3,2025-04-12,2025-05-03,"wk inc covid hosp","0.75",87,"quantile"
"Central",3,2025-04-12,2025-05-03,"wk inc covid hosp","0.9",140,"quantile"
"Central",3,2025-04-12,2025-05-03,"wk inc covid hosp","0.975",237,"quantile"
"East",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.025",0,"quantile"
"East",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.1",0,"quantile"
"East",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.25",16,"quantile"
"East",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.5",28,"quantile"
"East",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.75",40,"quantile"
"East",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.9",60,"quantile"
"East",0,2025-04-12,2025-04-12,"wk inc covid hosp","0.975",91,"quantile"
"East",1,2025-04-12,2025-04-19,"wk inc covid hosp","0.025",0,"quantile"
