"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-01-17,"0.025",0,2026-01-17,"wk inc covid hosp",0,"quantile"
"Central",2026-01-17,"0.1",20,2026-01-17,"wk inc covid hosp",0,"quantile"
"Central",2026-01-17,"0.25",44,2026-01-17,"wk inc covid hosp",0,"quantile"
"Central",2026-01-17,"0.5",56,2026-01-17,"wk inc covid hosp",0,"quantile"
"Central",2026-01-17,"0.75",68,2026-01-17,"wk inc covid hosp",0,"quantile"
"Central",2026-01-17,"0.9",92,2026-01-17,"wk inc covid hosp",0,"quantile"
"Central",2026-01-17,"0.975",137,2026-01-17,"wk inc covid hosp",0,"quantile"
"Central",2026-01-24,"0.025",0,2026-01-17,"wk inc covid hosp",1,"quantile"
"Central",2026-01-24,"0.1",4,2026-01-17,"wk inc covid hosp",1,"quantile"
"Central",2026-01-24,"0.25",33,2026-01-17,"wk inc covid hosp",1,"quantile"
"Central",2026-01-24,"0.5",56,2026-01-17,"wk inc covid hosp",1,"quantile"
"Central",2026-01-24,"0.75",79,2026-01-17,"wk inc covid hosp",1,"quantile"
"Central",2026-01-24,"0.9",112,2026-01-17,"wk inc covid hosp",1,"quantile"
"Central",2026-01-24,"0.975",170,2026-01-17,"wk inc covid hosp",1,"quantile"
"Central",2026-01-31,"0.025",0,2026-01-17,"wk inc covid hosp",2,"quantile"
"Central",2026-01-31,"0.1",0,2026-01-17,"wk inc covid hosp",2,"quantile"
"Central",2026-01-31,"0.25",25,2026-01-17,"wk inc covid hosp",2,"quantile"
"Central",2026-01-31,"0.5",56,2026-01-17,"wk inc covid hosp",2,"quantile"
"Central",2026-01-31,"0.75",88,2026-01-17,"wk inc covid hosp",2,"quantile"
"Central",2026-01-31,"0.9",129,2026-01-17,"wk inc covid hosp",2,"quantile"
"Central",2026-01-31,"0.975",208,2026-01-17,"wk inc covid hosp",2,"quantile"
"Central",2026-02-07,"0.025",0,2026-01-17,"wk inc covid hosp",3,"quantile"
"Central",2026-02-07,"0.1",0,2026-01-17,"wk inc covid hosp",3,"quantile"
"Central",2026-02-07,"0.25",17,2026-01-17,"wk inc covid hosp",3,"quantile"
"Central",2026-02-07,"0.5",56,2026-01-17,"wk inc covid hosp",3,"quantile"
"Central",2026-02-07,"0.75",96,2026-01-17,"wk inc covid hosp",3,"quantile"
"Central",2026-02-07,"0.9",143,2026-01-17,"wk inc covid hosp",3,"quantile"
"Central",2026-02-07,"0.975",235,2026-01-17,"wk inc covid hosp",3,"quantile"
"East",2026-01-17,"0.025",11,2026-01-17,"wk inc covid hosp",0,"quantile"
"East",2026-01-17,"0.1",47,2026-01-17,"wk inc covid hosp",0,"quantile"
"East",2026-01-17,"0.25",63,2026-01-17,"wk inc covid hosp",0,"quantile"
"East",2026-01-17,"0.5",73,2026-01-17,"wk inc covid hosp",0,"quantile"
"East",2026-01-17,"0.75",83,2026-01-17,"wk inc covid hosp",0,"quantile"
