"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"Central",0,2025-03-08,2025-03-08,"wk inc covid hosp","0.025",0,"quantile"
"Central",0,2025-03-08,2025-03-08,"wk inc covid hosp","0.1",34,"quantile"
"Central",0,2025-03-08,2025-03-08,"wk inc covid hosp","0.25",58,"quantile"
"Central",0,2025-03-08,2025-03-08,"wk inc covid hosp","0.5",74,"quantile"
"Central",0,2025-03-08,2025-03-08,"wk inc covid hosp","0.75",90,"quantile"
"Central",0,2025-03-08,2025-03-08,"wk inc covid hosp","0.9",114,"quantile"
"Central",0,2025-03-08,2025-03-08,"wk inc covid hosp","0.975",162,"quantile"
"Central",1,2025-03-08,2025-03-15,"wk inc covid hosp","0.025",0,"quantile"
"Central",1,2025-03-08,2025-03-15,"wk inc covid hosp","0.1",11,"quantile"
"Central",1,2025-03-08,2025-03-15,"wk inc covid hosp","0.25",45,"quantile"
"Central",1,2025-03-08,2025-03-15,"wk inc covid hosp","0.5",74,"quantile"
"Central",1,2025-03-08,2025-03-15,"wk inc covid hosp","0.75",104,"quantile"
"Central",1,2025-03-08,2025-03-15,"wk inc covid hosp","0.9",140,"quantile"
"Central",1,2025-03-08,2025-03-15,"wk inc covid hosp","0.975",208,"quantile"
"Central",2,2025-03-08,2025-03-22,"wk inc covid hosp","0.025",0,"quantile"
"Central",2,2025-03-08,2025-03-22,"wk inc covid hosp","0.1",0,"quantile"
"Central",2,2025-03-08,2025-03-22,"wk inc covid hosp","0.25",35,"quantile"
"Central",2,2025-03-08,2025-03-22,"wk inc covid hosp","0.5",74,"quantile"
"Central",2,2025-03-08,2025-03-22,"wk inc covid hosp","0.75",113,"quantile"
"Central",2,2025-03-08,2025-03-22,"wk inc covid hosp","0.9",158,"quantile"
"Central",2,2025-03-08,2025-03-22,"wk inc covid hosp","0.975",247,"quantile"
"Central",3,2025-03-08,2025-03-29,"wk inc covid hosp","0.025",0,"quantile"
"Central",3,2025-03-08,2025-03-29,"wk inc covid hosp","0.1",0,"quantile"
"Central",3,2025-03-08,2025-03-29,"wk inc covid hosp","0.25",27,"quantile"
"Central",3,2025-03-08,2025-03-29,"wk inc covid hosp","0.5",74,"quantile"
"Central",3,2025-03-08,2025-03-29,"wk inc covid hosp","0.75",122,"quantile"
