"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.1",124,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.25",144,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.5",156,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.75",168,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.9",188,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.975",219,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.025",62,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.1",105,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.25",134,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.5",156,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.75",178,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.9",207,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.975",251,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.025",35,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.1",93,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.25",126,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.5",156,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.75",186,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.9",219,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.975",278,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.025",15,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.1",81,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.25",120,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.5",156,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.75",192,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.9",231,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.975",301,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.025",17,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.1",32,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.25",40,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.5",45,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.75",50,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.9",58,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.975",73,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.025",11,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.1",25,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.25",36,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.5",45,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.75",54,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.9",65,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.975",79,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.025",4,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.1",20,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.25",33,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.5",45,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.75",57,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.9",70,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.975",86,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.025",0,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.1",16,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.25",31,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.5",45,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.75",59,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.9",74,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.975",91,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.025",6,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.1",16,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.25",20,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.5",23,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.75",26,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.9",30,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.975",40,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.025",1,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.1",12,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.25",18,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.5",23,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.75",28,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.9",34,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.975",45,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.025",0,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.1",8,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.25",16,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.5",23,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.75",30,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.9",38,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.975",48,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.025",0,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.1",6,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.25",15,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.5",23,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.75",31,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.9",40,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.975",52,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.025",315,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.1",480,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.25",592,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.5",658,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.75",724,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.9",836,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.975",1001,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.025",130,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.1",389,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.25",545,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.5",658,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.75",771,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.9",926,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.975",1196,"quantile"
"Ontario",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.025",0,"quantile"
"Ontario",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.1",322,"quantile"
"Ontario",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.25",503,"quantile"
"Ontario",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.5",658,"quantile"
"Ontario",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.75",813,"quantile"
"Ontario",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.9",996,"quantile"
"Ontario",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.975",1366,"quantile"
"Ontario",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.025",0,"quantile"
"Ontario",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.1",258,"quantile"
"Ontario",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.25",469,"quantile"
"Ontario",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.5",658,"quantile"
"Ontario",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.75",849,"quantile"
"Ontario",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.9",1062,"quantile"
"Ontario",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.975",1504,"quantile"
"Toronto",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.1",47,"quantile"
"Toronto",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.25",83,"quantile"
"Toronto",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.5",103,"quantile"
"Toronto",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.75",123,"quantile"
"Toronto",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.9",159,"quantile"
"Toronto",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.975",222,"quantile"
"Toronto",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.1",16,"quantile"
"Toronto",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.25",66,"quantile"
"Toronto",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.5",103,"quantile"
"Toronto",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.75",140,"quantile"
"Toronto",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.9",193,"quantile"
"Toronto",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.975",288,"quantile"
"Toronto",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.1",0,"quantile"
"Toronto",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.25",52,"quantile"
"Toronto",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.5",103,"quantile"
"Toronto",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.75",155,"quantile"
"Toronto",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.9",218,"quantile"
"Toronto",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.975",347,"quantile"
"Toronto",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.1",0,"quantile"
"Toronto",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.25",40,"quantile"
"Toronto",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.5",103,"quantile"
"Toronto",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.75",166,"quantile"
"Toronto",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.9",239,"quantile"
"Toronto",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.975",393,"quantile"
"West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.025",116,"quantile"
"West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.1",165,"quantile"
"West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.25",202,"quantile"
"West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.5",222,"quantile"
"West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.75",242,"quantile"
"West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.9",279,"quantile"
"West",0,2024-11-30,2024-11-30,"wk inc covid hosp","0.975",328,"quantile"
"West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.025",49,"quantile"
"West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.1",134,"quantile"
"West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.25",183,"quantile"
"West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.5",222,"quantile"
"West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.75",261,"quantile"
"West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.9",310,"quantile"
"West",1,2024-11-30,2024-12-07,"wk inc covid hosp","0.975",396,"quantile"
"West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.025",15,"quantile"
"West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.1",112,"quantile"
"West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.25",170,"quantile"
"West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.5",222,"quantile"
"West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.75",274,"quantile"
"West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.9",333,"quantile"
"West",2,2024-11-30,2024-12-14,"wk inc covid hosp","0.975",432,"quantile"
"West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.025",0,"quantile"
"West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.1",91,"quantile"
"West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.25",158,"quantile"
"West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.5",222,"quantile"
"West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.75",285,"quantile"
"West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.9",354,"quantile"
"West",3,2024-11-30,2024-12-21,"wk inc covid hosp","0.975",462,"quantile"
"Central",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.025",0,"quantile"
"Central",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.1",6,"quantile"
"Central",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.25",9,"quantile"
"Central",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.5",11,"quantile"
"Central",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.75",13,"quantile"
"Central",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.9",16,"quantile"
"Central",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.975",23,"quantile"
"Central",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.025",0,"quantile"
"Central",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.1",3,"quantile"
"Central",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.25",7,"quantile"
"Central",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.5",11,"quantile"
"Central",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.75",15,"quantile"
"Central",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.9",19,"quantile"
"Central",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.975",26,"quantile"
"Central",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.025",0,"quantile"
"Central",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.1",1,"quantile"
"Central",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.25",6,"quantile"
"Central",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.5",11,"quantile"
"Central",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.75",16,"quantile"
"Central",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.9",21,"quantile"
"Central",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.975",28,"quantile"
"Central",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.025",0,"quantile"
"Central",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.1",0,"quantile"
"Central",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.25",5,"quantile"
"Central",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.5",11,"quantile"
"Central",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.75",17,"quantile"
"Central",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.9",23,"quantile"
"Central",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.975",31,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.025",23,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.1",27,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.25",29,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.5",31,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.75",33,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.9",35,"quantile"
"East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.975",39,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.025",18,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.1",25,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.25",28,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.5",31,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.75",34,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.9",37,"quantile"
"East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.975",43,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.025",15,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.1",23,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.25",27,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.5",31,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.75",35,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.9",39,"quantile"
"East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.975",47,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.025",12,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.1",21,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.25",27,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.5",31,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.75",36,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.9",40,"quantile"
"East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.975",50,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.025",0,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.1",3,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.25",4,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.5",5,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.75",6,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.9",7,"quantile"
"North East",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.975",10,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.025",0,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.1",1,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.25",4,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.5",5,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.75",6,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.9",9,"quantile"
"North East",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.975",12,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.025",0,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.1",0,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.25",3,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.5",5,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.75",7,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.9",10,"quantile"
"North East",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.975",14,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.025",0,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.1",0,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.25",2,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.5",5,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.75",8,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.9",10,"quantile"
"North East",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.975",15,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.025",0,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.1",0,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.25",0,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.5",0,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.75",0,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.9",1,"quantile"
"North West",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.975",2,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.025",0,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.1",0,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.25",0,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.5",0,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.75",1,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.9",2,"quantile"
"North West",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.975",5,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.025",0,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.1",0,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.25",0,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.5",0,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.75",1,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.9",2,"quantile"
"North West",2,2024-11-30,2024-12-14,"wk inc rsv hosp","0.975",6,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.025",0,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.1",0,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.25",0,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.5",0,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.75",1,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.9",3,"quantile"
"North West",3,2024-11-30,2024-12-21,"wk inc rsv hosp","0.975",7,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.025",48,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.1",66,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.25",79,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.5",84,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.75",89,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.9",102,"quantile"
"Ontario",0,2024-11-30,2024-11-30,"wk inc rsv hosp","0.975",120,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.025",40,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.1",58,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.25",74,"quantile"
"Ontario",1,2024-11-30,2024-12-07,"wk inc rsv hosp","0.5",84,"quantile"
