reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-10,wk inc covid hosp,-1,2026-01-03,Ontario,quantile,0.025,282
2026-01-10,wk inc covid hosp,-1,2026-01-03,Ontario,quantile,0.1,302
2026-01-10,wk inc covid hosp,-1,2026-01-03,Ontario,quantile,0.25,319
2026-01-10,wk inc covid hosp,-1,2026-01-03,Ontario,quantile,0.5,339
2026-01-10,wk inc covid hosp,-1,2026-01-03,Ontario,quantile,0.75,358
2026-01-10,wk inc covid hosp,-1,2026-01-03,Ontario,quantile,0.9,376
2026-01-10,wk inc covid hosp,-1,2026-01-03,Ontario,quantile,0.975,396
2026-01-10,wk inc covid hosp,0,2026-01-10,Ontario,quantile,0.025,287
2026-01-10,wk inc covid hosp,0,2026-01-10,Ontario,quantile,0.1,306
2026-01-10,wk inc covid hosp,0,2026-01-10,Ontario,quantile,0.25,324
2026-01-10,wk inc covid hosp,0,2026-01-10,Ontario,quantile,0.5,343
2026-01-10,wk inc covid hosp,0,2026-01-10,Ontario,quantile,0.75,363
2026-01-10,wk inc covid hosp,0,2026-01-10,Ontario,quantile,0.9,380
2026-01-10,wk inc covid hosp,0,2026-01-10,Ontario,quantile,0.975,400
2026-01-10,wk inc covid hosp,1,2026-01-17,Ontario,quantile,0.025,275
2026-01-10,wk inc covid hosp,1,2026-01-17,Ontario,quantile,0.1,300
2026-01-10,wk inc covid hosp,1,2026-01-17,Ontario,quantile,0.25,322
2026-01-10,wk inc covid hosp,1,2026-01-17,Ontario,quantile,0.5,346
2026-01-10,wk inc covid hosp,1,2026-01-17,Ontario,quantile,0.75,370
2026-01-10,wk inc covid hosp,1,2026-01-17,Ontario,quantile,0.9,392
2026-01-10,wk inc covid hosp,1,2026-01-17,Ontario,quantile,0.975,417
2026-01-10,wk inc covid hosp,2,2026-01-24,Ontario,quantile,0.025,263
2026-01-10,wk inc covid hosp,2,2026-01-24,Ontario,quantile,0.1,292
2026-01-10,wk inc covid hosp,2,2026-01-24,Ontario,quantile,0.25,319
2026-01-10,wk inc covid hosp,2,2026-01-24,Ontario,quantile,0.5,348
2026-01-10,wk inc covid hosp,2,2026-01-24,Ontario,quantile,0.75,378
2026-01-10,wk inc covid hosp,2,2026-01-24,Ontario,quantile,0.9,404
2026-01-10,wk inc covid hosp,2,2026-01-24,Ontario,quantile,0.975,434
2026-01-10,wk inc covid hosp,3,2026-01-31,Ontario,quantile,0.025,252
2026-01-10,wk inc covid hosp,3,2026-01-31,Ontario,quantile,0.1,286
2026-01-10,wk inc covid hosp,3,2026-01-31,Ontario,quantile,0.25,317
2026-01-10,wk inc covid hosp,3,2026-01-31,Ontario,quantile,0.5,352
2026-01-10,wk inc covid hosp,3,2026-01-31,Ontario,quantile,0.75,386
2026-01-10,wk inc covid hosp,3,2026-01-31,Ontario,quantile,0.9,417
2026-01-10,wk inc covid hosp,3,2026-01-31,Ontario,quantile,0.975,452
2026-01-10,wk inc covid hosp,-1,2026-01-03,Central,quantile,0.025,33
2026-01-10,wk inc covid hosp,-1,2026-01-03,Central,quantile,0.1,38
2026-01-10,wk inc covid hosp,-1,2026-01-03,Central,quantile,0.25,43
2026-01-10,wk inc covid hosp,-1,2026-01-03,Central,quantile,0.5,48
2026-01-10,wk inc covid hosp,-1,2026-01-03,Central,quantile,0.75,53
2026-01-10,wk inc covid hosp,-1,2026-01-03,Central,quantile,0.9,58
2026-01-10,wk inc covid hosp,-1,2026-01-03,Central,quantile,0.975,63
2026-01-10,wk inc covid hosp,0,2026-01-10,Central,quantile,0.025,32
2026-01-10,wk inc covid hosp,0,2026-01-10,Central,quantile,0.1,37
2026-01-10,wk inc covid hosp,0,2026-01-10,Central,quantile,0.25,41
2026-01-10,wk inc covid hosp,0,2026-01-10,Central,quantile,0.5,46
2026-01-10,wk inc covid hosp,0,2026-01-10,Central,quantile,0.75,51
2026-01-10,wk inc covid hosp,0,2026-01-10,Central,quantile,0.9,56
2026-01-10,wk inc covid hosp,0,2026-01-10,Central,quantile,0.975,61
2026-01-10,wk inc covid hosp,1,2026-01-17,Central,quantile,0.025,28
2026-01-10,wk inc covid hosp,1,2026-01-17,Central,quantile,0.1,35
2026-01-10,wk inc covid hosp,1,2026-01-17,Central,quantile,0.25,40
2026-01-10,wk inc covid hosp,1,2026-01-17,Central,quantile,0.5,47
2026-01-10,wk inc covid hosp,1,2026-01-17,Central,quantile,0.75,53
2026-01-10,wk inc covid hosp,1,2026-01-17,Central,quantile,0.9,59
2026-01-10,wk inc covid hosp,1,2026-01-17,Central,quantile,0.975,65
2026-01-10,wk inc covid hosp,2,2026-01-24,Central,quantile,0.025,25
2026-01-10,wk inc covid hosp,2,2026-01-24,Central,quantile,0.1,33
2026-01-10,wk inc covid hosp,2,2026-01-24,Central,quantile,0.25,40
2026-01-10,wk inc covid hosp,2,2026-01-24,Central,quantile,0.5,47
2026-01-10,wk inc covid hosp,2,2026-01-24,Central,quantile,0.75,55
2026-01-10,wk inc covid hosp,2,2026-01-24,Central,quantile,0.9,62
2026-01-10,wk inc covid hosp,2,2026-01-24,Central,quantile,0.975,69
2026-01-10,wk inc covid hosp,3,2026-01-31,Central,quantile,0.025,22
2026-01-10,wk inc covid hosp,3,2026-01-31,Central,quantile,0.1,31
2026-01-10,wk inc covid hosp,3,2026-01-31,Central,quantile,0.25,39
2026-01-10,wk inc covid hosp,3,2026-01-31,Central,quantile,0.5,48
2026-01-10,wk inc covid hosp,3,2026-01-31,Central,quantile,0.75,56
2026-01-10,wk inc covid hosp,3,2026-01-31,Central,quantile,0.9,65
2026-01-10,wk inc covid hosp,3,2026-01-31,Central,quantile,0.975,73
2026-01-10,wk inc covid hosp,-1,2026-01-03,East,quantile,0.025,38
2026-01-10,wk inc covid hosp,-1,2026-01-03,East,quantile,0.1,48
2026-01-10,wk inc covid hosp,-1,2026-01-03,East,quantile,0.25,56
2026-01-10,wk inc covid hosp,-1,2026-01-03,East,quantile,0.5,66
2026-01-10,wk inc covid hosp,-1,2026-01-03,East,quantile,0.75,76
2026-01-10,wk inc covid hosp,-1,2026-01-03,East,quantile,0.9,84
2026-01-10,wk inc covid hosp,-1,2026-01-03,East,quantile,0.975,94
2026-01-10,wk inc covid hosp,0,2026-01-10,East,quantile,0.025,35
2026-01-10,wk inc covid hosp,0,2026-01-10,East,quantile,0.1,45
2026-01-10,wk inc covid hosp,0,2026-01-10,East,quantile,0.25,54
2026-01-10,wk inc covid hosp,0,2026-01-10,East,quantile,0.5,63
2026-01-10,wk inc covid hosp,0,2026-01-10,East,quantile,0.75,73
2026-01-10,wk inc covid hosp,0,2026-01-10,East,quantile,0.9,82
2026-01-10,wk inc covid hosp,0,2026-01-10,East,quantile,0.975,91
2026-01-10,wk inc covid hosp,1,2026-01-17,East,quantile,0.025,29
2026-01-10,wk inc covid hosp,1,2026-01-17,East,quantile,0.1,41
2026-01-10,wk inc covid hosp,1,2026-01-17,East,quantile,0.25,52
2026-01-10,wk inc covid hosp,1,2026-01-17,East,quantile,0.5,64
2026-01-10,wk inc covid hosp,1,2026-01-17,East,quantile,0.75,76
2026-01-10,wk inc covid hosp,1,2026-01-17,East,quantile,0.9,87
2026-01-10,wk inc covid hosp,1,2026-01-17,East,quantile,0.975,99
2026-01-10,wk inc covid hosp,2,2026-01-24,East,quantile,0.025,23
