reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-07,wk inc covid hosp,-1,2026-02-28,Central,quantile,0.025,48
2026-03-07,wk inc covid hosp,-1,2026-02-28,Central,quantile,0.1,49
2026-03-07,wk inc covid hosp,-1,2026-02-28,Central,quantile,0.25,49
2026-03-07,wk inc covid hosp,-1,2026-02-28,Central,quantile,0.5,51
2026-03-07,wk inc covid hosp,-1,2026-02-28,Central,quantile,0.75,53
2026-03-07,wk inc covid hosp,-1,2026-02-28,Central,quantile,0.9,53
2026-03-07,wk inc covid hosp,-1,2026-02-28,Central,quantile,0.975,54
2026-03-07,wk inc covid hosp,0,2026-03-07,Central,quantile,0.025,26
2026-03-07,wk inc covid hosp,0,2026-03-07,Central,quantile,0.1,34
2026-03-07,wk inc covid hosp,0,2026-03-07,Central,quantile,0.25,42
2026-03-07,wk inc covid hosp,0,2026-03-07,Central,quantile,0.5,51
2026-03-07,wk inc covid hosp,0,2026-03-07,Central,quantile,0.75,55
2026-03-07,wk inc covid hosp,0,2026-03-07,Central,quantile,0.9,59
2026-03-07,wk inc covid hosp,0,2026-03-07,Central,quantile,0.975,64
2026-03-07,wk inc covid hosp,1,2026-03-14,Central,quantile,0.025,15
2026-03-07,wk inc covid hosp,1,2026-03-14,Central,quantile,0.1,26
2026-03-07,wk inc covid hosp,1,2026-03-14,Central,quantile,0.25,37
2026-03-07,wk inc covid hosp,1,2026-03-14,Central,quantile,0.5,49
2026-03-07,wk inc covid hosp,1,2026-03-14,Central,quantile,0.75,55
2026-03-07,wk inc covid hosp,1,2026-03-14,Central,quantile,0.9,61
2026-03-07,wk inc covid hosp,1,2026-03-14,Central,quantile,0.975,67
2026-03-07,wk inc covid hosp,2,2026-03-21,Central,quantile,0.025,4
2026-03-07,wk inc covid hosp,2,2026-03-21,Central,quantile,0.1,19
2026-03-07,wk inc covid hosp,2,2026-03-21,Central,quantile,0.25,32
2026-03-07,wk inc covid hosp,2,2026-03-21,Central,quantile,0.5,48
2026-03-07,wk inc covid hosp,2,2026-03-21,Central,quantile,0.75,56
2026-03-07,wk inc covid hosp,2,2026-03-21,Central,quantile,0.9,63
2026-03-07,wk inc covid hosp,2,2026-03-21,Central,quantile,0.975,71
2026-03-07,wk inc covid hosp,3,2026-03-28,Central,quantile,0.025,0
2026-03-07,wk inc covid hosp,3,2026-03-28,Central,quantile,0.1,12
2026-03-07,wk inc covid hosp,3,2026-03-28,Central,quantile,0.25,28
2026-03-07,wk inc covid hosp,3,2026-03-28,Central,quantile,0.5,47
2026-03-07,wk inc covid hosp,3,2026-03-28,Central,quantile,0.75,57
2026-03-07,wk inc covid hosp,3,2026-03-28,Central,quantile,0.9,66
2026-03-07,wk inc covid hosp,3,2026-03-28,Central,quantile,0.975,75
2026-03-07,wk inc covid hosp,-1,2026-02-28,East,quantile,0.025,79
2026-03-07,wk inc covid hosp,-1,2026-02-28,East,quantile,0.1,81
2026-03-07,wk inc covid hosp,-1,2026-02-28,East,quantile,0.25,82
2026-03-07,wk inc covid hosp,-1,2026-02-28,East,quantile,0.5,84
2026-03-07,wk inc covid hosp,-1,2026-02-28,East,quantile,0.75,86
2026-03-07,wk inc covid hosp,-1,2026-02-28,East,quantile,0.9,87
2026-03-07,wk inc covid hosp,-1,2026-02-28,East,quantile,0.975,89
2026-03-07,wk inc covid hosp,0,2026-03-07,East,quantile,0.025,64
2026-03-07,wk inc covid hosp,0,2026-03-07,East,quantile,0.1,71
2026-03-07,wk inc covid hosp,0,2026-03-07,East,quantile,0.25,77
2026-03-07,wk inc covid hosp,0,2026-03-07,East,quantile,0.5,84
2026-03-07,wk inc covid hosp,0,2026-03-07,East,quantile,0.75,95
2026-03-07,wk inc covid hosp,0,2026-03-07,East,quantile,0.9,105
2026-03-07,wk inc covid hosp,0,2026-03-07,East,quantile,0.975,115
2026-03-07,wk inc covid hosp,1,2026-03-14,East,quantile,0.025,55
2026-03-07,wk inc covid hosp,1,2026-03-14,East,quantile,0.1,65
2026-03-07,wk inc covid hosp,1,2026-03-14,East,quantile,0.25,74
2026-03-07,wk inc covid hosp,1,2026-03-14,East,quantile,0.5,85
2026-03-07,wk inc covid hosp,1,2026-03-14,East,quantile,0.75,100
2026-03-07,wk inc covid hosp,1,2026-03-14,East,quantile,0.9,114
2026-03-07,wk inc covid hosp,1,2026-03-14,East,quantile,0.975,129
2026-03-07,wk inc covid hosp,2,2026-03-21,East,quantile,0.025,46
2026-03-07,wk inc covid hosp,2,2026-03-21,East,quantile,0.1,60
2026-03-07,wk inc covid hosp,2,2026-03-21,East,quantile,0.25,72
2026-03-07,wk inc covid hosp,2,2026-03-21,East,quantile,0.5,85
2026-03-07,wk inc covid hosp,2,2026-03-21,East,quantile,0.75,106
2026-03-07,wk inc covid hosp,2,2026-03-21,East,quantile,0.9,124
2026-03-07,wk inc covid hosp,2,2026-03-21,East,quantile,0.975,144
2026-03-07,wk inc covid hosp,3,2026-03-28,East,quantile,0.025,37
2026-03-07,wk inc covid hosp,3,2026-03-28,East,quantile,0.1,54
2026-03-07,wk inc covid hosp,3,2026-03-28,East,quantile,0.25,69
2026-03-07,wk inc covid hosp,3,2026-03-28,East,quantile,0.5,86
2026-03-07,wk inc covid hosp,3,2026-03-28,East,quantile,0.75,111
2026-03-07,wk inc covid hosp,3,2026-03-28,East,quantile,0.9,133
2026-03-07,wk inc covid hosp,3,2026-03-28,East,quantile,0.975,158
2026-03-07,wk inc covid hosp,-1,2026-02-28,North East,quantile,0.025,15
2026-03-07,wk inc covid hosp,-1,2026-02-28,North East,quantile,0.1,15
2026-03-07,wk inc covid hosp,-1,2026-02-28,North East,quantile,0.25,16
2026-03-07,wk inc covid hosp,-1,2026-02-28,North East,quantile,0.5,17
2026-03-07,wk inc covid hosp,-1,2026-02-28,North East,quantile,0.75,18
2026-03-07,wk inc covid hosp,-1,2026-02-28,North East,quantile,0.9,19
2026-03-07,wk inc covid hosp,-1,2026-02-28,North East,quantile,0.975,19
2026-03-07,wk inc covid hosp,0,2026-03-07,North East,quantile,0.025,6
2026-03-07,wk inc covid hosp,0,2026-03-07,North East,quantile,0.1,10
2026-03-07,wk inc covid hosp,0,2026-03-07,North East,quantile,0.25,14
2026-03-07,wk inc covid hosp,0,2026-03-07,North East,quantile,0.5,19
2026-03-07,wk inc covid hosp,0,2026-03-07,North East,quantile,0.75,24
2026-03-07,wk inc covid hosp,0,2026-03-07,North East,quantile,0.9,28
2026-03-07,wk inc covid hosp,0,2026-03-07,North East,quantile,0.975,33
2026-03-07,wk inc covid hosp,1,2026-03-14,North East,quantile,0.025,0
2026-03-07,wk inc covid hosp,1,2026-03-14,North East,quantile,0.1,7
2026-03-07,wk inc covid hosp,1,2026-03-14,North East,quantile,0.25,13
2026-03-07,wk inc covid hosp,1,2026-03-14,North East,quantile,0.5,20
2026-03-07,wk inc covid hosp,1,2026-03-14,North East,quantile,0.75,26
2026-03-07,wk inc covid hosp,1,2026-03-14,North East,quantile,0.9,32
2026-03-07,wk inc covid hosp,1,2026-03-14,North East,quantile,0.975,39
2026-03-07,wk inc covid hosp,2,2026-03-21,North East,quantile,0.025,0
2026-03-07,wk inc covid hosp,2,2026-03-21,North East,quantile,0.1,3
2026-03-07,wk inc covid hosp,2,2026-03-21,North East,quantile,0.25,11
2026-03-07,wk inc covid hosp,2,2026-03-21,North East,quantile,0.5,20
2026-03-07,wk inc covid hosp,2,2026-03-21,North East,quantile,0.75,29
2026-03-07,wk inc covid hosp,2,2026-03-21,North East,quantile,0.9,36
2026-03-07,wk inc covid hosp,2,2026-03-21,North East,quantile,0.975,45
2026-03-07,wk inc covid hosp,3,2026-03-28,North East,quantile,0.025,0
2026-03-07,wk inc covid hosp,3,2026-03-28,North East,quantile,0.1,0
2026-03-07,wk inc covid hosp,3,2026-03-28,North East,quantile,0.25,9
2026-03-07,wk inc covid hosp,3,2026-03-28,North East,quantile,0.5,20
2026-03-07,wk inc covid hosp,3,2026-03-28,North East,quantile,0.75,31
2026-03-07,wk inc covid hosp,3,2026-03-28,North East,quantile,0.9,40
2026-03-07,wk inc covid hosp,3,2026-03-28,North East,quantile,0.975,51
2026-03-07,wk inc covid hosp,-1,2026-02-28,North West,quantile,0.025,0
2026-03-07,wk inc covid hosp,-1,2026-02-28,North West,quantile,0.1,1
2026-03-07,wk inc covid hosp,-1,2026-02-28,North West,quantile,0.25,1
2026-03-07,wk inc covid hosp,-1,2026-02-28,North West,quantile,0.5,2
2026-03-07,wk inc covid hosp,-1,2026-02-28,North West,quantile,0.75,3
2026-03-07,wk inc covid hosp,-1,2026-02-28,North West,quantile,0.9,3
2026-03-07,wk inc covid hosp,-1,2026-02-28,North West,quantile,0.975,4
2026-03-07,wk inc covid hosp,0,2026-03-07,North West,quantile,0.025,0
2026-03-07,wk inc covid hosp,0,2026-03-07,North West,quantile,0.1,0
2026-03-07,wk inc covid hosp,0,2026-03-07,North West,quantile,0.25,0
2026-03-07,wk inc covid hosp,0,2026-03-07,North West,quantile,0.5,2
2026-03-07,wk inc covid hosp,0,2026-03-07,North West,quantile,0.75,3
2026-03-07,wk inc covid hosp,0,2026-03-07,North West,quantile,0.9,4
2026-03-07,wk inc covid hosp,0,2026-03-07,North West,quantile,0.975,4
2026-03-07,wk inc covid hosp,1,2026-03-14,North West,quantile,0.025,0
2026-03-07,wk inc covid hosp,1,2026-03-14,North West,quantile,0.1,0
2026-03-07,wk inc covid hosp,1,2026-03-14,North West,quantile,0.25,0
2026-03-07,wk inc covid hosp,1,2026-03-14,North West,quantile,0.5,2
2026-03-07,wk inc covid hosp,1,2026-03-14,North West,quantile,0.75,3
2026-03-07,wk inc covid hosp,1,2026-03-14,North West,quantile,0.9,4
2026-03-07,wk inc covid hosp,1,2026-03-14,North West,quantile,0.975,5
2026-03-07,wk inc covid hosp,2,2026-03-21,North West,quantile,0.025,0
2026-03-07,wk inc covid hosp,2,2026-03-21,North West,quantile,0.1,0
2026-03-07,wk inc covid hosp,2,2026-03-21,North West,quantile,0.25,0
2026-03-07,wk inc covid hosp,2,2026-03-21,North West,quantile,0.5,2
2026-03-07,wk inc covid hosp,2,2026-03-21,North West,quantile,0.75,4
2026-03-07,wk inc covid hosp,2,2026-03-21,North West,quantile,0.9,5
2026-03-07,wk inc covid hosp,2,2026-03-21,North West,quantile,0.975,6
2026-03-07,wk inc covid hosp,3,2026-03-28,North West,quantile,0.025,0
2026-03-07,wk inc covid hosp,3,2026-03-28,North West,quantile,0.1,0
2026-03-07,wk inc covid hosp,3,2026-03-28,North West,quantile,0.25,0
2026-03-07,wk inc covid hosp,3,2026-03-28,North West,quantile,0.5,2
2026-03-07,wk inc covid hosp,3,2026-03-28,North West,quantile,0.75,4
2026-03-07,wk inc covid hosp,3,2026-03-28,North West,quantile,0.9,5
2026-03-07,wk inc covid hosp,3,2026-03-28,North West,quantile,0.975,7
2026-03-07,wk inc covid hosp,-1,2026-02-28,Ontario,quantile,0.025,329
2026-03-07,wk inc covid hosp,-1,2026-02-28,Ontario,quantile,0.1,335
2026-03-07,wk inc covid hosp,-1,2026-02-28,Ontario,quantile,0.25,340
2026-03-07,wk inc covid hosp,-1,2026-02-28,Ontario,quantile,0.5,348
2026-03-07,wk inc covid hosp,-1,2026-02-28,Ontario,quantile,0.75,356
2026-03-07,wk inc covid hosp,-1,2026-02-28,Ontario,quantile,0.9,361
2026-03-07,wk inc covid hosp,-1,2026-02-28,Ontario,quantile,0.975,367
2026-03-07,wk inc covid hosp,0,2026-03-07,Ontario,quantile,0.025,250
2026-03-07,wk inc covid hosp,0,2026-03-07,Ontario,quantile,0.1,283
2026-03-07,wk inc covid hosp,0,2026-03-07,Ontario,quantile,0.25,311
2026-03-07,wk inc covid hosp,0,2026-03-07,Ontario,quantile,0.5,346
2026-03-07,wk inc covid hosp,0,2026-03-07,Ontario,quantile,0.75,384
2026-03-07,wk inc covid hosp,0,2026-03-07,Ontario,quantile,0.9,416
2026-03-07,wk inc covid hosp,0,2026-03-07,Ontario,quantile,0.975,452
2026-03-07,wk inc covid hosp,1,2026-03-14,Ontario,quantile,0.025,207
2026-03-07,wk inc covid hosp,1,2026-03-14,Ontario,quantile,0.1,253
2026-03-07,wk inc covid hosp,1,2026-03-14,Ontario,quantile,0.25,296
2026-03-07,wk inc covid hosp,1,2026-03-14,Ontario,quantile,0.5,345
2026-03-07,wk inc covid hosp,1,2026-03-14,Ontario,quantile,0.75,397
2026-03-07,wk inc covid hosp,1,2026-03-14,Ontario,quantile,0.9,444
2026-03-07,wk inc covid hosp,1,2026-03-14,Ontario,quantile,0.975,495
2026-03-07,wk inc covid hosp,2,2026-03-21,Ontario,quantile,0.025,167
2026-03-07,wk inc covid hosp,2,2026-03-21,Ontario,quantile,0.1,226
2026-03-07,wk inc covid hosp,2,2026-03-21,Ontario,quantile,0.25,280
2026-03-07,wk inc covid hosp,2,2026-03-21,Ontario,quantile,0.5,344
2026-03-07,wk inc covid hosp,2,2026-03-21,Ontario,quantile,0.75,412
2026-03-07,wk inc covid hosp,2,2026-03-21,Ontario,quantile,0.9,472
2026-03-07,wk inc covid hosp,2,2026-03-21,Ontario,quantile,0.975,539
2026-03-07,wk inc covid hosp,3,2026-03-28,Ontario,quantile,0.025,132
2026-03-07,wk inc covid hosp,3,2026-03-28,Ontario,quantile,0.1,198
2026-03-07,wk inc covid hosp,3,2026-03-28,Ontario,quantile,0.25,265
2026-03-07,wk inc covid hosp,3,2026-03-28,Ontario,quantile,0.5,342
2026-03-07,wk inc covid hosp,3,2026-03-28,Ontario,quantile,0.75,426
2026-03-07,wk inc covid hosp,3,2026-03-28,Ontario,quantile,0.9,501
2026-03-07,wk inc covid hosp,3,2026-03-28,Ontario,quantile,0.975,584
2026-03-07,wk inc covid hosp,-1,2026-02-28,Toronto,quantile,0.025,71
2026-03-07,wk inc covid hosp,-1,2026-02-28,Toronto,quantile,0.1,72
2026-03-07,wk inc covid hosp,-1,2026-02-28,Toronto,quantile,0.25,73
2026-03-07,wk inc covid hosp,-1,2026-02-28,Toronto,quantile,0.5,75
2026-03-07,wk inc covid hosp,-1,2026-02-28,Toronto,quantile,0.75,77
2026-03-07,wk inc covid hosp,-1,2026-02-28,Toronto,quantile,0.9,78
2026-03-07,wk inc covid hosp,-1,2026-02-28,Toronto,quantile,0.975,79
2026-03-07,wk inc covid hosp,0,2026-03-07,Toronto,quantile,0.025,61
2026-03-07,wk inc covid hosp,0,2026-03-07,Toronto,quantile,0.1,66
2026-03-07,wk inc covid hosp,0,2026-03-07,Toronto,quantile,0.25,70
2026-03-07,wk inc covid hosp,0,2026-03-07,Toronto,quantile,0.5,75
2026-03-07,wk inc covid hosp,0,2026-03-07,Toronto,quantile,0.75,83
2026-03-07,wk inc covid hosp,0,2026-03-07,Toronto,quantile,0.9,90
2026-03-07,wk inc covid hosp,0,2026-03-07,Toronto,quantile,0.975,97
2026-03-07,wk inc covid hosp,1,2026-03-14,Toronto,quantile,0.025,55
2026-03-07,wk inc covid hosp,1,2026-03-14,Toronto,quantile,0.1,62
2026-03-07,wk inc covid hosp,1,2026-03-14,Toronto,quantile,0.25,68
2026-03-07,wk inc covid hosp,1,2026-03-14,Toronto,quantile,0.5,76
2026-03-07,wk inc covid hosp,1,2026-03-14,Toronto,quantile,0.75,87
2026-03-07,wk inc covid hosp,1,2026-03-14,Toronto,quantile,0.9,96
2026-03-07,wk inc covid hosp,1,2026-03-14,Toronto,quantile,0.975,107
2026-03-07,wk inc covid hosp,2,2026-03-21,Toronto,quantile,0.025,48
2026-03-07,wk inc covid hosp,2,2026-03-21,Toronto,quantile,0.1,58
