reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-04-18,wk inc covid hosp,-1,2026-04-11,Central,quantile,0.025,30
2026-04-18,wk inc covid hosp,-1,2026-04-11,Central,quantile,0.1,37
2026-04-18,wk inc covid hosp,-1,2026-04-11,Central,quantile,0.25,43
2026-04-18,wk inc covid hosp,-1,2026-04-11,Central,quantile,0.5,49
2026-04-18,wk inc covid hosp,-1,2026-04-11,Central,quantile,0.75,55
2026-04-18,wk inc covid hosp,-1,2026-04-11,Central,quantile,0.9,62
2026-04-18,wk inc covid hosp,-1,2026-04-11,Central,quantile,0.975,70
2026-04-18,wk inc covid hosp,0,2026-04-18,Central,quantile,0.025,16
2026-04-18,wk inc covid hosp,0,2026-04-18,Central,quantile,0.1,27
2026-04-18,wk inc covid hosp,0,2026-04-18,Central,quantile,0.25,33
2026-04-18,wk inc covid hosp,0,2026-04-18,Central,quantile,0.5,39
2026-04-18,wk inc covid hosp,0,2026-04-18,Central,quantile,0.75,46
2026-04-18,wk inc covid hosp,0,2026-04-18,Central,quantile,0.9,53
2026-04-18,wk inc covid hosp,0,2026-04-18,Central,quantile,0.975,62
2026-04-18,wk inc covid hosp,1,2026-04-25,Central,quantile,0.025,19
2026-04-18,wk inc covid hosp,1,2026-04-25,Central,quantile,0.1,28
2026-04-18,wk inc covid hosp,1,2026-04-25,Central,quantile,0.25,33
2026-04-18,wk inc covid hosp,1,2026-04-25,Central,quantile,0.5,39
2026-04-18,wk inc covid hosp,1,2026-04-25,Central,quantile,0.75,46
2026-04-18,wk inc covid hosp,1,2026-04-25,Central,quantile,0.9,54
2026-04-18,wk inc covid hosp,1,2026-04-25,Central,quantile,0.975,65
2026-04-18,wk inc covid hosp,2,2026-05-02,Central,quantile,0.025,20
2026-04-18,wk inc covid hosp,2,2026-05-02,Central,quantile,0.1,27
2026-04-18,wk inc covid hosp,2,2026-05-02,Central,quantile,0.25,32
2026-04-18,wk inc covid hosp,2,2026-05-02,Central,quantile,0.5,37
2026-04-18,wk inc covid hosp,2,2026-05-02,Central,quantile,0.75,43
2026-04-18,wk inc covid hosp,2,2026-05-02,Central,quantile,0.9,50
2026-04-18,wk inc covid hosp,2,2026-05-02,Central,quantile,0.975,61
2026-04-18,wk inc covid hosp,3,2026-05-09,Central,quantile,0.025,10
2026-04-18,wk inc covid hosp,3,2026-05-09,Central,quantile,0.1,21
2026-04-18,wk inc covid hosp,3,2026-05-09,Central,quantile,0.25,27
2026-04-18,wk inc covid hosp,3,2026-05-09,Central,quantile,0.5,32
2026-04-18,wk inc covid hosp,3,2026-05-09,Central,quantile,0.75,39
2026-04-18,wk inc covid hosp,3,2026-05-09,Central,quantile,0.9,47
2026-04-18,wk inc covid hosp,3,2026-05-09,Central,quantile,0.975,63
2026-04-18,wk inc covid hosp,-1,2026-04-11,East,quantile,0.025,24
2026-04-18,wk inc covid hosp,-1,2026-04-11,East,quantile,0.1,33
2026-04-18,wk inc covid hosp,-1,2026-04-11,East,quantile,0.25,40
