reference_date,target,horizon,taplerget_end_date,location,output_type,output_type_id,value
2026-03-14,wk inc rsv hosp,1,2026-03-21,Central,quantile,0.75,42
2026-03-14,wk inc rsv hosp,1,2026-03-21,Central,quantile,0.9,45
2026-03-14,wk inc rsv hosp,1,2026-03-21,Central,quantile,0.975,48
2026-03-14,wk inc rsv hosp,2,2026-03-28,Central,quantile,0.025,30
2026-03-14,wk inc rsv hosp,2,2026-03-28,Central,quantile,0.1,35
2026-03-14,wk inc rsv hosp,2,2026-03-28,Central,quantile,0.25,37
2026-03-14,wk inc rsv hosp,2,2026-03-28,Central,quantile,0.5,41
2026-03-14,wk inc rsv hosp,2,2026-03-28,Central,quantile,0.75,44
2026-03-14,wk inc rsv hosp,2,2026-03-28,Central,quantile,0.9,47
2026-03-14,wk inc rsv hosp,2,2026-03-28,Central,quantile,0.975,53
2026-03-14,wk inc rsv hosp,3,2026-04-04,Central,quantile,0.025,29
2026-03-14,wk inc rsv hosp,3,2026-04-04,Central,quantile,0.1,34
2026-03-14,wk inc rsv hosp,3,2026-04-04,Central,quantile,0.25,37
2026-03-14,wk inc rsv hosp,3,2026-04-04,Central,quantile,0.5,41
2026-03-14,wk inc rsv hosp,3,2026-04-04,Central,quantile,0.75,44
2026-03-14,wk inc rsv hosp,3,2026-04-04,Central,quantile,0.9,48
2026-03-14,wk inc rsv hosp,3,2026-04-04,Central,quantile,0.975,53
2026-03-14,wk inc rsv hosp,-1,2026-03-07,East,quantile,0.025,35
2026-03-14,wk inc rsv hosp,-1,2026-03-07,East,quantile,0.1,38
2026-03-14,wk inc rsv hosp,-1,2026-03-07,East,quantile,0.25,41
2026-03-14,wk inc rsv hosp,-1,2026-03-07,East,quantile,0.5,44
2026-03-14,wk inc rsv hosp,-1,2026-03-07,East,quantile,0.75,47
2026-03-14,wk inc rsv hosp,-1,2026-03-07,East,quantile,0.9,50
2026-03-14,wk inc rsv hosp,-1,2026-03-07,East,quantile,0.975,54
2026-03-14,wk inc rsv hosp,0,2026-03-14,East,quantile,0.025,35
2026-03-14,wk inc rsv hosp,0,2026-03-14,East,quantile,0.1,40
2026-03-14,wk inc rsv hosp,0,2026-03-14,East,quantile,0.25,44
2026-03-14,wk inc rsv hosp,0,2026-03-14,East,quantile,0.5,47
2026-03-14,wk inc rsv hosp,0,2026-03-14,East,quantile,0.75,51
2026-03-14,wk inc rsv hosp,0,2026-03-14,East,quantile,0.9,55
2026-03-14,wk inc rsv hosp,0,2026-03-14,East,quantile,0.975,59
2026-03-14,wk inc rsv hosp,1,2026-03-21,East,quantile,0.025,37
2026-03-14,wk inc rsv hosp,1,2026-03-21,East,quantile,0.1,41
2026-03-14,wk inc rsv hosp,1,2026-03-21,East,quantile,0.25,44
2026-03-14,wk inc rsv hosp,1,2026-03-21,East,quantile,0.5,48
2026-03-14,wk inc rsv hosp,1,2026-03-21,East,quantile,0.75,51
2026-03-14,wk inc rsv hosp,1,2026-03-21,East,quantile,0.9,55
2026-03-14,wk inc rsv hosp,1,2026-03-21,East,quantile,0.975,59
2026-03-14,wk inc rsv hosp,2,2026-03-28,East,quantile,0.025,37
2026-03-14,wk inc rsv hosp,2,2026-03-28,East,quantile,0.1,42
2026-03-14,wk inc rsv hosp,2,2026-03-28,East,quantile,0.25,45
2026-03-14,wk inc rsv hosp,2,2026-03-28,East,quantile,0.5,49
2026-03-14,wk inc rsv hosp,2,2026-03-28,East,quantile,0.75,52
2026-03-14,wk inc rsv hosp,2,2026-03-28,East,quantile,0.9,56
2026-03-14,wk inc rsv hosp,2,2026-03-28,East,quantile,0.975,62
2026-03-14,wk inc rsv hosp,3,2026-04-04,East,quantile,0.025,37
2026-03-14,wk inc rsv hosp,3,2026-04-04,East,quantile,0.1,42
2026-03-14,wk inc rsv hosp,3,2026-04-04,East,quantile,0.25,46
2026-03-14,wk inc rsv hosp,3,2026-04-04,East,quantile,0.5,50
2026-03-14,wk inc rsv hosp,3,2026-04-04,East,quantile,0.75,54
2026-03-14,wk inc rsv hosp,3,2026-04-04,East,quantile,0.9,58
2026-03-14,wk inc rsv hosp,3,2026-04-04,East,quantile,0.975,64
2026-03-14,wk inc rsv hosp,-1,2026-03-07,North East,quantile,0.025,4
2026-03-14,wk inc rsv hosp,-1,2026-03-07,North East,quantile,0.1,5
2026-03-14,wk inc rsv hosp,-1,2026-03-07,North East,quantile,0.25,7
2026-03-14,wk inc rsv hosp,-1,2026-03-07,North East,quantile,0.5,8
2026-03-14,wk inc rsv hosp,-1,2026-03-07,North East,quantile,0.75,9
2026-03-14,wk inc rsv hosp,-1,2026-03-07,North East,quantile,0.9,10
2026-03-14,wk inc rsv hosp,-1,2026-03-07,North East,quantile,0.975,12
2026-03-14,wk inc rsv hosp,0,2026-03-14,North East,quantile,0.025,2
2026-03-14,wk inc rsv hosp,0,2026-03-14,North East,quantile,0.1,4
2026-03-14,wk inc rsv hosp,0,2026-03-14,North East,quantile,0.25,6
2026-03-14,wk inc rsv hosp,0,2026-03-14,North East,quantile,0.5,8
2026-03-14,wk inc rsv hosp,0,2026-03-14,North East,quantile,0.75,9
2026-03-14,wk inc rsv hosp,0,2026-03-14,North East,quantile,0.9,11
2026-03-14,wk inc rsv hosp,0,2026-03-14,North East,quantile,0.975,13
2026-03-14,wk inc rsv hosp,1,2026-03-21,North East,quantile,0.025,2
2026-03-14,wk inc rsv hosp,1,2026-03-21,North East,quantile,0.1,5
2026-03-14,wk inc rsv hosp,1,2026-03-21,North East,quantile,0.25,7
2026-03-14,wk inc rsv hosp,1,2026-03-21,North East,quantile,0.5,8
2026-03-14,wk inc rsv hosp,1,2026-03-21,North East,quantile,0.75,10
2026-03-14,wk inc rsv hosp,1,2026-03-21,North East,quantile,0.9,11
2026-03-14,wk inc rsv hosp,1,2026-03-21,North East,quantile,0.975,13
2026-03-14,wk inc rsv hosp,2,2026-03-28,North East,quantile,0.025,5
2026-03-14,wk inc rsv hosp,2,2026-03-28,North East,quantile,0.1,7
2026-03-14,wk inc rsv hosp,2,2026-03-28,North East,quantile,0.25,8
2026-03-14,wk inc rsv hosp,2,2026-03-28,North East,quantile,0.5,9
2026-03-14,wk inc rsv hosp,2,2026-03-28,North East,quantile,0.75,11
2026-03-14,wk inc rsv hosp,2,2026-03-28,North East,quantile,0.9,12
2026-03-14,wk inc rsv hosp,2,2026-03-28,North East,quantile,0.975,15
2026-03-14,wk inc rsv hosp,3,2026-04-04,North East,quantile,0.025,4
2026-03-14,wk inc rsv hosp,3,2026-04-04,North East,quantile,0.1,6
2026-03-14,wk inc rsv hosp,3,2026-04-04,North East,quantile,0.25,8
2026-03-14,wk inc rsv hosp,3,2026-04-04,North East,quantile,0.5,9
2026-03-14,wk inc rsv hosp,3,2026-04-04,North East,quantile,0.75,11
2026-03-14,wk inc rsv hosp,3,2026-04-04,North East,quantile,0.9,12
2026-03-14,wk inc rsv hosp,3,2026-04-04,North East,quantile,0.975,14
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Ontario,quantile,0.025,183
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Ontario,quantile,0.1,191
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Ontario,quantile,0.25,199
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Ontario,quantile,0.5,209
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Ontario,quantile,0.75,218
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Ontario,quantile,0.9,227
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Ontario,quantile,0.975,236
2026-03-14,wk inc rsv hosp,0,2026-03-14,Ontario,quantile,0.025,175
2026-03-14,wk inc rsv hosp,0,2026-03-14,Ontario,quantile,0.1,195
2026-03-14,wk inc rsv hosp,0,2026-03-14,Ontario,quantile,0.25,211
2026-03-14,wk inc rsv hosp,0,2026-03-14,Ontario,quantile,0.5,228
2026-03-14,wk inc rsv hosp,0,2026-03-14,Ontario,quantile,0.75,242
2026-03-14,wk inc rsv hosp,0,2026-03-14,Ontario,quantile,0.9,258
2026-03-14,wk inc rsv hosp,0,2026-03-14,Ontario,quantile,0.975,281
2026-03-14,wk inc rsv hosp,1,2026-03-21,Ontario,quantile,0.025,172
2026-03-14,wk inc rsv hosp,1,2026-03-21,Ontario,quantile,0.1,198
2026-03-14,wk inc rsv hosp,1,2026-03-21,Ontario,quantile,0.25,215
2026-03-14,wk inc rsv hosp,1,2026-03-21,Ontario,quantile,0.5,232
2026-03-14,wk inc rsv hosp,1,2026-03-21,Ontario,quantile,0.75,248
2026-03-14,wk inc rsv hosp,1,2026-03-21,Ontario,quantile,0.9,261
2026-03-14,wk inc rsv hosp,1,2026-03-21,Ontario,quantile,0.975,284
2026-03-14,wk inc rsv hosp,2,2026-03-28,Ontario,quantile,0.025,191
2026-03-14,wk inc rsv hosp,2,2026-03-28,Ontario,quantile,0.1,213
2026-03-14,wk inc rsv hosp,2,2026-03-28,Ontario,quantile,0.25,230
2026-03-14,wk inc rsv hosp,2,2026-03-28,Ontario,quantile,0.5,248
2026-03-14,wk inc rsv hosp,2,2026-03-28,Ontario,quantile,0.75,266
2026-03-14,wk inc rsv hosp,2,2026-03-28,Ontario,quantile,0.9,288
2026-03-14,wk inc rsv hosp,2,2026-03-28,Ontario,quantile,0.975,342
2026-03-14,wk inc rsv hosp,3,2026-04-04,Ontario,quantile,0.025,160
2026-03-14,wk inc rsv hosp,3,2026-04-04,Ontario,quantile,0.1,203
2026-03-14,wk inc rsv hosp,3,2026-04-04,Ontario,quantile,0.25,224
2026-03-14,wk inc rsv hosp,3,2026-04-04,Ontario,quantile,0.5,245
2026-03-14,wk inc rsv hosp,3,2026-04-04,Ontario,quantile,0.75,265
2026-03-14,wk inc rsv hosp,3,2026-04-04,Ontario,quantile,0.9,282
2026-03-14,wk inc rsv hosp,3,2026-04-04,Ontario,quantile,0.975,311
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Toronto,quantile,0.025,52
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Toronto,quantile,0.1,56
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Toronto,quantile,0.25,58
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Toronto,quantile,0.5,62
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Toronto,quantile,0.75,66
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Toronto,quantile,0.9,70
2026-03-14,wk inc rsv hosp,-1,2026-03-07,Toronto,quantile,0.975,73
2026-03-14,wk inc rsv hosp,0,2026-03-14,Toronto,quantile,0.025,51
2026-03-14,wk inc rsv hosp,0,2026-03-14,Toronto,quantile,0.1,58
2026-03-14,wk inc rsv hosp,0,2026-03-14,Toronto,quantile,0.25,63
2026-03-14,wk inc rsv hosp,0,2026-03-14,Toronto,quantile,0.5,68
2026-03-14,wk inc rsv hosp,0,2026-03-14,Toronto,quantile,0.75,72
2026-03-14,wk inc rsv hosp,0,2026-03-14,Toronto,quantile,0.9,77
2026-03-14,wk inc rsv hosp,0,2026-03-14,Toronto,quantile,0.975,84
2026-03-14,wk inc rsv hosp,1,2026-03-21,Toronto,quantile,0.025,50
2026-03-14,wk inc rsv hosp,1,2026-03-21,Toronto,quantile,0.1,57
2026-03-14,wk inc rsv hosp,1,2026-03-21,Toronto,quantile,0.25,64
2026-03-14,wk inc rsv hosp,1,2026-03-21,Toronto,quantile,0.5,69
2026-03-14,wk inc rsv hosp,1,2026-03-21,Toronto,quantile,0.75,74
2026-03-14,wk inc rsv hosp,1,2026-03-21,Toronto,quantile,0.9,79
2026-03-14,wk inc rsv hosp,1,2026-03-21,Toronto,quantile,0.975,85
2026-03-14,wk inc rsv hosp,2,2026-03-28,Toronto,quantile,0.025,56
2026-03-14,wk inc rsv hosp,2,2026-03-28,Toronto,quantile,0.1,63
2026-03-14,wk inc rsv hosp,2,2026-03-28,Toronto,quantile,0.25,69
2026-03-14,wk inc rsv hosp,2,2026-03-28,Toronto,quantile,0.5,74
2026-03-14,wk inc rsv hosp,2,2026-03-28,Toronto,quantile,0.75,80
2026-03-14,wk inc rsv hosp,2,2026-03-28,Toronto,quantile,0.9,85
2026-03-14,wk inc rsv hosp,2,2026-03-28,Toronto,quantile,0.975,97
2026-03-14,wk inc rsv hosp,3,2026-04-04,Toronto,quantile,0.025,49
2026-03-14,wk inc rsv hosp,3,2026-04-04,Toronto,quantile,0.1,61
2026-03-14,wk inc rsv hosp,3,2026-04-04,Toronto,quantile,0.25,67
2026-03-14,wk inc rsv hosp,3,2026-04-04,Toronto,quantile,0.5,73
2026-03-14,wk inc rsv hosp,3,2026-04-04,Toronto,quantile,0.75,79
2026-03-14,wk inc rsv hosp,3,2026-04-04,Toronto,quantile,0.9,84
2026-03-14,wk inc rsv hosp,3,2026-04-04,Toronto,quantile,0.975,91
2026-03-14,wk inc rsv hosp,-1,2026-03-07,West,quantile,0.025,48
2026-03-14,wk inc rsv hosp,-1,2026-03-07,West,quantile,0.1,51
2026-03-14,wk inc rsv hosp,-1,2026-03-07,West,quantile,0.25,54
2026-03-14,wk inc rsv hosp,-1,2026-03-07,West,quantile,0.5,57
2026-03-14,wk inc rsv hosp,-1,2026-03-07,West,quantile,0.75,60
2026-03-14,wk inc rsv hosp,-1,2026-03-07,West,quantile,0.9,63
2026-03-14,wk inc rsv hosp,-1,2026-03-07,West,quantile,0.975,67
2026-03-14,wk inc rsv hosp,0,2026-03-14,West,quantile,0.025,46
2026-03-14,wk inc rsv hosp,0,2026-03-14,West,quantile,0.1,54
2026-03-14,wk inc rsv hosp,0,2026-03-14,West,quantile,0.25,58
2026-03-14,wk inc rsv hosp,0,2026-03-14,West,quantile,0.5,63
2026-03-14,wk inc rsv hosp,0,2026-03-14,West,quantile,0.75,66
2026-03-14,wk inc rsv hosp,0,2026-03-14,West,quantile,0.9,70
2026-03-14,wk inc rsv hosp,0,2026-03-14,West,quantile,0.975,76
2026-03-14,wk inc rsv hosp,1,2026-03-21,West,quantile,0.025,47
2026-03-14,wk inc rsv hosp,1,2026-03-21,West,quantile,0.1,55
2026-03-14,wk inc rsv hosp,1,2026-03-21,West,quantile,0.25,60
2026-03-14,wk inc rsv hosp,1,2026-03-21,West,quantile,0.5,65
2026-03-14,wk inc rsv hosp,1,2026-03-21,West,quantile,0.75,69
2026-03-14,wk inc rsv hosp,1,2026-03-21,West,quantile,0.9,72
2026-03-14,wk inc rsv hosp,1,2026-03-21,West,quantile,0.975,77
2026-03-14,wk inc rsv hosp,2,2026-03-28,West,quantile,0.025,53
2026-03-14,wk inc rsv hosp,2,2026-03-28,West,quantile,0.1,59
2026-03-14,wk inc rsv hosp,2,2026-03-28,West,quantile,0.25,63
2026-03-14,wk inc rsv hosp,2,2026-03-28,West,quantile,0.5,68
2026-03-14,wk inc rsv hosp,2,2026-03-28,West,quantile,0.75,72
2026-03-14,wk inc rsv hosp,2,2026-03-28,West,quantile,0.9,76
2026-03-14,wk inc rsv hosp,2,2026-03-28,West,quantile,0.975,85
2026-03-14,wk inc rsv hosp,3,2026-04-04,West,quantile,0.025,51
2026-03-14,wk inc rsv hosp,3,2026-04-04,West,quantile,0.1,59
2026-03-14,wk inc rsv hosp,3,2026-04-04,West,quantile,0.25,64
2026-03-14,wk inc rsv hosp,3,2026-04-04,West,quantile,0.5,68
2026-03-14,wk inc rsv hosp,3,2026-04-04,West,quantile,0.75,73
2026-03-14,wk inc rsv hosp,3,2026-04-04,West,quantile,0.9,77
2026-03-14,wk inc rsv hosp,3,2026-04-04,West,quantile,0.975,85
