"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-02-07,"0.025",37,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.1",48,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.25",51,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.5",52,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.75",53,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.9",55,2026-02-07,"wk inc covid hosp",0,"quantile"
"Central",2026-02-07,"0.975",67,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.025",51,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.1",63,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.25",65,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.5",66,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.75",68,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.9",70,2026-02-07,"wk inc covid hosp",0,"quantile"
"East",2026-02-07,"0.975",82,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.025",4,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.1",16,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.25",18,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.5",19,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.75",21,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.9",23,2026-02-07,"wk inc covid hosp",0,"quantile"
"North East",2026-02-07,"0.975",35,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.025",0,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.1",0,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.25",1,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.5",2,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.75",3,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.9",5,2026-02-07,"wk inc covid hosp",0,"quantile"
"North West",2026-02-07,"0.975",17,2026-02-07,"wk inc covid hosp",0,"quantile"
"Ontario",2026-02-07,"0.025",283,2026-02-07,"wk inc covid hosp",0,"quantile"
"Ontario",2026-02-07,"0.1",295,2026-02-07,"wk inc covid hosp",0,"quantile"
