reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2024-12-28,wk inc covid hosp,-1,Central,2024-12-21,quantile,0.025,74
2024-12-28,wk inc covid hosp,-1,Central,2024-12-21,quantile,0.1,110
2024-12-28,wk inc covid hosp,-1,Central,2024-12-21,quantile,0.25,158
2024-12-28,wk inc covid hosp,-1,Central,2024-12-21,quantile,0.5,168
2024-12-28,wk inc covid hosp,-1,Central,2024-12-21,quantile,0.75,187
2024-12-28,wk inc covid hosp,-1,Central,2024-12-21,quantile,0.9,195
2024-12-28,wk inc covid hosp,-1,Central,2024-12-21,quantile,0.975,198
2024-12-28,wk inc covid hosp,0,Central,2024-12-28,quantile,0.025,109
2024-12-28,wk inc covid hosp,0,Central,2024-12-28,quantile,0.1,122
2024-12-28,wk inc covid hosp,0,Central,2024-12-28,quantile,0.25,145
2024-12-28,wk inc covid hosp,0,Central,2024-12-28,quantile,0.5,231
2024-12-28,wk inc covid hosp,0,Central,2024-12-28,quantile,0.75,335
2024-12-28,wk inc covid hosp,0,Central,2024-12-28,quantile,0.9,357
2024-12-28,wk inc covid hosp,0,Central,2024-12-28,quantile,0.975,363
2024-12-28,wk inc covid hosp,1,Central,2025-01-04,quantile,0.025,155
2024-12-28,wk inc covid hosp,1,Central,2025-01-04,quantile,0.1,202
2024-12-28,wk inc covid hosp,1,Central,2025-01-04,quantile,0.25,272
2024-12-28,wk inc covid hosp,1,Central,2025-01-04,quantile,0.5,335
2024-12-28,wk inc covid hosp,1,Central,2025-01-04,quantile,0.75,457
2024-12-28,wk inc covid hosp,1,Central,2025-01-04,quantile,0.9,533
2024-12-28,wk inc covid hosp,1,Central,2025-01-04,quantile,0.975,570
2024-12-28,wk inc covid hosp,2,Central,2025-01-11,quantile,0.025,343
2024-12-28,wk inc covid hosp,2,Central,2025-01-11,quantile,0.1,359
2024-12-28,wk inc covid hosp,2,Central,2025-01-11,quantile,0.25,393
2024-12-28,wk inc covid hosp,2,Central,2025-01-11,quantile,0.5,460
2024-12-28,wk inc covid hosp,2,Central,2025-01-11,quantile,0.75,500
2024-12-28,wk inc covid hosp,2,Central,2025-01-11,quantile,0.9,514
2024-12-28,wk inc covid hosp,2,Central,2025-01-11,quantile,0.975,522
2024-12-28,wk inc covid hosp,3,Central,2025-01-18,quantile,0.025,151
2024-12-28,wk inc covid hosp,3,Central,2025-01-18,quantile,0.1,243
2024-12-28,wk inc covid hosp,3,Central,2025-01-18,quantile,0.25,379
2024-12-28,wk inc covid hosp,3,Central,2025-01-18,quantile,0.5,449
2024-12-28,wk inc covid hosp,3,Central,2025-01-18,quantile,0.75,483
2024-12-28,wk inc covid hosp,3,Central,2025-01-18,quantile,0.9,518
2024-12-28,wk inc covid hosp,3,Central,2025-01-18,quantile,0.975,543
2024-12-28,wk inc flu hosp,-1,Central,2024-12-21,quantile,0.025,26
2024-12-28,wk inc flu hosp,-1,Central,2024-12-21,quantile,0.1,31
2024-12-28,wk inc flu hosp,-1,Central,2024-12-21,quantile,0.25,39
2024-12-28,wk inc flu hosp,-1,Central,2024-12-21,quantile,0.5,55
2024-12-28,wk inc flu hosp,-1,Central,2024-12-21,quantile,0.75,77
2024-12-28,wk inc flu hosp,-1,Central,2024-12-21,quantile,0.9,82
2024-12-28,wk inc flu hosp,-1,Central,2024-12-21,quantile,0.975,83
2024-12-28,wk inc flu hosp,0,Central,2024-12-28,quantile,0.025,59
2024-12-28,wk inc flu hosp,0,Central,2024-12-28,quantile,0.1,59
2024-12-28,wk inc flu hosp,0,Central,2024-12-28,quantile,0.25,64
2024-12-28,wk inc flu hosp,0,Central,2024-12-28,quantile,0.5,79
2024-12-28,wk inc flu hosp,0,Central,2024-12-28,quantile,0.75,83
2024-12-28,wk inc flu hosp,0,Central,2024-12-28,quantile,0.9,90
2024-12-28,wk inc flu hosp,0,Central,2024-12-28,quantile,0.975,95
2024-12-28,wk inc flu hosp,1,Central,2025-01-04,quantile,0.025,37
2024-12-28,wk inc flu hosp,1,Central,2025-01-04,quantile,0.1,41
2024-12-28,wk inc flu hosp,1,Central,2025-01-04,quantile,0.25,52
2024-12-28,wk inc flu hosp,1,Central,2025-01-04,quantile,0.5,68
2024-12-28,wk inc flu hosp,1,Central,2025-01-04,quantile,0.75,75
2024-12-28,wk inc flu hosp,1,Central,2025-01-04,quantile,0.9,77
2024-12-28,wk inc flu hosp,1,Central,2025-01-04,quantile,0.975,78
2024-12-28,wk inc flu hosp,2,Central,2025-01-11,quantile,0.025,36
2024-12-28,wk inc flu hosp,2,Central,2025-01-11,quantile,0.1,39
2024-12-28,wk inc flu hosp,2,Central,2025-01-11,quantile,0.25,46
2024-12-28,wk inc flu hosp,2,Central,2025-01-11,quantile,0.5,60
2024-12-28,wk inc flu hosp,2,Central,2025-01-11,quantile,0.75,71
2024-12-28,wk inc flu hosp,2,Central,2025-01-11,quantile,0.9,77
2024-12-28,wk inc flu hosp,2,Central,2025-01-11,quantile,0.975,79
2024-12-28,wk inc flu hosp,3,Central,2025-01-18,quantile,0.025,24
2024-12-28,wk inc flu hosp,3,Central,2025-01-18,quantile,0.1,25
2024-12-28,wk inc flu hosp,3,Central,2025-01-18,quantile,0.25,31
2024-12-28,wk inc flu hosp,3,Central,2025-01-18,quantile,0.5,44
2024-12-28,wk inc flu hosp,3,Central,2025-01-18,quantile,0.75,47
2024-12-28,wk inc flu hosp,3,Central,2025-01-18,quantile,0.9,54
2024-12-28,wk inc flu hosp,3,Central,2025-01-18,quantile,0.975,60
