reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-03-08,wk inc covid hosp,-1,Central,2025-03-01,quantile,0.025,0
2025-03-08,wk inc covid hosp,-1,Central,2025-03-01,quantile,0.1,0
2025-03-08,wk inc covid hosp,-1,Central,2025-03-01,quantile,0.25,0
2025-03-08,wk inc covid hosp,-1,Central,2025-03-01,quantile,0.5,73
2025-03-08,wk inc covid hosp,-1,Central,2025-03-01,quantile,0.75,294
2025-03-08,wk inc covid hosp,-1,Central,2025-03-01,quantile,0.9,404
2025-03-08,wk inc covid hosp,-1,Central,2025-03-01,quantile,0.975,451
2025-03-08,wk inc covid hosp,0,Central,2025-03-08,quantile,0.025,0
2025-03-08,wk inc covid hosp,0,Central,2025-03-08,quantile,0.1,0
2025-03-08,wk inc covid hosp,0,Central,2025-03-08,quantile,0.25,0
2025-03-08,wk inc covid hosp,0,Central,2025-03-08,quantile,0.5,29
2025-03-08,wk inc covid hosp,0,Central,2025-03-08,quantile,0.75,257
2025-03-08,wk inc covid hosp,0,Central,2025-03-08,quantile,0.9,371
2025-03-08,wk inc covid hosp,0,Central,2025-03-08,quantile,0.975,419
2025-03-08,wk inc covid hosp,1,Central,2025-03-15,quantile,0.025,0
2025-03-08,wk inc covid hosp,1,Central,2025-03-15,quantile,0.1,0
2025-03-08,wk inc covid hosp,1,Central,2025-03-15,quantile,0.25,0
2025-03-08,wk inc covid hosp,1,Central,2025-03-15,quantile,0.5,46
2025-03-08,wk inc covid hosp,1,Central,2025-03-15,quantile,0.75,269
2025-03-08,wk inc covid hosp,1,Central,2025-03-15,quantile,0.9,380
2025-03-08,wk inc covid hosp,1,Central,2025-03-15,quantile,0.975,427
2025-03-08,wk inc covid hosp,2,Central,2025-03-22,quantile,0.025,0
2025-03-08,wk inc covid hosp,2,Central,2025-03-22,quantile,0.1,0
2025-03-08,wk inc covid hosp,2,Central,2025-03-22,quantile,0.25,0
2025-03-08,wk inc covid hosp,2,Central,2025-03-22,quantile,0.5,61
2025-03-08,wk inc covid hosp,2,Central,2025-03-22,quantile,0.75,277
2025-03-08,wk inc covid hosp,2,Central,2025-03-22,quantile,0.9,385
2025-03-08,wk inc covid hosp,2,Central,2025-03-22,quantile,0.975,430
2025-03-08,wk inc covid hosp,3,Central,2025-03-29,quantile,0.025,0
2025-03-08,wk inc covid hosp,3,Central,2025-03-29,quantile,0.1,0
2025-03-08,wk inc covid hosp,3,Central,2025-03-29,quantile,0.25,0
2025-03-08,wk inc covid hosp,3,Central,2025-03-29,quantile,0.5,68
2025-03-08,wk inc covid hosp,3,Central,2025-03-29,quantile,0.75,293
2025-03-08,wk inc covid hosp,3,Central,2025-03-29,quantile,0.9,405
2025-03-08,wk inc covid hosp,3,Central,2025-03-29,quantile,0.975,452
2025-03-08,wk inc flu hosp,-1,Central,2025-03-01,quantile,0.025,0
2025-03-08,wk inc flu hosp,-1,Central,2025-03-01,quantile,0.1,6
2025-03-08,wk inc flu hosp,-1,Central,2025-03-01,quantile,0.25,33
2025-03-08,wk inc flu hosp,-1,Central,2025-03-01,quantile,0.5,87
2025-03-08,wk inc flu hosp,-1,Central,2025-03-01,quantile,0.75,142
2025-03-08,wk inc flu hosp,-1,Central,2025-03-01,quantile,0.9,169
2025-03-08,wk inc flu hosp,-1,Central,2025-03-01,quantile,0.975,180
2025-03-08,wk inc flu hosp,0,Central,2025-03-08,quantile,0.025,0
2025-03-08,wk inc flu hosp,0,Central,2025-03-08,quantile,0.1,0
2025-03-08,wk inc flu hosp,0,Central,2025-03-08,quantile,0.25,17
2025-03-08,wk inc flu hosp,0,Central,2025-03-08,quantile,0.5,79
2025-03-08,wk inc flu hosp,0,Central,2025-03-08,quantile,0.75,141
2025-03-08,wk inc flu hosp,0,Central,2025-03-08,quantile,0.9,171
2025-03-08,wk inc flu hosp,0,Central,2025-03-08,quantile,0.975,184
2025-03-08,wk inc flu hosp,1,Central,2025-03-15,quantile,0.025,0
2025-03-08,wk inc flu hosp,1,Central,2025-03-15,quantile,0.1,0
2025-03-08,wk inc flu hosp,1,Central,2025-03-15,quantile,0.25,15
2025-03-08,wk inc flu hosp,1,Central,2025-03-15,quantile,0.5,71
2025-03-08,wk inc flu hosp,1,Central,2025-03-15,quantile,0.75,127
2025-03-08,wk inc flu hosp,1,Central,2025-03-15,quantile,0.9,155
2025-03-08,wk inc flu hosp,1,Central,2025-03-15,quantile,0.975,167
