reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-03-07,wk inc covid hosp,-1,Central,2026-02-28,quantile,0.025,0
2026-03-07,wk inc covid hosp,-1,Central,2026-02-28,quantile,0.1,0
2026-03-07,wk inc covid hosp,-1,Central,2026-02-28,quantile,0.25,0
2026-03-07,wk inc covid hosp,-1,Central,2026-02-28,quantile,0.5,50
2026-03-07,wk inc covid hosp,-1,Central,2026-02-28,quantile,0.75,2256
2026-03-07,wk inc covid hosp,-1,Central,2026-02-28,quantile,0.9,3355
2026-03-07,wk inc covid hosp,-1,Central,2026-02-28,quantile,0.975,3818
2026-03-07,wk inc covid hosp,0,Central,2026-03-07,quantile,0.025,0
2026-03-07,wk inc covid hosp,0,Central,2026-03-07,quantile,0.1,0
2026-03-07,wk inc covid hosp,0,Central,2026-03-07,quantile,0.25,0
2026-03-07,wk inc covid hosp,0,Central,2026-03-07,quantile,0.5,0
2026-03-07,wk inc covid hosp,0,Central,2026-03-07,quantile,0.75,1976
2026-03-07,wk inc covid hosp,0,Central,2026-03-07,quantile,0.9,3147
2026-03-07,wk inc covid hosp,0,Central,2026-03-07,quantile,0.975,3640
2026-03-07,wk inc covid hosp,1,Central,2026-03-14,quantile,0.025,0
2026-03-07,wk inc covid hosp,1,Central,2026-03-14,quantile,0.1,0
2026-03-07,wk inc covid hosp,1,Central,2026-03-14,quantile,0.25,0
2026-03-07,wk inc covid hosp,1,Central,2026-03-14,quantile,0.5,0
2026-03-07,wk inc covid hosp,1,Central,2026-03-14,quantile,0.75,1527
2026-03-07,wk inc covid hosp,1,Central,2026-03-14,quantile,0.9,2623
2026-03-07,wk inc covid hosp,1,Central,2026-03-14,quantile,0.975,3084
2026-03-07,wk inc covid hosp,2,Central,2026-03-21,quantile,0.025,0
2026-03-07,wk inc covid hosp,2,Central,2026-03-21,quantile,0.1,0
2026-03-07,wk inc covid hosp,2,Central,2026-03-21,quantile,0.25,0
2026-03-07,wk inc covid hosp,2,Central,2026-03-21,quantile,0.5,0
2026-03-07,wk inc covid hosp,2,Central,2026-03-21,quantile,0.75,1689
2026-03-07,wk inc covid hosp,2,Central,2026-03-21,quantile,0.9,2836
2026-03-07,wk inc covid hosp,2,Central,2026-03-21,quantile,0.975,3318
2026-03-07,wk inc covid hosp,3,Central,2026-03-28,quantile,0.025,0
2026-03-07,wk inc covid hosp,3,Central,2026-03-28,quantile,0.1,0
2026-03-07,wk inc covid hosp,3,Central,2026-03-28,quantile,0.25,0
2026-03-07,wk inc covid hosp,3,Central,2026-03-28,quantile,0.5,0
2026-03-07,wk inc covid hosp,3,Central,2026-03-28,quantile,0.75,1675
2026-03-07,wk inc covid hosp,3,Central,2026-03-28,quantile,0.9,2794
2026-03-07,wk inc covid hosp,3,Central,2026-03-28,quantile,0.975,3265
2026-03-07,wk inc flu hosp,-1,Central,2026-02-28,quantile,0.025,0
2026-03-07,wk inc flu hosp,-1,Central,2026-02-28,quantile,0.1,0
2026-03-07,wk inc flu hosp,-1,Central,2026-02-28,quantile,0.25,0
2026-03-07,wk inc flu hosp,-1,Central,2026-02-28,quantile,0.5,13
2026-03-07,wk inc flu hosp,-1,Central,2026-02-28,quantile,0.75,27
2026-03-07,wk inc flu hosp,-1,Central,2026-02-28,quantile,0.9,33
2026-03-07,wk inc flu hosp,-1,Central,2026-02-28,quantile,0.975,36
2026-03-07,wk inc flu hosp,0,Central,2026-03-07,quantile,0.025,0
2026-03-07,wk inc flu hosp,0,Central,2026-03-07,quantile,0.1,0
2026-03-07,wk inc flu hosp,0,Central,2026-03-07,quantile,0.25,1
2026-03-07,wk inc flu hosp,0,Central,2026-03-07,quantile,0.5,13
2026-03-07,wk inc flu hosp,0,Central,2026-03-07,quantile,0.75,25
2026-03-07,wk inc flu hosp,0,Central,2026-03-07,quantile,0.9,31
2026-03-07,wk inc flu hosp,0,Central,2026-03-07,quantile,0.975,33
2026-03-07,wk inc flu hosp,1,Central,2026-03-14,quantile,0.025,0
