reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-02-22,wk inc covid hosp,-1,Central,2025-02-15,quantile,0.025,0
2025-02-22,wk inc covid hosp,-1,Central,2025-02-15,quantile,0.1,0
2025-02-22,wk inc covid hosp,-1,Central,2025-02-15,quantile,0.25,0
2025-02-22,wk inc covid hosp,-1,Central,2025-02-15,quantile,0.5,99
2025-02-22,wk inc covid hosp,-1,Central,2025-02-15,quantile,0.75,231
2025-02-22,wk inc covid hosp,-1,Central,2025-02-15,quantile,0.9,296
2025-02-22,wk inc covid hosp,-1,Central,2025-02-15,quantile,0.975,324
2025-02-22,wk inc covid hosp,0,Central,2025-02-22,quantile,0.025,0
2025-02-22,wk inc covid hosp,0,Central,2025-02-22,quantile,0.1,0
2025-02-22,wk inc covid hosp,0,Central,2025-02-22,quantile,0.25,0
2025-02-22,wk inc covid hosp,0,Central,2025-02-22,quantile,0.5,64
2025-02-22,wk inc covid hosp,0,Central,2025-02-22,quantile,0.75,204
2025-02-22,wk inc covid hosp,0,Central,2025-02-22,quantile,0.9,274
2025-02-22,wk inc covid hosp,0,Central,2025-02-22,quantile,0.975,304
2025-02-22,wk inc covid hosp,1,Central,2025-03-01,quantile,0.025,0
2025-02-22,wk inc covid hosp,1,Central,2025-03-01,quantile,0.1,0
2025-02-22,wk inc covid hosp,1,Central,2025-03-01,quantile,0.25,0
2025-02-22,wk inc covid hosp,1,Central,2025-03-01,quantile,0.5,57
2025-02-22,wk inc covid hosp,1,Central,2025-03-01,quantile,0.75,198
2025-02-22,wk inc covid hosp,1,Central,2025-03-01,quantile,0.9,268
2025-02-22,wk inc covid hosp,1,Central,2025-03-01,quantile,0.975,298
2025-02-22,wk inc covid hosp,2,Central,2025-03-08,quantile,0.025,0
2025-02-22,wk inc covid hosp,2,Central,2025-03-08,quantile,0.1,0
2025-02-22,wk inc covid hosp,2,Central,2025-03-08,quantile,0.25,0
2025-02-22,wk inc covid hosp,2,Central,2025-03-08,quantile,0.5,38
2025-02-22,wk inc covid hosp,2,Central,2025-03-08,quantile,0.75,170
2025-02-22,wk inc covid hosp,2,Central,2025-03-08,quantile,0.9,236
2025-02-22,wk inc covid hosp,2,Central,2025-03-08,quantile,0.975,264
2025-02-22,wk inc covid hosp,3,Central,2025-03-15,quantile,0.025,0
2025-02-22,wk inc covid hosp,3,Central,2025-03-15,quantile,0.1,0
2025-02-22,wk inc covid hosp,3,Central,2025-03-15,quantile,0.25,0
2025-02-22,wk inc covid hosp,3,Central,2025-03-15,quantile,0.5,36
2025-02-22,wk inc covid hosp,3,Central,2025-03-15,quantile,0.75,177
2025-02-22,wk inc covid hosp,3,Central,2025-03-15,quantile,0.9,247
2025-02-22,wk inc covid hosp,3,Central,2025-03-15,quantile,0.975,276
2025-02-22,wk inc flu hosp,-1,Central,2025-02-15,quantile,0.025,20
2025-02-22,wk inc flu hosp,-1,Central,2025-02-15,quantile,0.1,35
2025-02-22,wk inc flu hosp,-1,Central,2025-02-15,quantile,0.25,71
2025-02-22,wk inc flu hosp,-1,Central,2025-02-15,quantile,0.5,141
2025-02-22,wk inc flu hosp,-1,Central,2025-02-15,quantile,0.75,212
2025-02-22,wk inc flu hosp,-1,Central,2025-02-15,quantile,0.9,248
2025-02-22,wk inc flu hosp,-1,Central,2025-02-15,quantile,0.975,263
2025-02-22,wk inc flu hosp,0,Central,2025-02-22,quantile,0.025,5
2025-02-22,wk inc flu hosp,0,Central,2025-02-22,quantile,0.1,20
2025-02-22,wk inc flu hosp,0,Central,2025-02-22,quantile,0.25,56
2025-02-22,wk inc flu hosp,0,Central,2025-02-22,quantile,0.5,128
2025-02-22,wk inc flu hosp,0,Central,2025-02-22,quantile,0.75,200
2025-02-22,wk inc flu hosp,0,Central,2025-02-22,quantile,0.9,235
2025-02-22,wk inc flu hosp,0,Central,2025-02-22,quantile,0.975,251
2025-02-22,wk inc flu hosp,1,Central,2025-03-01,quantile,0.025,0
2025-02-22,wk inc flu hosp,1,Central,2025-03-01,quantile,0.1,0
2025-02-22,wk inc flu hosp,1,Central,2025-03-01,quantile,0.25,11
2025-02-22,wk inc flu hosp,1,Central,2025-03-01,quantile,0.5,85
2025-02-22,wk inc flu hosp,1,Central,2025-03-01,quantile,0.75,159
2025-02-22,wk inc flu hosp,1,Central,2025-03-01,quantile,0.9,196
2025-02-22,wk inc flu hosp,1,Central,2025-03-01,quantile,0.975,211
2025-02-22,wk inc flu hosp,2,Central,2025-03-08,quantile,0.025,0
2025-02-22,wk inc flu hosp,2,Central,2025-03-08,quantile,0.1,0
