reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-04-11,wk inc covid hosp,-1,North East,2026-04-04,quantile,0.025,0
2026-04-11,wk inc covid hosp,-1,North East,2026-04-04,quantile,0.1,0
2026-04-11,wk inc covid hosp,-1,North East,2026-04-04,quantile,0.25,0
2026-04-11,wk inc covid hosp,-1,North East,2026-04-04,quantile,0.5,0
2026-04-11,wk inc covid hosp,-1,North East,2026-04-04,quantile,0.75,0
2026-04-11,wk inc covid hosp,-1,North East,2026-04-04,quantile,0.9,0
2026-04-11,wk inc covid hosp,-1,North East,2026-04-04,quantile,0.975,0
2026-04-11,wk inc covid hosp,0,North East,2026-04-11,quantile,0.025,0
2026-04-11,wk inc covid hosp,0,North East,2026-04-11,quantile,0.1,0
2026-04-11,wk inc covid hosp,0,North East,2026-04-11,quantile,0.25,0
2026-04-11,wk inc covid hosp,0,North East,2026-04-11,quantile,0.5,0
2026-04-11,wk inc covid hosp,0,North East,2026-04-11,quantile,0.75,0
2026-04-11,wk inc covid hosp,0,North East,2026-04-11,quantile,0.9,0
2026-04-11,wk inc covid hosp,0,North East,2026-04-11,quantile,0.975,0
2026-04-11,wk inc covid hosp,1,North East,2026-04-18,quantile,0.025,0
2026-04-11,wk inc covid hosp,1,North East,2026-04-18,quantile,0.1,0
2026-04-11,wk inc covid hosp,1,North East,2026-04-18,quantile,0.25,0
2026-04-11,wk inc covid hosp,1,North East,2026-04-18,quantile,0.5,0
2026-04-11,wk inc covid hosp,1,North East,2026-04-18,quantile,0.75,0
2026-04-11,wk inc covid hosp,1,North East,2026-04-18,quantile,0.9,0
2026-04-11,wk inc covid hosp,1,North East,2026-04-18,quantile,0.975,0
2026-04-11,wk inc covid hosp,2,North East,2026-04-25,quantile,0.025,0
2026-04-11,wk inc covid hosp,2,North East,2026-04-25,quantile,0.1,0
2026-04-11,wk inc covid hosp,2,North East,2026-04-25,quantile,0.25,0
2026-04-11,wk inc covid hosp,2,North East,2026-04-25,quantile,0.5,0
2026-04-11,wk inc covid hosp,2,North East,2026-04-25,quantile,0.75,0
2026-04-11,wk inc covid hosp,2,North East,2026-04-25,quantile,0.9,0
2026-04-11,wk inc covid hosp,2,North East,2026-04-25,quantile,0.975,0
2026-04-11,wk inc covid hosp,3,North East,2026-05-02,quantile,0.025,0
2026-04-11,wk inc covid hosp,3,North East,2026-05-02,quantile,0.1,0
2026-04-11,wk inc covid hosp,3,North East,2026-05-02,quantile,0.25,0
2026-04-11,wk inc covid hosp,3,North East,2026-05-02,quantile,0.5,0
2026-04-11,wk inc covid hosp,3,North East,2026-05-02,quantile,0.75,0
2026-04-11,wk inc covid hosp,3,North East,2026-05-02,quantile,0.9,0
2026-04-11,wk inc covid hosp,3,North East,2026-05-02,quantile,0.975,0
2026-04-11,wk inc covid hosp,-1,North West,2026-04-04,quantile,0.025,0
2026-04-11,wk inc covid hosp,-1,North West,2026-04-04,quantile,0.1,0
2026-04-11,wk inc covid hosp,-1,North West,2026-04-04,quantile,0.25,0
2026-04-11,wk inc covid hosp,-1,North West,2026-04-04,quantile,0.5,0
2026-04-11,wk inc covid hosp,-1,North West,2026-04-04,quantile,0.75,0
2026-04-11,wk inc covid hosp,-1,North West,2026-04-04,quantile,0.9,0
2026-04-11,wk inc covid hosp,-1,North West,2026-04-04,quantile,0.975,0
2026-04-11,wk inc covid hosp,0,North West,2026-04-11,quantile,0.025,0
2026-04-11,wk inc covid hosp,0,North West,2026-04-11,quantile,0.1,0
2026-04-11,wk inc covid hosp,0,North West,2026-04-11,quantile,0.25,0
2026-04-11,wk inc covid hosp,0,North West,2026-04-11,quantile,0.5,0
2026-04-11,wk inc covid hosp,0,North West,2026-04-11,quantile,0.75,0
2026-04-11,wk inc covid hosp,0,North West,2026-04-11,quantile,0.9,0
2026-04-11,wk inc covid hosp,0,North West,2026-04-11,quantile,0.975,0
2026-04-11,wk inc covid hosp,1,North West,2026-04-18,quantile,0.025,0
2026-04-11,wk inc covid hosp,1,North West,2026-04-18,quantile,0.1,0
2026-04-11,wk inc covid hosp,1,North West,2026-04-18,quantile,0.25,0
2026-04-11,wk inc covid hosp,1,North West,2026-04-18,quantile,0.5,0
2026-04-11,wk inc covid hosp,1,North West,2026-04-18,quantile,0.75,0
2026-04-11,wk inc covid hosp,1,North West,2026-04-18,quantile,0.9,0
2026-04-11,wk inc covid hosp,1,North West,2026-04-18,quantile,0.975,0
2026-04-11,wk inc covid hosp,2,North West,2026-04-25,quantile,0.025,0
2026-04-11,wk inc covid hosp,2,North West,2026-04-25,quantile,0.1,0
2026-04-11,wk inc covid hosp,2,North West,2026-04-25,quantile,0.25,0
2026-04-11,wk inc covid hosp,2,North West,2026-04-25,quantile,0.5,0
2026-04-11,wk inc covid hosp,2,North West,2026-04-25,quantile,0.75,0
2026-04-11,wk inc covid hosp,2,North West,2026-04-25,quantile,0.9,0
2026-04-11,wk inc covid hosp,2,North West,2026-04-25,quantile,0.975,0
2026-04-11,wk inc covid hosp,3,North West,2026-05-02,quantile,0.025,0
2026-04-11,wk inc covid hosp,3,North West,2026-05-02,quantile,0.1,0
2026-04-11,wk inc covid hosp,3,North West,2026-05-02,quantile,0.25,0
2026-04-11,wk inc covid hosp,3,North West,2026-05-02,quantile,0.5,0
2026-04-11,wk inc covid hosp,3,North West,2026-05-02,quantile,0.75,0
2026-04-11,wk inc covid hosp,3,North West,2026-05-02,quantile,0.9,0
2026-04-11,wk inc covid hosp,3,North West,2026-05-02,quantile,0.975,0
