reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-02-15,wk inc covid hosp,-1,Central,2025-02-08,quantile,0.025,0
2025-02-15,wk inc covid hosp,-1,Central,2025-02-08,quantile,0.1,0
2025-02-15,wk inc covid hosp,-1,Central,2025-02-08,quantile,0.25,0
2025-02-15,wk inc covid hosp,-1,Central,2025-02-08,quantile,0.5,119
2025-02-15,wk inc covid hosp,-1,Central,2025-02-08,quantile,0.75,244
2025-02-15,wk inc covid hosp,-1,Central,2025-02-08,quantile,0.9,306
2025-02-15,wk inc covid hosp,-1,Central,2025-02-08,quantile,0.975,332
2025-02-15,wk inc covid hosp,0,Central,2025-02-15,quantile,0.025,0
2025-02-15,wk inc covid hosp,0,Central,2025-02-15,quantile,0.1,0
2025-02-15,wk inc covid hosp,0,Central,2025-02-15,quantile,0.25,0
2025-02-15,wk inc covid hosp,0,Central,2025-02-15,quantile,0.5,69
2025-02-15,wk inc covid hosp,0,Central,2025-02-15,quantile,0.75,193
2025-02-15,wk inc covid hosp,0,Central,2025-02-15,quantile,0.9,255
2025-02-15,wk inc covid hosp,0,Central,2025-02-15,quantile,0.975,281
2025-02-15,wk inc covid hosp,1,Central,2025-02-22,quantile,0.025,0
2025-02-15,wk inc covid hosp,1,Central,2025-02-22,quantile,0.1,0
2025-02-15,wk inc covid hosp,1,Central,2025-02-22,quantile,0.25,0
2025-02-15,wk inc covid hosp,1,Central,2025-02-22,quantile,0.5,48
2025-02-15,wk inc covid hosp,1,Central,2025-02-22,quantile,0.75,169
2025-02-15,wk inc covid hosp,1,Central,2025-02-22,quantile,0.9,229
2025-02-15,wk inc covid hosp,1,Central,2025-02-22,quantile,0.975,254
2025-02-15,wk inc covid hosp,2,Central,2025-03-01,quantile,0.025,0
2025-02-15,wk inc covid hosp,2,Central,2025-03-01,quantile,0.1,0
2025-02-15,wk inc covid hosp,2,Central,2025-03-01,quantile,0.25,0
2025-02-15,wk inc covid hosp,2,Central,2025-03-01,quantile,0.5,52
2025-02-15,wk inc covid hosp,2,Central,2025-03-01,quantile,0.75,179
2025-02-15,wk inc covid hosp,2,Central,2025-03-01,quantile,0.9,243
2025-02-15,wk inc covid hosp,2,Central,2025-03-01,quantile,0.975,269
2025-02-15,wk inc covid hosp,3,Central,2025-03-08,quantile,0.025,0
2025-02-15,wk inc covid hosp,3,Central,2025-03-08,quantile,0.1,0
2025-02-15,wk inc covid hosp,3,Central,2025-03-08,quantile,0.25,0
2025-02-15,wk inc covid hosp,3,Central,2025-03-08,quantile,0.5,11
2025-02-15,wk inc covid hosp,3,Central,2025-03-08,quantile,0.75,140
2025-02-15,wk inc covid hosp,3,Central,2025-03-08,quantile,0.9,205
2025-02-15,wk inc covid hosp,3,Central,2025-03-08,quantile,0.975,232
