reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-12-20,wk inc covid hosp,-1,Central,2025-12-13,quantile,0.025,0
2025-12-20,wk inc covid hosp,-1,Central,2025-12-13,quantile,0.1,0
2025-12-20,wk inc covid hosp,-1,Central,2025-12-13,quantile,0.25,0
2025-12-20,wk inc covid hosp,-1,Central,2025-12-13,quantile,0.5,44
2025-12-20,wk inc covid hosp,-1,Central,2025-12-13,quantile,0.75,165
2025-12-20,wk inc covid hosp,-1,Central,2025-12-13,quantile,0.9,226
2025-12-20,wk inc covid hosp,-1,Central,2025-12-13,quantile,0.975,251
2025-12-20,wk inc covid hosp,0,Central,2025-12-20,quantile,0.025,0
2025-12-20,wk inc covid hosp,0,Central,2025-12-20,quantile,0.1,0
2025-12-20,wk inc covid hosp,0,Central,2025-12-20,quantile,0.25,0
2025-12-20,wk inc covid hosp,0,Central,2025-12-20,quantile,0.5,55
2025-12-20,wk inc covid hosp,0,Central,2025-12-20,quantile,0.75,172
2025-12-20,wk inc covid hosp,0,Central,2025-12-20,quantile,0.9,230
2025-12-20,wk inc covid hosp,0,Central,2025-12-20,quantile,0.975,254
2025-12-20,wk inc covid hosp,1,Central,2025-12-27,quantile,0.025,0
2025-12-20,wk inc covid hosp,1,Central,2025-12-27,quantile,0.1,0
2025-12-20,wk inc covid hosp,1,Central,2025-12-27,quantile,0.25,0
2025-12-20,wk inc covid hosp,1,Central,2025-12-27,quantile,0.5,77
2025-12-20,wk inc covid hosp,1,Central,2025-12-27,quantile,0.75,195
2025-12-20,wk inc covid hosp,1,Central,2025-12-27,quantile,0.9,253
2025-12-20,wk inc covid hosp,1,Central,2025-12-27,quantile,0.975,278
2025-12-20,wk inc covid hosp,2,Central,2026-01-03,quantile,0.025,0
2025-12-20,wk inc covid hosp,2,Central,2026-01-03,quantile,0.1,0
2025-12-20,wk inc covid hosp,2,Central,2026-01-03,quantile,0.25,0
2025-12-20,wk inc covid hosp,2,Central,2026-01-03,quantile,0.5,108
2025-12-20,wk inc covid hosp,2,Central,2026-01-03,quantile,0.75,227
2025-12-20,wk inc covid hosp,2,Central,2026-01-03,quantile,0.9,286
2025-12-20,wk inc covid hosp,2,Central,2026-01-03,quantile,0.975,311
2025-12-20,wk inc covid hosp,3,Central,2026-01-10,quantile,0.025,0
2025-12-20,wk inc covid hosp,3,Central,2026-01-10,quantile,0.1,0
2025-12-20,wk inc covid hosp,3,Central,2026-01-10,quantile,0.25,36
2025-12-20,wk inc covid hosp,3,Central,2026-01-10,quantile,0.5,155
2025-12-20,wk inc covid hosp,3,Central,2026-01-10,quantile,0.75,274
2025-12-20,wk inc covid hosp,3,Central,2026-01-10,quantile,0.9,333
2025-12-20,wk inc covid hosp,3,Central,2026-01-10,quantile,0.975,358
2025-12-20,wk inc flu hosp,-1,Central,2025-12-13,quantile,0.025,36
2025-12-20,wk inc flu hosp,-1,Central,2025-12-13,quantile,0.1,54
2025-12-20,wk inc flu hosp,-1,Central,2025-12-13,quantile,0.25,96
2025-12-20,wk inc flu hosp,-1,Central,2025-12-13,quantile,0.5,180
2025-12-20,wk inc flu hosp,-1,Central,2025-12-13,quantile,0.75,263
2025-12-20,wk inc flu hosp,-1,Central,2025-12-13,quantile,0.9,305
2025-12-20,wk inc flu hosp,-1,Central,2025-12-13,quantile,0.975,323
2025-12-20,wk inc flu hosp,0,Central,2025-12-20,quantile,0.025,47
2025-12-20,wk inc flu hosp,0,Central,2025-12-20,quantile,0.1,65
2025-12-20,wk inc flu hosp,0,Central,2025-12-20,quantile,0.25,106
2025-12-20,wk inc flu hosp,0,Central,2025-12-20,quantile,0.5,190
2025-12-20,wk inc flu hosp,0,Central,2025-12-20,quantile,0.75,274
2025-12-20,wk inc flu hosp,0,Central,2025-12-20,quantile,0.9,316
2025-12-20,wk inc flu hosp,0,Central,2025-12-20,quantile,0.975,334
2025-12-20,wk inc flu hosp,1,Central,2025-12-27,quantile,0.025,39
2025-12-20,wk inc flu hosp,1,Central,2025-12-27,quantile,0.1,58
2025-12-20,wk inc flu hosp,1,Central,2025-12-27,quantile,0.25,101
2025-12-20,wk inc flu hosp,1,Central,2025-12-27,quantile,0.5,189
2025-12-20,wk inc flu hosp,1,Central,2025-12-27,quantile,0.75,276
2025-12-20,wk inc flu hosp,1,Central,2025-12-27,quantile,0.9,320
2025-12-20,wk inc flu hosp,1,Central,2025-12-27,quantile,0.975,339
2025-12-20,wk inc flu hosp,2,Central,2026-01-03,quantile,0.025,59
2025-12-20,wk inc flu hosp,2,Central,2026-01-03,quantile,0.1,77
2025-12-20,wk inc flu hosp,2,Central,2026-01-03,quantile,0.25,120
2025-12-20,wk inc flu hosp,2,Central,2026-01-03,quantile,0.5,206
2025-12-20,wk inc flu hosp,2,Central,2026-01-03,quantile,0.75,292
2025-12-20,wk inc flu hosp,2,Central,2026-01-03,quantile,0.9,335
2025-12-20,wk inc flu hosp,2,Central,2026-01-03,quantile,0.975,353
2025-12-20,wk inc flu hosp,3,Central,2026-01-10,quantile,0.025,77
2025-12-20,wk inc flu hosp,3,Central,2026-01-10,quantile,0.1,95
2025-12-20,wk inc flu hosp,3,Central,2026-01-10,quantile,0.25,138
2025-12-20,wk inc flu hosp,3,Central,2026-01-10,quantile,0.5,224
2025-12-20,wk inc flu hosp,3,Central,2026-01-10,quantile,0.75,310
2025-12-20,wk inc flu hosp,3,Central,2026-01-10,quantile,0.9,353
2025-12-20,wk inc flu hosp,3,Central,2026-01-10,quantile,0.975,371
