reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-02-07,wk inc covid hosp,-1,Central,2026-01-31,quantile,0.025,0
2026-02-07,wk inc covid hosp,-1,Central,2026-01-31,quantile,0.1,0
2026-02-07,wk inc covid hosp,-1,Central,2026-01-31,quantile,0.25,0
2026-02-07,wk inc covid hosp,-1,Central,2026-01-31,quantile,0.5,52
2026-02-07,wk inc covid hosp,-1,Central,2026-01-31,quantile,0.75,133
2026-02-07,wk inc covid hosp,-1,Central,2026-01-31,quantile,0.9,174
2026-02-07,wk inc covid hosp,-1,Central,2026-01-31,quantile,0.975,191
2026-02-07,wk inc covid hosp,0,Central,2026-02-07,quantile,0.025,0
2026-02-07,wk inc covid hosp,0,Central,2026-02-07,quantile,0.1,0
2026-02-07,wk inc covid hosp,0,Central,2026-02-07,quantile,0.25,0
2026-02-07,wk inc covid hosp,0,Central,2026-02-07,quantile,0.5,30
2026-02-07,wk inc covid hosp,0,Central,2026-02-07,quantile,0.75,116
2026-02-07,wk inc covid hosp,0,Central,2026-02-07,quantile,0.9,158
2026-02-07,wk inc covid hosp,0,Central,2026-02-07,quantile,0.975,176
2026-02-07,wk inc covid hosp,1,Central,2026-02-14,quantile,0.025,0
2026-02-07,wk inc covid hosp,1,Central,2026-02-14,quantile,0.1,0
2026-02-07,wk inc covid hosp,1,Central,2026-02-14,quantile,0.25,0
2026-02-07,wk inc covid hosp,1,Central,2026-02-14,quantile,0.5,18
2026-02-07,wk inc covid hosp,1,Central,2026-02-14,quantile,0.75,100
2026-02-07,wk inc covid hosp,1,Central,2026-02-14,quantile,0.9,141
2026-02-07,wk inc covid hosp,1,Central,2026-02-14,quantile,0.975,158
2026-02-07,wk inc covid hosp,2,Central,2026-02-21,quantile,0.025,0
2026-02-07,wk inc covid hosp,2,Central,2026-02-21,quantile,0.1,0
2026-02-07,wk inc covid hosp,2,Central,2026-02-21,quantile,0.25,0
2026-02-07,wk inc covid hosp,2,Central,2026-02-21,quantile,0.5,5
2026-02-07,wk inc covid hosp,2,Central,2026-02-21,quantile,0.75,86
2026-02-07,wk inc covid hosp,2,Central,2026-02-21,quantile,0.9,126
2026-02-07,wk inc covid hosp,2,Central,2026-02-21,quantile,0.975,143
2026-02-07,wk inc covid hosp,3,Central,2026-02-28,quantile,0.025,0
2026-02-07,wk inc covid hosp,3,Central,2026-02-28,quantile,0.1,0
2026-02-07,wk inc covid hosp,3,Central,2026-02-28,quantile,0.25,0
2026-02-07,wk inc covid hosp,3,Central,2026-02-28,quantile,0.5,0
2026-02-07,wk inc covid hosp,3,Central,2026-02-28,quantile,0.75,67
2026-02-07,wk inc covid hosp,3,Central,2026-02-28,quantile,0.9,107
2026-02-07,wk inc covid hosp,3,Central,2026-02-28,quantile,0.975,123
2026-02-07,wk inc flu hosp,-1,Central,2026-01-31,quantile,0.025,0
2026-02-07,wk inc flu hosp,-1,Central,2026-01-31,quantile,0.1,0
2026-02-07,wk inc flu hosp,-1,Central,2026-01-31,quantile,0.25,8
2026-02-07,wk inc flu hosp,-1,Central,2026-01-31,quantile,0.5,24
2026-02-07,wk inc flu hosp,-1,Central,2026-01-31,quantile,0.75,41
2026-02-07,wk inc flu hosp,-1,Central,2026-01-31,quantile,0.9,49
2026-02-07,wk inc flu hosp,-1,Central,2026-01-31,quantile,0.975,52
2026-02-07,wk inc flu hosp,0,Central,2026-02-07,quantile,0.025,0
2026-02-07,wk inc flu hosp,0,Central,2026-02-07,quantile,0.1,3
2026-02-07,wk inc flu hosp,0,Central,2026-02-07,quantile,0.25,11
2026-02-07,wk inc flu hosp,0,Central,2026-02-07,quantile,0.5,27
2026-02-07,wk inc flu hosp,0,Central,2026-02-07,quantile,0.75,43
2026-02-07,wk inc flu hosp,0,Central,2026-02-07,quantile,0.9,51
2026-02-07,wk inc flu hosp,0,Central,2026-02-07,quantile,0.975,54
2026-02-07,wk inc flu hosp,1,Central,2026-02-14,quantile,0.025,2
2026-02-07,wk inc flu hosp,1,Central,2026-02-14,quantile,0.1,5
2026-02-07,wk inc flu hosp,1,Central,2026-02-14,quantile,0.25,13
2026-02-07,wk inc flu hosp,1,Central,2026-02-14,quantile,0.5,28
2026-02-07,wk inc flu hosp,1,Central,2026-02-14,quantile,0.75,44
2026-02-07,wk inc flu hosp,1,Central,2026-02-14,quantile,0.9,51
2026-02-07,wk inc flu hosp,1,Central,2026-02-14,quantile,0.975,55
2026-02-07,wk inc flu hosp,2,Central,2026-02-21,quantile,0.025,0
2026-02-07,wk inc flu hosp,2,Central,2026-02-21,quantile,0.1,2
2026-02-07,wk inc flu hosp,2,Central,2026-02-21,quantile,0.25,10
2026-02-07,wk inc flu hosp,2,Central,2026-02-21,quantile,0.5,25
2026-02-07,wk inc flu hosp,2,Central,2026-02-21,quantile,0.75,40
2026-02-07,wk inc flu hosp,2,Central,2026-02-21,quantile,0.9,48
2026-02-07,wk inc flu hosp,2,Central,2026-02-21,quantile,0.975,51
2026-02-07,wk inc flu hosp,3,Central,2026-02-28,quantile,0.025,0
2026-02-07,wk inc flu hosp,3,Central,2026-02-28,quantile,0.1,0
2026-02-07,wk inc flu hosp,3,Central,2026-02-28,quantile,0.25,8
2026-02-07,wk inc flu hosp,3,Central,2026-02-28,quantile,0.5,23
2026-02-07,wk inc flu hosp,3,Central,2026-02-28,quantile,0.75,39
2026-02-07,wk inc flu hosp,3,Central,2026-02-28,quantile,0.9,47
2026-02-07,wk inc flu hosp,3,Central,2026-02-28,quantile,0.975,50
2026-02-07,wk inc rsv hosp,-1,Central,2026-01-31,quantile,0.025,0
2026-02-07,wk inc rsv hosp,-1,Central,2026-01-31,quantile,0.1,3
2026-02-07,wk inc rsv hosp,-1,Central,2026-01-31,quantile,0.25,14
2026-02-07,wk inc rsv hosp,-1,Central,2026-01-31,quantile,0.5,35
2026-02-07,wk inc rsv hosp,-1,Central,2026-01-31,quantile,0.75,57
2026-02-07,wk inc rsv hosp,-1,Central,2026-01-31,quantile,0.9,68
2026-02-07,wk inc rsv hosp,-1,Central,2026-01-31,quantile,0.975,72
2026-02-07,wk inc rsv hosp,0,Central,2026-02-07,quantile,0.025,0
2026-02-07,wk inc rsv hosp,0,Central,2026-02-07,quantile,0.1,0
2026-02-07,wk inc rsv hosp,0,Central,2026-02-07,quantile,0.25,5
2026-02-07,wk inc rsv hosp,0,Central,2026-02-07,quantile,0.5,26
2026-02-07,wk inc rsv hosp,0,Central,2026-02-07,quantile,0.75,47
2026-02-07,wk inc rsv hosp,0,Central,2026-02-07,quantile,0.9,58
2026-02-07,wk inc rsv hosp,0,Central,2026-02-07,quantile,0.975,62
2026-02-07,wk inc rsv hosp,1,Central,2026-02-14,quantile,0.025,0
2026-02-07,wk inc rsv hosp,1,Central,2026-02-14,quantile,0.1,0
2026-02-07,wk inc rsv hosp,1,Central,2026-02-14,quantile,0.25,0
2026-02-07,wk inc rsv hosp,1,Central,2026-02-14,quantile,0.5,16
2026-02-07,wk inc rsv hosp,1,Central,2026-02-14,quantile,0.75,39
2026-02-07,wk inc rsv hosp,1,Central,2026-02-14,quantile,0.9,51
2026-02-07,wk inc rsv hosp,1,Central,2026-02-14,quantile,0.975,55
2026-02-07,wk inc rsv hosp,2,Central,2026-02-21,quantile,0.025,0
2026-02-07,wk inc rsv hosp,2,Central,2026-02-21,quantile,0.1,0
2026-02-07,wk inc rsv hosp,2,Central,2026-02-21,quantile,0.25,0
2026-02-07,wk inc rsv hosp,2,Central,2026-02-21,quantile,0.5,10
2026-02-07,wk inc rsv hosp,2,Central,2026-02-21,quantile,0.75,33
2026-02-07,wk inc rsv hosp,2,Central,2026-02-21,quantile,0.9,44
2026-02-07,wk inc rsv hosp,2,Central,2026-02-21,quantile,0.975,49
2026-02-07,wk inc rsv hosp,3,Central,2026-02-28,quantile,0.025,0
2026-02-07,wk inc rsv hosp,3,Central,2026-02-28,quantile,0.1,0
2026-02-07,wk inc rsv hosp,3,Central,2026-02-28,quantile,0.25,0
2026-02-07,wk inc rsv hosp,3,Central,2026-02-28,quantile,0.5,5
2026-02-07,wk inc rsv hosp,3,Central,2026-02-28,quantile,0.75,28
2026-02-07,wk inc rsv hosp,3,Central,2026-02-28,quantile,0.9,40
2026-02-07,wk inc rsv hosp,3,Central,2026-02-28,quantile,0.975,44
2026-02-07,wk inc covid hosp,-1,East,2026-01-31,quantile,0.025,0
2026-02-07,wk inc covid hosp,-1,East,2026-01-31,quantile,0.1,0
2026-02-07,wk inc covid hosp,-1,East,2026-01-31,quantile,0.25,0
2026-02-07,wk inc covid hosp,-1,East,2026-01-31,quantile,0.5,65
2026-02-07,wk inc covid hosp,-1,East,2026-01-31,quantile,0.75,159
2026-02-07,wk inc covid hosp,-1,East,2026-01-31,quantile,0.9,206
2026-02-07,wk inc covid hosp,-1,East,2026-01-31,quantile,0.975,225
2026-02-07,wk inc covid hosp,0,East,2026-02-07,quantile,0.025,0
2026-02-07,wk inc covid hosp,0,East,2026-02-07,quantile,0.1,0
2026-02-07,wk inc covid hosp,0,East,2026-02-07,quantile,0.25,0
2026-02-07,wk inc covid hosp,0,East,2026-02-07,quantile,0.5,31
2026-02-07,wk inc covid hosp,0,East,2026-02-07,quantile,0.75,126
2026-02-07,wk inc covid hosp,0,East,2026-02-07,quantile,0.9,174
2026-02-07,wk inc covid hosp,0,East,2026-02-07,quantile,0.975,193
2026-02-07,wk inc covid hosp,1,East,2026-02-14,quantile,0.025,0
2026-02-07,wk inc covid hosp,1,East,2026-02-14,quantile,0.1,0
2026-02-07,wk inc covid hosp,1,East,2026-02-14,quantile,0.25,0
2026-02-07,wk inc covid hosp,1,East,2026-02-14,quantile,0.5,14
2026-02-07,wk inc covid hosp,1,East,2026-02-14,quantile,0.75,108
2026-02-07,wk inc covid hosp,1,East,2026-02-14,quantile,0.9,155
2026-02-07,wk inc covid hosp,1,East,2026-02-14,quantile,0.975,174
2026-02-07,wk inc covid hosp,2,East,2026-02-21,quantile,0.025,0
2026-02-07,wk inc covid hosp,2,East,2026-02-21,quantile,0.1,0
2026-02-07,wk inc covid hosp,2,East,2026-02-21,quantile,0.25,0
2026-02-07,wk inc covid hosp,2,East,2026-02-21,quantile,0.5,11
2026-02-07,wk inc covid hosp,2,East,2026-02-21,quantile,0.75,102
2026-02-07,wk inc covid hosp,2,East,2026-02-21,quantile,0.9,148
2026-02-07,wk inc covid hosp,2,East,2026-02-21,quantile,0.975,167
2026-02-07,wk inc covid hosp,3,East,2026-02-28,quantile,0.025,0
2026-02-07,wk inc covid hosp,3,East,2026-02-28,quantile,0.1,0
2026-02-07,wk inc covid hosp,3,East,2026-02-28,quantile,0.25,0
2026-02-07,wk inc covid hosp,3,East,2026-02-28,quantile,0.5,7
2026-02-07,wk inc covid hosp,3,East,2026-02-28,quantile,0.75,100
2026-02-07,wk inc covid hosp,3,East,2026-02-28,quantile,0.9,147
2026-02-07,wk inc covid hosp,3,East,2026-02-28,quantile,0.975,167
2026-02-07,wk inc flu hosp,-1,East,2026-01-31,quantile,0.025,0
2026-02-07,wk inc flu hosp,-1,East,2026-01-31,quantile,0.1,2
2026-02-07,wk inc flu hosp,-1,East,2026-01-31,quantile,0.25,14
2026-02-07,wk inc flu hosp,-1,East,2026-01-31,quantile,0.5,38
2026-02-07,wk inc flu hosp,-1,East,2026-01-31,quantile,0.75,61
2026-02-07,wk inc flu hosp,-1,East,2026-01-31,quantile,0.9,73
2026-02-07,wk inc flu hosp,-1,East,2026-01-31,quantile,0.975,78
2026-02-07,wk inc flu hosp,0,East,2026-02-07,quantile,0.025,4
2026-02-07,wk inc flu hosp,0,East,2026-02-07,quantile,0.1,9
2026-02-07,wk inc flu hosp,0,East,2026-02-07,quantile,0.25,20
2026-02-07,wk inc flu hosp,0,East,2026-02-07,quantile,0.5,42
2026-02-07,wk inc flu hosp,0,East,2026-02-07,quantile,0.75,64
2026-02-07,wk inc flu hosp,0,East,2026-02-07,quantile,0.9,76
2026-02-07,wk inc flu hosp,0,East,2026-02-07,quantile,0.975,80
2026-02-07,wk inc flu hosp,1,East,2026-02-14,quantile,0.025,5
2026-02-07,wk inc flu hosp,1,East,2026-02-14,quantile,0.1,10
2026-02-07,wk inc flu hosp,1,East,2026-02-14,quantile,0.25,22
2026-02-07,wk inc flu hosp,1,East,2026-02-14,quantile,0.5,46
2026-02-07,wk inc flu hosp,1,East,2026-02-14,quantile,0.75,70
2026-02-07,wk inc flu hosp,1,East,2026-02-14,quantile,0.9,82
2026-02-07,wk inc flu hosp,1,East,2026-02-14,quantile,0.975,87
2026-02-07,wk inc flu hosp,2,East,2026-02-21,quantile,0.025,7
2026-02-07,wk inc flu hosp,2,East,2026-02-21,quantile,0.1,12
2026-02-07,wk inc flu hosp,2,East,2026-02-21,quantile,0.25,23
2026-02-07,wk inc flu hosp,2,East,2026-02-21,quantile,0.5,46
2026-02-07,wk inc flu hosp,2,East,2026-02-21,quantile,0.75,69
2026-02-07,wk inc flu hosp,2,East,2026-02-21,quantile,0.9,80
2026-02-07,wk inc flu hosp,2,East,2026-02-21,quantile,0.975,85
2026-02-07,wk inc flu hosp,3,East,2026-02-28,quantile,0.025,1
2026-02-07,wk inc flu hosp,3,East,2026-02-28,quantile,0.1,7
2026-02-07,wk inc flu hosp,3,East,2026-02-28,quantile,0.25,18
2026-02-07,wk inc flu hosp,3,East,2026-02-28,quantile,0.5,42
2026-02-07,wk inc flu hosp,3,East,2026-02-28,quantile,0.75,66
2026-02-07,wk inc flu hosp,3,East,2026-02-28,quantile,0.9,78
2026-02-07,wk inc flu hosp,3,East,2026-02-28,quantile,0.975,83
2026-02-07,wk inc rsv hosp,-1,East,2026-01-31,quantile,0.025,0
2026-02-07,wk inc rsv hosp,-1,East,2026-01-31,quantile,0.1,0
2026-02-07,wk inc rsv hosp,-1,East,2026-01-31,quantile,0.25,14
2026-02-07,wk inc rsv hosp,-1,East,2026-01-31,quantile,0.5,47
2026-02-07,wk inc rsv hosp,-1,East,2026-01-31,quantile,0.75,81
2026-02-07,wk inc rsv hosp,-1,East,2026-01-31,quantile,0.9,98
2026-02-07,wk inc rsv hosp,-1,East,2026-01-31,quantile,0.975,105
2026-02-07,wk inc rsv hosp,0,East,2026-02-07,quantile,0.025,0
2026-02-07,wk inc rsv hosp,0,East,2026-02-07,quantile,0.1,0
2026-02-07,wk inc rsv hosp,0,East,2026-02-07,quantile,0.25,1
2026-02-07,wk inc rsv hosp,0,East,2026-02-07,quantile,0.5,35
2026-02-07,wk inc rsv hosp,0,East,2026-02-07,quantile,0.75,70
