reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-02-01,wk inc covid hosp,-1,Central,2025-01-25,quantile,0.025,14
2025-02-01,wk inc covid hosp,-1,Central,2025-01-25,quantile,0.1,32
2025-02-01,wk inc covid hosp,-1,Central,2025-01-25,quantile,0.25,74
2025-02-01,wk inc covid hosp,-1,Central,2025-01-25,quantile,0.5,160
2025-02-01,wk inc covid hosp,-1,Central,2025-01-25,quantile,0.75,246
2025-02-01,wk inc covid hosp,-1,Central,2025-01-25,quantile,0.9,288
2025-02-01,wk inc covid hosp,-1,Central,2025-01-25,quantile,0.975,306
2025-02-01,wk inc covid hosp,0,Central,2025-02-01,quantile,0.025,0
2025-02-01,wk inc covid hosp,0,Central,2025-02-01,quantile,0.1,0
2025-02-01,wk inc covid hosp,0,Central,2025-02-01,quantile,0.25,0
2025-02-01,wk inc covid hosp,0,Central,2025-02-01,quantile,0.5,80
2025-02-01,wk inc covid hosp,0,Central,2025-02-01,quantile,0.75,169
2025-02-01,wk inc covid hosp,0,Central,2025-02-01,quantile,0.9,213
2025-02-01,wk inc covid hosp,0,Central,2025-02-01,quantile,0.975,232
2025-02-01,wk inc covid hosp,1,Central,2025-02-08,quantile,0.025,0
2025-02-01,wk inc covid hosp,1,Central,2025-02-08,quantile,0.1,0
2025-02-01,wk inc covid hosp,1,Central,2025-02-08,quantile,0.25,0
2025-02-01,wk inc covid hosp,1,Central,2025-02-08,quantile,0.5,21
2025-02-01,wk inc covid hosp,1,Central,2025-02-08,quantile,0.75,107
2025-02-01,wk inc covid hosp,1,Central,2025-02-08,quantile,0.9,150
2025-02-01,wk inc covid hosp,1,Central,2025-02-08,quantile,0.975,168
2025-02-01,wk inc covid hosp,2,Central,2025-02-15,quantile,0.025,0
2025-02-01,wk inc covid hosp,2,Central,2025-02-15,quantile,0.1,0
2025-02-01,wk inc covid hosp,2,Central,2025-02-15,quantile,0.25,0
2025-02-01,wk inc covid hosp,2,Central,2025-02-15,quantile,0.5,0
2025-02-01,wk inc covid hosp,2,Central,2025-02-15,quantile,0.75,51
2025-02-01,wk inc covid hosp,2,Central,2025-02-15,quantile,0.9,94
2025-02-01,wk inc covid hosp,2,Central,2025-02-15,quantile,0.975,113
2025-02-01,wk inc covid hosp,3,Central,2025-02-22,quantile,0.025,0
2025-02-01,wk inc covid hosp,3,Central,2025-02-22,quantile,0.1,0
2025-02-01,wk inc covid hosp,3,Central,2025-02-22,quantile,0.25,0
2025-02-01,wk inc covid hosp,3,Central,2025-02-22,quantile,0.5,0
2025-02-01,wk inc covid hosp,3,Central,2025-02-22,quantile,0.75,7
2025-02-01,wk inc covid hosp,3,Central,2025-02-22,quantile,0.9,47
2025-02-01,wk inc covid hosp,3,Central,2025-02-22,quantile,0.975,65
2025-02-01,wk inc flu hosp,-1,Central,2025-01-25,quantile,0.025,14
2025-02-01,wk inc flu hosp,-1,Central,2025-01-25,quantile,0.1,26
2025-02-01,wk inc flu hosp,-1,Central,2025-01-25,quantile,0.25,54
2025-02-01,wk inc flu hosp,-1,Central,2025-01-25,quantile,0.5,112
2025-02-01,wk inc flu hosp,-1,Central,2025-01-25,quantile,0.75,169
2025-02-01,wk inc flu hosp,-1,Central,2025-01-25,quantile,0.9,197
2025-02-01,wk inc flu hosp,-1,Central,2025-01-25,quantile,0.975,209
2025-02-01,wk inc flu hosp,0,Central,2025-02-01,quantile,0.025,0
2025-02-01,wk inc flu hosp,0,Central,2025-02-01,quantile,0.1,0
2025-02-01,wk inc flu hosp,0,Central,2025-02-01,quantile,0.25,30
