reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-03-22,wk inc covid hosp,-1,Central,2025-03-15,quantile,0.025,0
2025-03-22,wk inc covid hosp,-1,Central,2025-03-15,quantile,0.1,0
2025-03-22,wk inc covid hosp,-1,Central,2025-03-15,quantile,0.25,0
2025-03-22,wk inc covid hosp,-1,Central,2025-03-15,quantile,0.5,45
2025-03-22,wk inc covid hosp,-1,Central,2025-03-15,quantile,0.75,278
2025-03-22,wk inc covid hosp,-1,Central,2025-03-15,quantile,0.9,394
2025-03-22,wk inc covid hosp,-1,Central,2025-03-15,quantile,0.975,443
2025-03-22,wk inc covid hosp,0,Central,2025-03-22,quantile,0.025,0
2025-03-22,wk inc covid hosp,0,Central,2025-03-22,quantile,0.1,0
2025-03-22,wk inc covid hosp,0,Central,2025-03-22,quantile,0.25,0
2025-03-22,wk inc covid hosp,0,Central,2025-03-22,quantile,0.5,35
2025-03-22,wk inc covid hosp,0,Central,2025-03-22,quantile,0.75,276
2025-03-22,wk inc covid hosp,0,Central,2025-03-22,quantile,0.9,397
2025-03-22,wk inc covid hosp,0,Central,2025-03-22,quantile,0.975,448
2025-03-22,wk inc covid hosp,1,Central,2025-03-29,quantile,0.025,0
2025-03-22,wk inc covid hosp,1,Central,2025-03-29,quantile,0.1,0
2025-03-22,wk inc covid hosp,1,Central,2025-03-29,quantile,0.25,0
2025-03-22,wk inc covid hosp,1,Central,2025-03-29,quantile,0.5,88
2025-03-22,wk inc covid hosp,1,Central,2025-03-29,quantile,0.75,312
2025-03-22,wk inc covid hosp,1,Central,2025-03-29,quantile,0.9,424
2025-03-22,wk inc covid hosp,1,Central,2025-03-29,quantile,0.975,471
2025-03-22,wk inc covid hosp,2,Central,2025-04-05,quantile,0.025,0
2025-03-22,wk inc covid hosp,2,Central,2025-04-05,quantile,0.1,0
2025-03-22,wk inc covid hosp,2,Central,2025-04-05,quantile,0.25,0
2025-03-22,wk inc covid hosp,2,Central,2025-04-05,quantile,0.5,130
2025-03-22,wk inc covid hosp,2,Central,2025-04-05,quantile,0.75,381
2025-03-22,wk inc covid hosp,2,Central,2025-04-05,quantile,0.9,505
2025-03-22,wk inc covid hosp,2,Central,2025-04-05,quantile,0.975,558
2025-03-22,wk inc covid hosp,3,Central,2025-04-12,quantile,0.025,0
2025-03-22,wk inc covid hosp,3,Central,2025-04-12,quantile,0.1,0
2025-03-22,wk inc covid hosp,3,Central,2025-04-12,quantile,0.25,0
2025-03-22,wk inc covid hosp,3,Central,2025-04-12,quantile,0.5,190
2025-03-22,wk inc covid hosp,3,Central,2025-04-12,quantile,0.75,426
2025-03-22,wk inc covid hosp,3,Central,2025-04-12,quantile,0.9,544
2025-03-22,wk inc covid hosp,3,Central,2025-04-12,quantile,0.975,594
2025-03-22,wk inc flu hosp,-1,Central,2025-03-15,quantile,0.025,0
2025-03-22,wk inc flu hosp,-1,Central,2025-03-15,quantile,0.1,0
2025-03-22,wk inc flu hosp,-1,Central,2025-03-15,quantile,0.25,24
2025-03-22,wk inc flu hosp,-1,Central,2025-03-15,quantile,0.5,82
2025-03-22,wk inc flu hosp,-1,Central,2025-03-15,quantile,0.75,141
2025-03-22,wk inc flu hosp,-1,Central,2025-03-15,quantile,0.9,170
2025-03-22,wk inc flu hosp,-1,Central,2025-03-15,quantile,0.975,183
2025-03-22,wk inc flu hosp,0,Central,2025-03-22,quantile,0.025,0
2025-03-22,wk inc flu hosp,0,Central,2025-03-22,quantile,0.1,0
2025-03-22,wk inc flu hosp,0,Central,2025-03-22,quantile,0.25,25
2025-03-22,wk inc flu hosp,0,Central,2025-03-22,quantile,0.5,85
2025-03-22,wk inc flu hosp,0,Central,2025-03-22,quantile,0.75,145
2025-03-22,wk inc flu hosp,0,Central,2025-03-22,quantile,0.9,175
2025-03-22,wk inc flu hosp,0,Central,2025-03-22,quantile,0.975,188
2025-03-22,wk inc flu hosp,1,Central,2025-03-29,quantile,0.025,0
2025-03-22,wk inc flu hosp,1,Central,2025-03-29,quantile,0.1,0
2025-03-22,wk inc flu hosp,1,Central,2025-03-29,quantile,0.25,17
2025-03-22,wk inc flu hosp,1,Central,2025-03-29,quantile,0.5,77
2025-03-22,wk inc flu hosp,1,Central,2025-03-29,quantile,0.75,138
2025-03-22,wk inc flu hosp,1,Central,2025-03-29,quantile,0.9,169
2025-03-22,wk inc flu hosp,1,Central,2025-03-29,quantile,0.975,181
2025-03-22,wk inc flu hosp,2,Central,2025-04-05,quantile,0.025,0
2025-03-22,wk inc flu hosp,2,Central,2025-04-05,quantile,0.1,0
2025-03-22,wk inc flu hosp,2,Central,2025-04-05,quantile,0.25,10
2025-03-22,wk inc flu hosp,2,Central,2025-04-05,quantile,0.5,70
2025-03-22,wk inc flu hosp,2,Central,2025-04-05,quantile,0.75,130
2025-03-22,wk inc flu hosp,2,Central,2025-04-05,quantile,0.9,160
2025-03-22,wk inc flu hosp,2,Central,2025-04-05,quantile,0.975,173
2025-03-22,wk inc flu hosp,3,Central,2025-04-12,quantile,0.025,0
2025-03-22,wk inc flu hosp,3,Central,2025-04-12,quantile,0.1,0
2025-03-22,wk inc flu hosp,3,Central,2025-04-12,quantile,0.25,9
2025-03-22,wk inc flu hosp,3,Central,2025-04-12,quantile,0.5,69
2025-03-22,wk inc flu hosp,3,Central,2025-04-12,quantile,0.75,129
2025-03-22,wk inc flu hosp,3,Central,2025-04-12,quantile,0.9,159
2025-03-22,wk inc flu hosp,3,Central,2025-04-12,quantile,0.975,171
2025-03-22,wk inc rsv hosp,-1,Central,2025-03-15,quantile,0.025,0
2025-03-22,wk inc rsv hosp,-1,Central,2025-03-15,quantile,0.1,0
2025-03-22,wk inc rsv hosp,-1,Central,2025-03-15,quantile,0.25,0
2025-03-22,wk inc rsv hosp,-1,Central,2025-03-15,quantile,0.5,12
2025-03-22,wk inc rsv hosp,-1,Central,2025-03-15,quantile,0.75,36
2025-03-22,wk inc rsv hosp,-1,Central,2025-03-15,quantile,0.9,48
2025-03-22,wk inc rsv hosp,-1,Central,2025-03-15,quantile,0.975,53
2025-03-22,wk inc rsv hosp,0,Central,2025-03-22,quantile,0.025,0
2025-03-22,wk inc rsv hosp,0,Central,2025-03-22,quantile,0.1,0
2025-03-22,wk inc rsv hosp,0,Central,2025-03-22,quantile,0.25,0
2025-03-22,wk inc rsv hosp,0,Central,2025-03-22,quantile,0.5,12
2025-03-22,wk inc rsv hosp,0,Central,2025-03-22,quantile,0.75,35
2025-03-22,wk inc rsv hosp,0,Central,2025-03-22,quantile,0.9,46
2025-03-22,wk inc rsv hosp,0,Central,2025-03-22,quantile,0.975,51
2025-03-22,wk inc rsv hosp,1,Central,2025-03-29,quantile,0.025,0
2025-03-22,wk inc rsv hosp,1,Central,2025-03-29,quantile,0.1,0
2025-03-22,wk inc rsv hosp,1,Central,2025-03-29,quantile,0.25,0
2025-03-22,wk inc rsv hosp,1,Central,2025-03-29,quantile,0.5,11
2025-03-22,wk inc rsv hosp,1,Central,2025-03-29,quantile,0.75,36
2025-03-22,wk inc rsv hosp,1,Central,2025-03-29,quantile,0.9,49
2025-03-22,wk inc rsv hosp,1,Central,2025-03-29,quantile,0.975,54
2025-03-22,wk inc rsv hosp,2,Central,2025-04-05,quantile,0.025,0
2025-03-22,wk inc rsv hosp,2,Central,2025-04-05,quantile,0.1,0
2025-03-22,wk inc rsv hosp,2,Central,2025-04-05,quantile,0.25,0
