reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-01-04,wk inc covid hosp,-1,Central,2024-12-28,quantile,0.025,5
2025-01-04,wk inc covid hosp,-1,Central,2024-12-28,quantile,0.1,19
2025-01-04,wk inc covid hosp,-1,Central,2024-12-28,quantile,0.25,42
2025-01-04,wk inc covid hosp,-1,Central,2024-12-28,quantile,0.5,111
2025-01-04,wk inc covid hosp,-1,Central,2024-12-28,quantile,0.75,178
2025-01-04,wk inc covid hosp,-1,Central,2024-12-28,quantile,0.9,246
2025-01-04,wk inc covid hosp,-1,Central,2024-12-28,quantile,0.975,294
2025-01-04,wk inc covid hosp,0,Central,2025-01-04,quantile,0.025,185
2025-01-04,wk inc covid hosp,0,Central,2025-01-04,quantile,0.1,192
2025-01-04,wk inc covid hosp,0,Central,2025-01-04,quantile,0.25,206
2025-01-04,wk inc covid hosp,0,Central,2025-01-04,quantile,0.5,238
2025-01-04,wk inc covid hosp,0,Central,2025-01-04,quantile,0.75,281
2025-01-04,wk inc covid hosp,0,Central,2025-01-04,quantile,0.9,322
2025-01-04,wk inc covid hosp,0,Central,2025-01-04,quantile,0.975,346
2025-01-04,wk inc covid hosp,1,Central,2025-01-11,quantile,0.025,190
2025-01-04,wk inc covid hosp,1,Central,2025-01-11,quantile,0.1,204
2025-01-04,wk inc covid hosp,1,Central,2025-01-11,quantile,0.25,241
2025-01-04,wk inc covid hosp,1,Central,2025-01-11,quantile,0.5,312
2025-01-04,wk inc covid hosp,1,Central,2025-01-11,quantile,0.75,415
2025-01-04,wk inc covid hosp,1,Central,2025-01-11,quantile,0.9,477
2025-01-04,wk inc covid hosp,1,Central,2025-01-11,quantile,0.975,501
2025-01-04,wk inc covid hosp,2,Central,2025-01-18,quantile,0.025,208
2025-01-04,wk inc covid hosp,2,Central,2025-01-18,quantile,0.1,262
2025-01-04,wk inc covid hosp,2,Central,2025-01-18,quantile,0.25,341
2025-01-04,wk inc covid hosp,2,Central,2025-01-18,quantile,0.5,397
2025-01-04,wk inc covid hosp,2,Central,2025-01-18,quantile,0.75,443
2025-01-04,wk inc covid hosp,2,Central,2025-01-18,quantile,0.9,517
2025-01-04,wk inc covid hosp,2,Central,2025-01-18,quantile,0.975,569
2025-01-04,wk inc covid hosp,3,Central,2025-01-25,quantile,0.025,264
2025-01-04,wk inc covid hosp,3,Central,2025-01-25,quantile,0.1,273
2025-01-04,wk inc covid hosp,3,Central,2025-01-25,quantile,0.25,312
2025-01-04,wk inc covid hosp,3,Central,2025-01-25,quantile,0.5,394
2025-01-04,wk inc covid hosp,3,Central,2025-01-25,quantile,0.75,396
2025-01-04,wk inc covid hosp,3,Central,2025-01-25,quantile,0.9,438
2025-01-04,wk inc covid hosp,3,Central,2025-01-25,quantile,0.975,470
2025-01-04,wk inc flu hosp,-1,Central,2024-12-28,quantile,0.025,45
2025-01-04,wk inc flu hosp,-1,Central,2024-12-28,quantile,0.1,48
2025-01-04,wk inc flu hosp,-1,Central,2024-12-28,quantile,0.25,55
2025-01-04,wk inc flu hosp,-1,Central,2024-12-28,quantile,0.5,70
2025-01-04,wk inc flu hosp,-1,Central,2024-12-28,quantile,0.75,83
2025-01-04,wk inc flu hosp,-1,Central,2024-12-28,quantile,0.9,92
2025-01-04,wk inc flu hosp,-1,Central,2024-12-28,quantile,0.975,97
2025-01-04,wk inc flu hosp,0,Central,2025-01-04,quantile,0.025,51
2025-01-04,wk inc flu hosp,0,Central,2025-01-04,quantile,0.1,51
2025-01-04,wk inc flu hosp,0,Central,2025-01-04,quantile,0.25,52
2025-01-04,wk inc flu hosp,0,Central,2025-01-04,quantile,0.5,63
2025-01-04,wk inc flu hosp,0,Central,2025-01-04,quantile,0.75,82
2025-01-04,wk inc flu hosp,0,Central,2025-01-04,quantile,0.9,86
2025-01-04,wk inc flu hosp,0,Central,2025-01-04,quantile,0.975,87
2025-01-04,wk inc flu hosp,1,Central,2025-01-11,quantile,0.025,14
2025-01-04,wk inc flu hosp,1,Central,2025-01-11,quantile,0.1,31
2025-01-04,wk inc flu hosp,1,Central,2025-01-11,quantile,0.25,59
2025-01-04,wk inc flu hosp,1,Central,2025-01-11,quantile,0.5,74
2025-01-04,wk inc flu hosp,1,Central,2025-01-11,quantile,0.75,74
2025-01-04,wk inc flu hosp,1,Central,2025-01-11,quantile,0.9,78
2025-01-04,wk inc flu hosp,1,Central,2025-01-11,quantile,0.975,81
2025-01-04,wk inc flu hosp,2,Central,2025-01-18,quantile,0.025,33
2025-01-04,wk inc flu hosp,2,Central,2025-01-18,quantile,0.1,37
2025-01-04,wk inc flu hosp,2,Central,2025-01-18,quantile,0.25,43
2025-01-04,wk inc flu hosp,2,Central,2025-01-18,quantile,0.5,50
2025-01-04,wk inc flu hosp,2,Central,2025-01-18,quantile,0.75,57
2025-01-04,wk inc flu hosp,2,Central,2025-01-18,quantile,0.9,71
2025-01-04,wk inc flu hosp,2,Central,2025-01-18,quantile,0.975,81
2025-01-04,wk inc flu hosp,3,Central,2025-01-25,quantile,0.025,10
2025-01-04,wk inc flu hosp,3,Central,2025-01-25,quantile,0.1,25
2025-01-04,wk inc flu hosp,3,Central,2025-01-25,quantile,0.25,45
2025-01-04,wk inc flu hosp,3,Central,2025-01-25,quantile,0.5,46
2025-01-04,wk inc flu hosp,3,Central,2025-01-25,quantile,0.75,48
2025-01-04,wk inc flu hosp,3,Central,2025-01-25,quantile,0.9,49
2025-01-04,wk inc flu hosp,3,Central,2025-01-25,quantile,0.975,50
2025-01-04,wk inc rsv hosp,-1,Central,2024-12-28,quantile,0.025,25
2025-01-04,wk inc rsv hosp,-1,Central,2024-12-28,quantile,0.1,28
2025-01-04,wk inc rsv hosp,-1,Central,2024-12-28,quantile,0.25,31
2025-01-04,wk inc rsv hosp,-1,Central,2024-12-28,quantile,0.5,33
2025-01-04,wk inc rsv hosp,-1,Central,2024-12-28,quantile,0.75,37
2025-01-04,wk inc rsv hosp,-1,Central,2024-12-28,quantile,0.9,38
2025-01-04,wk inc rsv hosp,-1,Central,2024-12-28,quantile,0.975,39
2025-01-04,wk inc rsv hosp,0,Central,2025-01-04,quantile,0.025,22
2025-01-04,wk inc rsv hosp,0,Central,2025-01-04,quantile,0.1,23
2025-01-04,wk inc rsv hosp,0,Central,2025-01-04,quantile,0.25,24
2025-01-04,wk inc rsv hosp,0,Central,2025-01-04,quantile,0.5,25
2025-01-04,wk inc rsv hosp,0,Central,2025-01-04,quantile,0.75,31
2025-01-04,wk inc rsv hosp,0,Central,2025-01-04,quantile,0.9,40
2025-01-04,wk inc rsv hosp,0,Central,2025-01-04,quantile,0.975,44
2025-01-04,wk inc rsv hosp,1,Central,2025-01-11,quantile,0.025,15
2025-01-04,wk inc rsv hosp,1,Central,2025-01-11,quantile,0.1,15
2025-01-04,wk inc rsv hosp,1,Central,2025-01-11,quantile,0.25,17
2025-01-04,wk inc rsv hosp,1,Central,2025-01-11,quantile,0.5,22
2025-01-04,wk inc rsv hosp,1,Central,2025-01-11,quantile,0.75,22
2025-01-04,wk inc rsv hosp,1,Central,2025-01-11,quantile,0.9,26
2025-01-04,wk inc rsv hosp,1,Central,2025-01-11,quantile,0.975,29
2025-01-04,wk inc rsv hosp,2,Central,2025-01-18,quantile,0.025,17
2025-01-04,wk inc rsv hosp,2,Central,2025-01-18,quantile,0.1,18
2025-01-04,wk inc rsv hosp,2,Central,2025-01-18,quantile,0.25,21
2025-01-04,wk inc rsv hosp,2,Central,2025-01-18,quantile,0.5,25
2025-01-04,wk inc rsv hosp,2,Central,2025-01-18,quantile,0.75,30
2025-01-04,wk inc rsv hosp,2,Central,2025-01-18,quantile,0.9,31
2025-01-04,wk inc rsv hosp,2,Central,2025-01-18,quantile,0.975,32
2025-01-04,wk inc rsv hosp,3,Central,2025-01-25,quantile,0.025,16
2025-01-04,wk inc rsv hosp,3,Central,2025-01-25,quantile,0.1,16
2025-01-04,wk inc rsv hosp,3,Central,2025-01-25,quantile,0.25,17
2025-01-04,wk inc rsv hosp,3,Central,2025-01-25,quantile,0.5,20
2025-01-04,wk inc rsv hosp,3,Central,2025-01-25,quantile,0.75,21
2025-01-04,wk inc rsv hosp,3,Central,2025-01-25,quantile,0.9,23
2025-01-04,wk inc rsv hosp,3,Central,2025-01-25,quantile,0.975,24
2025-01-04,wk inc covid hosp,-1,East,2024-12-28,quantile,0.025,136
2025-01-04,wk inc covid hosp,-1,East,2024-12-28,quantile,0.1,139
2025-01-04,wk inc covid hosp,-1,East,2024-12-28,quantile,0.25,147
2025-01-04,wk inc covid hosp,-1,East,2024-12-28,quantile,0.5,178
2025-01-04,wk inc covid hosp,-1,East,2024-12-28,quantile,0.75,229
2025-01-04,wk inc covid hosp,-1,East,2024-12-28,quantile,0.9,270
2025-01-04,wk inc covid hosp,-1,East,2024-12-28,quantile,0.975,293
2025-01-04,wk inc covid hosp,0,East,2025-01-04,quantile,0.025,103
2025-01-04,wk inc covid hosp,0,East,2025-01-04,quantile,0.1,153
2025-01-04,wk inc covid hosp,0,East,2025-01-04,quantile,0.25,231
2025-01-04,wk inc covid hosp,0,East,2025-01-04,quantile,0.5,275
2025-01-04,wk inc covid hosp,0,East,2025-01-04,quantile,0.75,316
2025-01-04,wk inc covid hosp,0,East,2025-01-04,quantile,0.9,336
2025-01-04,wk inc covid hosp,0,East,2025-01-04,quantile,0.975,343
2025-01-04,wk inc covid hosp,1,East,2025-01-11,quantile,0.025,209
2025-01-04,wk inc covid hosp,1,East,2025-01-11,quantile,0.1,249
2025-01-04,wk inc covid hosp,1,East,2025-01-11,quantile,0.25,303
2025-01-04,wk inc covid hosp,1,East,2025-01-11,quantile,0.5,319
2025-01-04,wk inc covid hosp,1,East,2025-01-11,quantile,0.75,363
2025-01-04,wk inc covid hosp,1,East,2025-01-11,quantile,0.9,422
2025-01-04,wk inc covid hosp,1,East,2025-01-11,quantile,0.975,459
2025-01-04,wk inc covid hosp,2,East,2025-01-18,quantile,0.025,104
2025-01-04,wk inc covid hosp,2,East,2025-01-18,quantile,0.1,116
2025-01-04,wk inc covid hosp,2,East,2025-01-18,quantile,0.25,147
2025-01-04,wk inc covid hosp,2,East,2025-01-18,quantile,0.5,202
2025-01-04,wk inc covid hosp,2,East,2025-01-18,quantile,0.75,313
