reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-02-08,wk inc covid hosp,-1,Central,2025-02-01,quantile,0.025,0
2025-02-08,wk inc covid hosp,-1,Central,2025-02-01,quantile,0.1,0
2025-02-08,wk inc covid hosp,-1,Central,2025-02-01,quantile,0.25,6
2025-02-08,wk inc covid hosp,-1,Central,2025-02-01,quantile,0.5,138
2025-02-08,wk inc covid hosp,-1,Central,2025-02-01,quantile,0.75,270
2025-02-08,wk inc covid hosp,-1,Central,2025-02-01,quantile,0.9,335
2025-02-08,wk inc covid hosp,-1,Central,2025-02-01,quantile,0.975,363
2025-02-08,wk inc covid hosp,0,Central,2025-02-08,quantile,0.025,0
2025-02-08,wk inc covid hosp,0,Central,2025-02-08,quantile,0.1,0
2025-02-08,wk inc covid hosp,0,Central,2025-02-08,quantile,0.25,0
2025-02-08,wk inc covid hosp,0,Central,2025-02-08,quantile,0.5,87
2025-02-08,wk inc covid hosp,0,Central,2025-02-08,quantile,0.75,210
2025-02-08,wk inc covid hosp,0,Central,2025-02-08,quantile,0.9,270
2025-02-08,wk inc covid hosp,0,Central,2025-02-08,quantile,0.975,296
2025-02-08,wk inc covid hosp,1,Central,2025-02-15,quantile,0.025,0
2025-02-08,wk inc covid hosp,1,Central,2025-02-15,quantile,0.1,0
2025-02-08,wk inc covid hosp,1,Central,2025-02-15,quantile,0.25,0
2025-02-08,wk inc covid hosp,1,Central,2025-02-15,quantile,0.5,57
2025-02-08,wk inc covid hosp,1,Central,2025-02-15,quantile,0.75,183
2025-02-08,wk inc covid hosp,1,Central,2025-02-15,quantile,0.9,246
2025-02-08,wk inc covid hosp,1,Central,2025-02-15,quantile,0.975,272
2025-02-08,wk inc covid hosp,2,Central,2025-02-22,quantile,0.025,0
2025-02-08,wk inc covid hosp,2,Central,2025-02-22,quantile,0.1,0
2025-02-08,wk inc covid hosp,2,Central,2025-02-22,quantile,0.25,0
2025-02-08,wk inc covid hosp,2,Central,2025-02-22,quantile,0.5,7
2025-02-08,wk inc covid hosp,2,Central,2025-02-22,quantile,0.75,135
