reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-02-22,wk inc covid hosp,-1,2025-02-15,East,quantile,0.025,49
2025-02-22,wk inc covid hosp,-1,2025-02-15,East,quantile,0.1,66
2025-02-22,wk inc covid hosp,-1,2025-02-15,East,quantile,0.25,82
2025-02-22,wk inc covid hosp,-1,2025-02-15,East,quantile,0.5,100
2025-02-22,wk inc covid hosp,-1,2025-02-15,East,quantile,0.75,117
2025-02-22,wk inc covid hosp,-1,2025-02-15,East,quantile,0.9,133
2025-02-22,wk inc covid hosp,-1,2025-02-15,East,quantile,0.975,150
2025-02-22,wk inc covid hosp,0,2025-02-22,East,quantile,0.025,19
2025-02-22,wk inc covid hosp,0,2025-02-22,East,quantile,0.1,46
2025-02-22,wk inc covid hosp,0,2025-02-22,East,quantile,0.25,62
2025-02-22,wk inc covid hosp,0,2025-02-22,East,quantile,0.5,77
2025-02-22,wk inc covid hosp,0,2025-02-22,East,quantile,0.75,93
2025-02-22,wk inc covid hosp,0,2025-02-22,East,quantile,0.9,108
2025-02-22,wk inc covid hosp,0,2025-02-22,East,quantile,0.975,130
2025-02-22,wk inc covid hosp,1,2025-03-01,East,quantile,0.025,17
2025-02-22,wk inc covid hosp,1,2025-03-01,East,quantile,0.1,39
2025-02-22,wk inc covid hosp,1,2025-03-01,East,quantile,0.25,54
2025-02-22,wk inc covid hosp,1,2025-03-01,East,quantile,0.5,69
2025-02-22,wk inc covid hosp,1,2025-03-01,East,quantile,0.75,84
2025-02-22,wk inc covid hosp,1,2025-03-01,East,quantile,0.9,101
2025-02-22,wk inc covid hosp,1,2025-03-01,East,quantile,0.975,127
2025-02-22,wk inc covid hosp,2,2025-03-08,East,quantile,0.025,0
2025-02-22,wk inc covid hosp,2,2025-03-08,East,quantile,0.1,30
2025-02-22,wk inc covid hosp,2,2025-03-08,East,quantile,0.25,46
2025-02-22,wk inc covid hosp,2,2025-03-08,East,quantile,0.5,60
2025-02-22,wk inc covid hosp,2,2025-03-08,East,quantile,0.75,74
2025-02-22,wk inc covid hosp,2,2025-03-08,East,quantile,0.9,93
2025-02-22,wk inc covid hosp,2,2025-03-08,East,quantile,0.975,130
2025-02-22,wk inc covid hosp,3,2025-03-15,East,quantile,0.025,0
2025-02-22,wk inc covid hosp,3,2025-03-15,East,quantile,0.1,26
2025-02-22,wk inc covid hosp,3,2025-03-15,East,quantile,0.25,40
2025-02-22,wk inc covid hosp,3,2025-03-15,East,quantile,0.5,54
2025-02-22,wk inc covid hosp,3,2025-03-15,East,quantile,0.75,69
2025-02-22,wk inc covid hosp,3,2025-03-15,East,quantile,0.9,91
2025-02-22,wk inc covid hosp,3,2025-03-15,East,quantile,0.975,154
2025-02-22,wk inc covid hosp,-1,2025-02-15,North East,quantile,0.025,0
2025-02-22,wk inc covid hosp,-1,2025-02-15,North East,quantile,0.1,5
2025-02-22,wk inc covid hosp,-1,2025-02-15,North East,quantile,0.25,10
2025-02-22,wk inc covid hosp,-1,2025-02-15,North East,quantile,0.5,16
2025-02-22,wk inc covid hosp,-1,2025-02-15,North East,quantile,0.75,22
2025-02-22,wk inc covid hosp,-1,2025-02-15,North East,quantile,0.9,27
2025-02-22,wk inc covid hosp,-1,2025-02-15,North East,quantile,0.975,33
2025-02-22,wk inc covid hosp,0,2025-02-22,North East,quantile,0.025,0
2025-02-22,wk inc covid hosp,0,2025-02-22,North East,quantile,0.1,7
2025-02-22,wk inc covid hosp,0,2025-02-22,North East,quantile,0.25,12
2025-02-22,wk inc covid hosp,0,2025-02-22,North East,quantile,0.5,17
2025-02-22,wk inc covid hosp,0,2025-02-22,North East,quantile,0.75,21
2025-02-22,wk inc covid hosp,0,2025-02-22,North East,quantile,0.9,26
2025-02-22,wk inc covid hosp,0,2025-02-22,North East,quantile,0.975,34
2025-02-22,wk inc covid hosp,1,2025-03-01,North East,quantile,0.025,0
2025-02-22,wk inc covid hosp,1,2025-03-01,North East,quantile,0.1,4
2025-02-22,wk inc covid hosp,1,2025-03-01,North East,quantile,0.25,9
2025-02-22,wk inc covid hosp,1,2025-03-01,North East,quantile,0.5,13
2025-02-22,wk inc covid hosp,1,2025-03-01,North East,quantile,0.75,18
2025-02-22,wk inc covid hosp,1,2025-03-01,North East,quantile,0.9,22
2025-02-22,wk inc covid hosp,1,2025-03-01,North East,quantile,0.975,31
2025-02-22,wk inc covid hosp,2,2025-03-08,North East,quantile,0.025,0
2025-02-22,wk inc covid hosp,2,2025-03-08,North East,quantile,0.1,3
2025-02-22,wk inc covid hosp,2,2025-03-08,North East,quantile,0.25,8
2025-02-22,wk inc covid hosp,2,2025-03-08,North East,quantile,0.5,12
2025-02-22,wk inc covid hosp,2,2025-03-08,North East,quantile,0.75,16
2025-02-22,wk inc covid hosp,2,2025-03-08,North East,quantile,0.9,21
2025-02-22,wk inc covid hosp,2,2025-03-08,North East,quantile,0.975,34
2025-02-22,wk inc covid hosp,3,2025-03-15,North East,quantile,0.025,0
2025-02-22,wk inc covid hosp,3,2025-03-15,North East,quantile,0.1,0
2025-02-22,wk inc covid hosp,3,2025-03-15,North East,quantile,0.25,5
2025-02-22,wk inc covid hosp,3,2025-03-15,North East,quantile,0.5,9
2025-02-22,wk inc covid hosp,3,2025-03-15,North East,quantile,0.75,13
2025-02-22,wk inc covid hosp,3,2025-03-15,North East,quantile,0.9,18
2025-02-22,wk inc covid hosp,3,2025-03-15,North East,quantile,0.975,32
2025-02-22,wk inc covid hosp,-1,2025-02-15,North West,quantile,0.025,0
2025-02-22,wk inc covid hosp,-1,2025-02-15,North West,quantile,0.1,2
2025-02-22,wk inc covid hosp,-1,2025-02-15,North West,quantile,0.25,5
2025-02-22,wk inc covid hosp,-1,2025-02-15,North West,quantile,0.5,9
2025-02-22,wk inc covid hosp,-1,2025-02-15,North West,quantile,0.75,13
2025-02-22,wk inc covid hosp,-1,2025-02-15,North West,quantile,0.9,17
2025-02-22,wk inc covid hosp,-1,2025-02-15,North West,quantile,0.975,21
2025-02-22,wk inc covid hosp,0,2025-02-22,North West,quantile,0.025,0
2025-02-22,wk inc covid hosp,0,2025-02-22,North West,quantile,0.1,0
2025-02-22,wk inc covid hosp,0,2025-02-22,North West,quantile,0.25,1
2025-02-22,wk inc covid hosp,0,2025-02-22,North West,quantile,0.5,4
2025-02-22,wk inc covid hosp,0,2025-02-22,North West,quantile,0.75,7
2025-02-22,wk inc covid hosp,0,2025-02-22,North West,quantile,0.9,11
2025-02-22,wk inc covid hosp,0,2025-02-22,North West,quantile,0.975,17
2025-02-22,wk inc covid hosp,1,2025-03-01,North West,quantile,0.025,0
2025-02-22,wk inc covid hosp,1,2025-03-01,North West,quantile,0.1,0
2025-02-22,wk inc covid hosp,1,2025-03-01,North West,quantile,0.25,1
2025-02-22,wk inc covid hosp,1,2025-03-01,North West,quantile,0.5,4
2025-02-22,wk inc covid hosp,1,2025-03-01,North West,quantile,0.75,7
2025-02-22,wk inc covid hosp,1,2025-03-01,North West,quantile,0.9,12
2025-02-22,wk inc covid hosp,1,2025-03-01,North West,quantile,0.975,20
2025-02-22,wk inc covid hosp,2,2025-03-08,North West,quantile,0.025,0
2025-02-22,wk inc covid hosp,2,2025-03-08,North West,quantile,0.1,0
2025-02-22,wk inc covid hosp,2,2025-03-08,North West,quantile,0.25,0
2025-02-22,wk inc covid hosp,2,2025-03-08,North West,quantile,0.5,3
2025-02-22,wk inc covid hosp,2,2025-03-08,North West,quantile,0.75,6
2025-02-22,wk inc covid hosp,2,2025-03-08,North West,quantile,0.9,9
2025-02-22,wk inc covid hosp,2,2025-03-08,North West,quantile,0.975,16
2025-02-22,wk inc covid hosp,3,2025-03-15,North West,quantile,0.025,0
2025-02-22,wk inc covid hosp,3,2025-03-15,North West,quantile,0.1,0
2025-02-22,wk inc covid hosp,3,2025-03-15,North West,quantile,0.25,2
2025-02-22,wk inc covid hosp,3,2025-03-15,North West,quantile,0.5,4
2025-02-22,wk inc covid hosp,3,2025-03-15,North West,quantile,0.75,7
2025-02-22,wk inc covid hosp,3,2025-03-15,North West,quantile,0.9,13
2025-02-22,wk inc covid hosp,3,2025-03-15,North West,quantile,0.975,28
2025-02-22,wk inc covid hosp,-1,2025-02-15,Ontario,quantile,0.025,322
2025-02-22,wk inc covid hosp,-1,2025-02-15,Ontario,quantile,0.1,376
2025-02-22,wk inc covid hosp,-1,2025-02-15,Ontario,quantile,0.25,428
2025-02-22,wk inc covid hosp,-1,2025-02-15,Ontario,quantile,0.5,487
2025-02-22,wk inc covid hosp,-1,2025-02-15,Ontario,quantile,0.75,544
2025-02-22,wk inc covid hosp,-1,2025-02-15,Ontario,quantile,0.9,596
2025-02-22,wk inc covid hosp,-1,2025-02-15,Ontario,quantile,0.975,657
2025-02-22,wk inc covid hosp,0,2025-02-22,Ontario,quantile,0.025,160
2025-02-22,wk inc covid hosp,0,2025-02-22,Ontario,quantile,0.1,258
2025-02-22,wk inc covid hosp,0,2025-02-22,Ontario,quantile,0.25,323
2025-02-22,wk inc covid hosp,0,2025-02-22,Ontario,quantile,0.5,381
2025-02-22,wk inc covid hosp,0,2025-02-22,Ontario,quantile,0.75,444
2025-02-22,wk inc covid hosp,0,2025-02-22,Ontario,quantile,0.9,508
2025-02-22,wk inc covid hosp,0,2025-02-22,Ontario,quantile,0.975,614
