reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-12-21,wk inc covid hosp,-1,2024-12-14,East,quantile,0.025,121
2024-12-21,wk inc covid hosp,-1,2024-12-14,East,quantile,0.1,132
2024-12-21,wk inc covid hosp,-1,2024-12-14,East,quantile,0.25,141
2024-12-21,wk inc covid hosp,-1,2024-12-14,East,quantile,0.5,152
2024-12-21,wk inc covid hosp,-1,2024-12-14,East,quantile,0.75,163
2024-12-21,wk inc covid hosp,-1,2024-12-14,East,quantile,0.9,173
2024-12-21,wk inc covid hosp,-1,2024-12-14,East,quantile,0.975,184
2024-12-21,wk inc covid hosp,0,2024-12-21,East,quantile,0.025,96
2024-12-21,wk inc covid hosp,0,2024-12-21,East,quantile,0.1,116
2024-12-21,wk inc covid hosp,0,2024-12-21,East,quantile,0.25,130
2024-12-21,wk inc covid hosp,0,2024-12-21,East,quantile,0.5,143
2024-12-21,wk inc covid hosp,0,2024-12-21,East,quantile,0.75,157
2024-12-21,wk inc covid hosp,0,2024-12-21,East,quantile,0.9,171
2024-12-21,wk inc covid hosp,0,2024-12-21,East,quantile,0.975,194
2024-12-21,wk inc covid hosp,1,2024-12-28,East,quantile,0.025,96
2024-12-21,wk inc covid hosp,1,2024-12-28,East,quantile,0.1,116
2024-12-21,wk inc covid hosp,1,2024-12-28,East,quantile,0.25,131
2024-12-21,wk inc covid hosp,1,2024-12-28,East,quantile,0.5,147
2024-12-21,wk inc covid hosp,1,2024-12-28,East,quantile,0.75,166
2024-12-21,wk inc covid hosp,1,2024-12-28,East,quantile,0.9,190
2024-12-21,wk inc covid hosp,1,2024-12-28,East,quantile,0.975,230
2024-12-21,wk inc covid hosp,2,2025-01-04,East,quantile,0.025,81
2024-12-21,wk inc covid hosp,2,2025-01-04,East,quantile,0.1,113
2024-12-21,wk inc covid hosp,2,2025-01-04,East,quantile,0.25,128
2024-12-21,wk inc covid hosp,2,2025-01-04,East,quantile,0.5,144
2024-12-21,wk inc covid hosp,2,2025-01-04,East,quantile,0.75,166
2024-12-21,wk inc covid hosp,2,2025-01-04,East,quantile,0.9,201
2024-12-21,wk inc covid hosp,2,2025-01-04,East,quantile,0.975,271
2024-12-21,wk inc covid hosp,3,2025-01-11,East,quantile,0.025,86
2024-12-21,wk inc covid hosp,3,2025-01-11,East,quantile,0.1,110
2024-12-21,wk inc covid hosp,3,2025-01-11,East,quantile,0.25,127
2024-12-21,wk inc covid hosp,3,2025-01-11,East,quantile,0.5,148
2024-12-21,wk inc covid hosp,3,2025-01-11,East,quantile,0.75,181
2024-12-21,wk inc covid hosp,3,2025-01-11,East,quantile,0.9,234
2024-12-21,wk inc covid hosp,3,2025-01-11,East,quantile,0.975,355
2024-12-21,wk inc covid hosp,-1,2024-12-14,North East,quantile,0.025,24
2024-12-21,wk inc covid hosp,-1,2024-12-14,North East,quantile,0.1,30
2024-12-21,wk inc covid hosp,-1,2024-12-14,North East,quantile,0.25,36
2024-12-21,wk inc covid hosp,-1,2024-12-14,North East,quantile,0.5,43
2024-12-21,wk inc covid hosp,-1,2024-12-14,North East,quantile,0.75,49
