reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-20,wk inc covid hosp,-1,2025-12-13,Central,quantile,0.025,20
2025-12-20,wk inc covid hosp,-1,2025-12-13,Central,quantile,0.1,29
2025-12-20,wk inc covid hosp,-1,2025-12-13,Central,quantile,0.25,36
2025-12-20,wk inc covid hosp,-1,2025-12-13,Central,quantile,0.5,44
2025-12-20,wk inc covid hosp,-1,2025-12-13,Central,quantile,0.75,52
2025-12-20,wk inc covid hosp,-1,2025-12-13,Central,quantile,0.9,59
2025-12-20,wk inc covid hosp,-1,2025-12-13,Central,quantile,0.975,69
2025-12-20,wk inc covid hosp,0,2025-12-20,Central,quantile,0.025,22
2025-12-20,wk inc covid hosp,0,2025-12-20,Central,quantile,0.1,31
2025-12-20,wk inc covid hosp,0,2025-12-20,Central,quantile,0.25,38
2025-12-20,wk inc covid hosp,0,2025-12-20,Central,quantile,0.5,46
2025-12-20,wk inc covid hosp,0,2025-12-20,Central,quantile,0.75,53
2025-12-20,wk inc covid hosp,0,2025-12-20,Central,quantile,0.9,60
2025-12-20,wk inc covid hosp,0,2025-12-20,Central,quantile,0.975,69
2025-12-20,wk inc covid hosp,1,2025-12-27,Central,quantile,0.025,21
2025-12-20,wk inc covid hosp,1,2025-12-27,Central,quantile,0.1,30
2025-12-20,wk inc covid hosp,1,2025-12-27,Central,quantile,0.25,36
2025-12-20,wk inc covid hosp,1,2025-12-27,Central,quantile,0.5,43
2025-12-20,wk inc covid hosp,1,2025-12-27,Central,quantile,0.75,50
2025-12-20,wk inc covid hosp,1,2025-12-27,Central,quantile,0.9,57
2025-12-20,wk inc covid hosp,1,2025-12-27,Central,quantile,0.975,66
2025-12-20,wk inc covid hosp,2,2026-01-03,Central,quantile,0.025,22
2025-12-20,wk inc covid hosp,2,2026-01-03,Central,quantile,0.1,30
2025-12-20,wk inc covid hosp,2,2026-01-03,Central,quantile,0.25,38
2025-12-20,wk inc covid hosp,2,2026-01-03,Central,quantile,0.5,44
2025-12-20,wk inc covid hosp,2,2026-01-03,Central,quantile,0.75,52
2025-12-20,wk inc covid hosp,2,2026-01-03,Central,quantile,0.9,60
2025-12-20,wk inc covid hosp,2,2026-01-03,Central,quantile,0.975,72
2025-12-20,wk inc covid hosp,3,2026-01-10,Central,quantile,0.025,13
2025-12-20,wk inc covid hosp,3,2026-01-10,Central,quantile,0.1,24
2025-12-20,wk inc covid hosp,3,2026-01-10,Central,quantile,0.25,31
2025-12-20,wk inc covid hosp,3,2026-01-10,Central,quantile,0.5,37
2025-12-20,wk inc covid hosp,3,2026-01-10,Central,quantile,0.75,45
2025-12-20,wk inc covid hosp,3,2026-01-10,Central,quantile,0.9,51
2025-12-20,wk inc covid hosp,3,2026-01-10,Central,quantile,0.975,60
2025-12-20,wk inc covid hosp,-1,2025-12-13,East,quantile,0.025,29
2025-12-20,wk inc covid hosp,-1,2025-12-13,East,quantile,0.1,35
2025-12-20,wk inc covid hosp,-1,2025-12-13,East,quantile,0.25,42
2025-12-20,wk inc covid hosp,-1,2025-12-13,East,quantile,0.5,50
2025-12-20,wk inc covid hosp,-1,2025-12-13,East,quantile,0.75,58
2025-12-20,wk inc covid hosp,-1,2025-12-13,East,quantile,0.9,65
2025-12-20,wk inc covid hosp,-1,2025-12-13,East,quantile,0.975,72
2025-12-20,wk inc covid hosp,0,2025-12-20,East,quantile,0.025,29
2025-12-20,wk inc covid hosp,0,2025-12-20,East,quantile,0.1,37
2025-12-20,wk inc covid hosp,0,2025-12-20,East,quantile,0.25,44
2025-12-20,wk inc covid hosp,0,2025-12-20,East,quantile,0.5,53
2025-12-20,wk inc covid hosp,0,2025-12-20,East,quantile,0.75,61
2025-12-20,wk inc covid hosp,0,2025-12-20,East,quantile,0.9,67
2025-12-20,wk inc covid hosp,0,2025-12-20,East,quantile,0.975,80
2025-12-20,wk inc covid hosp,1,2025-12-27,East,quantile,0.025,26
2025-12-20,wk inc covid hosp,1,2025-12-27,East,quantile,0.1,35
2025-12-20,wk inc covid hosp,1,2025-12-27,East,quantile,0.25,41
2025-12-20,wk inc covid hosp,1,2025-12-27,East,quantile,0.5,47
2025-12-20,wk inc covid hosp,1,2025-12-27,East,quantile,0.75,54
